place,abbrev,date,r,lower,upper
Andaman and Nicobar Islands,an,2021-03-09,1.28684470956487,0.642388242541001,2.15141203451681
Andaman and Nicobar Islands,an,2021-03-10,,,
Andaman and Nicobar Islands,an,2021-03-11,,,
Andaman and Nicobar Islands,an,2021-03-12,1.12476724873266,0.539369615035258,1.9216427373191
Andaman and Nicobar Islands,an,2021-03-13,0.994340804201838,0.454675932804198,1.74155358288809
Andaman and Nicobar Islands,an,2021-03-14,0.897675189461938,0.387552431704056,1.61835972973303
Andaman and Nicobar Islands,an,2021-03-15,,,
Andaman and Nicobar Islands,an,2021-03-16,0.816149469146108,0.328134415783194,1.52264039868657
Andaman and Nicobar Islands,an,2021-03-17,0.987831427690944,0.426475496270299,1.78089649920918
Andaman and Nicobar Islands,an,2021-03-18,1.02202939919473,0.44123975306521,1.84254977933766
Andaman and Nicobar Islands,an,2021-03-19,1.16594910561845,0.533146175797168,2.04211959699765
Andaman and Nicobar Islands,an,2021-03-20,,,
Andaman and Nicobar Islands,an,2021-03-21,1.15698599161241,0.529047669325033,2.02642101232215
Andaman and Nicobar Islands,an,2021-03-22,,,
Andaman and Nicobar Islands,an,2021-03-23,,,
Andaman and Nicobar Islands,an,2021-03-24,1.26572089082462,0.606962365231906,2.16245926440938
Andaman and Nicobar Islands,an,2021-03-25,0.983667852714372,0.424677960117251,1.77339026293028
Andaman and Nicobar Islands,an,2021-03-26,0.991197326372819,0.427928652416691,1.78696465720782
Andaman and Nicobar Islands,an,2021-03-27,0.892416216212404,0.358797603640765,1.66492662755719
Andaman and Nicobar Islands,an,2021-03-28,1.06091393392839,0.45802733522034,1.91265215696947
Andaman and Nicobar Islands,an,2021-03-29,1.62378431630509,0.83903305113457,2.66328212090103
Andaman and Nicobar Islands,an,2021-03-30,4.99717251274978,3.57005330687814,6.66051684678197
Andaman and Nicobar Islands,an,2021-03-31,3.10336734411602,2.22702998603639,4.12283464063933
Andaman and Nicobar Islands,an,2021-04-01,2.09534901600806,1.50365863026473,2.78367867851888
Andaman and Nicobar Islands,an,2021-04-02,,,
Andaman and Nicobar Islands,an,2021-04-03,2.20227287732099,1.64965350808488,2.83349754326609
Andaman and Nicobar Islands,an,2021-04-04,1.9772709268593,1.50142471287912,2.5176151417655
Andaman and Nicobar Islands,an,2021-04-05,1.02413101320675,0.71728877102075,1.38475392483015
Andaman and Nicobar Islands,an,2021-04-06,1.12661207537059,0.808476276338361,1.49670818045663
Andaman and Nicobar Islands,an,2021-04-07,1.32275308199381,0.975293702976487,1.72233574363157
Andaman and Nicobar Islands,an,2021-04-08,1.36453632719714,1.0191009959851,1.75961109095577
Andaman and Nicobar Islands,an,2021-04-09,1.30117623450157,0.9746702881313,1.6741248106826
Andaman and Nicobar Islands,an,2021-04-10,1.39042676551909,1.06104210239229,1.76365673638546
Andaman and Nicobar Islands,an,2021-04-11,1.47367195854132,1.14436393869746,1.84398906983201
Andaman and Nicobar Islands,an,2021-04-12,1.41240966464511,1.10310366620427,1.75936091401702
Andaman and Nicobar Islands,an,2021-04-13,1.11989534375567,0.856631201155873,1.417895701894
Andaman and Nicobar Islands,an,2021-04-14,1.5469678045564,1.23905779529722,1.8885329682222
Andaman and Nicobar Islands,an,2021-04-15,1.44597630291155,1.15971527776491,1.76333817269031
Andaman and Nicobar Islands,an,2021-04-16,1.49571540838539,1.2169737540174,1.80277004310873
Andaman and Nicobar Islands,an,2021-04-17,1.79236506074061,1.49859259436796,2.11204148950741
Andaman and Nicobar Islands,an,2021-04-18,2.17440247729696,1.86996403856068,2.50146373464527
Andaman and Nicobar Islands,an,2021-04-19,1.71129526960528,1.46713607790484,1.97397093042754
Andaman and Nicobar Islands,an,2021-04-20,1.72182517200912,1.49417808951972,1.9653772183621
Andaman and Nicobar Islands,an,2021-04-21,1.49305961820839,1.2942504537056,1.70586533285203
Andaman and Nicobar Islands,an,2021-04-22,1.3153103796406,1.13804152958715,1.50522232193434
Andaman and Nicobar Islands,an,2021-04-23,1.12846439883883,0.969626142433899,1.29917377291265
Andaman and Nicobar Islands,an,2021-04-24,1.18279367490632,1.02220196860667,1.35493043837421
Andaman and Nicobar Islands,an,2021-04-25,1.18650237949146,1.02775359763375,1.35648510626806
Andaman and Nicobar Islands,an,2021-04-26,1.30021544701347,1.13656254637804,1.47471515122296
Andaman and Nicobar Islands,an,2021-04-27,1.29395777365347,1.13477460954293,1.46343677901495
Andaman and Nicobar Islands,an,2021-04-28,1.27163969817611,1.11828530894337,1.43470447118774
Andaman and Nicobar Islands,an,2021-04-29,1.27397516921405,1.12436924926292,1.43278962153357
Andaman and Nicobar Islands,an,2021-04-30,1.31527662401022,1.16699230218564,1.47230097002194
Andaman and Nicobar Islands,an,2021-05-01,1.44023884873594,1.28924426785014,1.59947409322534
Andaman and Nicobar Islands,an,2021-05-02,1.28967631877804,1.1524358391252,1.43452581281988
Andaman and Nicobar Islands,an,2021-05-03,1.26224367394075,1.1306806113609,1.40094274213782
Andaman and Nicobar Islands,an,2021-05-04,1.10117235493247,0.981425763736073,1.22771200204811
Andaman and Nicobar Islands,an,2021-05-05,0.961668214181837,0.85135592269639,1.07860311238591
Andaman and Nicobar Islands,an,2021-05-06,0.739203513978199,0.642600550509089,0.842472178980662
Andaman and Nicobar Islands,an,2021-05-07,0.84326084246827,0.737348113014815,0.956177473003909
Andaman and Nicobar Islands,an,2021-05-08,0.743664533359186,0.642189715543199,0.852473723988857
Andaman and Nicobar Islands,an,2021-05-09,0.76061461494598,0.655500299829891,0.873430971194909
Andaman and Nicobar Islands,an,2021-05-10,0.756514725862134,0.64887407963528,0.872294483828095
Andaman and Nicobar Islands,an,2021-05-11,0.778573499852032,0.666563779640138,0.899154374463352
Andaman and Nicobar Islands,an,2021-05-12,0.760071337837491,0.646861100527575,0.8822763198266
Andaman and Nicobar Islands,an,2021-05-13,0.848257713414876,0.725535384848353,0.980428151051663
Andaman and Nicobar Islands,an,2021-05-14,0.910703504377035,0.781124118304293,1.05008087233952
Andaman and Nicobar Islands,an,2021-05-15,0.901831799688955,0.771725601015604,1.04192411227539
Andaman and Nicobar Islands,an,2021-05-16,0.95562359842124,0.820389239334326,1.10102374807642
Andaman and Nicobar Islands,an,2021-05-17,0.917668449660191,0.784527406500068,1.06109117099707
Andaman and Nicobar Islands,an,2021-05-18,0.908338097010259,0.775026637985806,1.05207330623291
Andaman and Nicobar Islands,an,2021-05-19,0.942897476798603,0.805705676633542,1.09071648046613
Andaman and Nicobar Islands,an,2021-05-20,1.08698487941813,0.938289810782221,1.24645641550198
Andaman and Nicobar Islands,an,2021-05-21,1.05211984985335,0.906720517176533,1.20817302772458
Andaman and Nicobar Islands,an,2021-05-22,1.01420818759582,0.872582474716484,1.16632824049307
Andaman and Nicobar Islands,an,2021-05-23,0.944060050144553,0.807861632117994,1.09071218160724
Andaman and Nicobar Islands,an,2021-05-24,0.808184134490381,0.681995107063912,0.944926175369809
Andaman and Nicobar Islands,an,2021-05-25,0.699166719840171,0.580150005011358,0.829122660335835
Andaman and Nicobar Islands,an,2021-05-26,0.695435935886036,0.573137639733434,0.82938491798889
Andaman and Nicobar Islands,an,2021-05-27,0.646397229273223,0.52477651594577,0.780503375560181
Andaman and Nicobar Islands,an,2021-05-28,0.661056154498238,0.533557633605613,0.802009199105014
Andaman and Nicobar Islands,an,2021-05-29,0.858541369629945,0.706920307890512,1.024673972273
Andaman and Nicobar Islands,an,2021-05-30,0.853252976789047,0.699261405761871,1.0223401776736
Andaman and Nicobar Islands,an,2021-05-31,0.858493784422741,0.70216286198273,1.03030215865853
Andaman and Nicobar Islands,an,2021-06-01,0.858439776173919,0.699955047131432,1.03285585054163
Andaman and Nicobar Islands,an,2021-06-02,0.93558291898652,0.767476802370033,1.12008807672023
Andaman and Nicobar Islands,an,2021-06-03,0.942799194318411,0.772646692017629,1.12963156537373
Andaman and Nicobar Islands,an,2021-06-04,0.934925664556633,0.764676567585877,1.12203017407477
Andaman and Nicobar Islands,an,2021-06-05,0.911120316908039,0.742122462082383,1.0971944842046
Andaman and Nicobar Islands,an,2021-06-06,0.936737733797948,0.763797674349021,1.12706223037398
Andaman and Nicobar Islands,an,2021-06-07,0.83019541643578,0.666715090030316,1.01133156832029
Andaman and Nicobar Islands,an,2021-06-08,0.817534145030202,0.653017238207018,1.00025510172975
Andaman and Nicobar Islands,an,2021-06-09,0.811872676031397,0.644744095022941,0.997971182932489
Andaman and Nicobar Islands,an,2021-06-10,0.971103184883178,0.783805602273571,1.17816570083618
Andaman and Nicobar Islands,an,2021-06-11,1.21902314599928,1.00642862856334,1.4516850936413
Andaman and Nicobar Islands,an,2021-06-12,1.15616532723994,0.952843867568731,1.37885610396704
Andaman and Nicobar Islands,an,2021-06-13,1.06305572559362,0.872045216370075,1.27269963886947
Andaman and Nicobar Islands,an,2021-06-14,0.988556648371058,0.806049806413522,1.18940960822278
Andaman and Nicobar Islands,an,2021-06-15,0.815621766518259,0.650571863634197,0.999049157452557
Andaman and Nicobar Islands,an,2021-06-16,0.743110095038214,0.583501255971238,0.921723035116273
Andaman and Nicobar Islands,an,2021-06-17,0.988889669607416,0.798161590997147,1.19974469117083
Andaman and Nicobar Islands,an,2021-06-18,1.11586340551698,0.910803877959832,1.34143075775927
Andaman and Nicobar Islands,an,2021-06-19,1.33612314501756,1.11302626183743,1.5792960404543
Andaman and Nicobar Islands,an,2021-06-20,1.27004916739659,1.05878276715248,1.50024860478075
Andaman and Nicobar Islands,an,2021-06-21,1.0362041761789,0.851633812421528,1.23860727157674
Andaman and Nicobar Islands,an,2021-06-22,0.843716005719618,0.679307497513347,1.02567383731819
Andaman and Nicobar Islands,an,2021-06-23,0.725906318686259,0.571931615652379,0.897957095059253
Andaman and Nicobar Islands,an,2021-06-24,0.47646811627844,0.350090850223779,0.622019532679493
Andaman and Nicobar Islands,an,2021-06-25,0.406426627417043,0.284656213248788,0.54953991258305
Andaman and Nicobar Islands,an,2021-06-26,0.415137091092482,0.283953462992745,0.570839777174872
Andaman and Nicobar Islands,an,2021-06-27,0.460964311795702,0.313202885350992,0.636827630099506
Andaman and Nicobar Islands,an,2021-06-28,0.420516353713979,0.272136011941909,0.600667201235818
Andaman and Nicobar Islands,an,2021-06-29,0.514498316672966,0.339057632632173,0.72593852824817
Andaman and Nicobar Islands,an,2021-06-30,0.575652011949681,0.379358303159754,0.812224181879052
Andaman and Nicobar Islands,an,2021-07-01,0.56084931661937,0.35934673979309,0.806484793154919
Andaman and Nicobar Islands,an,2021-07-02,0.537745356585315,0.332872851209647,0.790956275695987
Andaman and Nicobar Islands,an,2021-07-03,0.480618048886407,0.279977724805764,0.734582212327056
Andaman and Nicobar Islands,an,2021-07-04,0.537343316928275,0.313022283831704,0.821281771341929
Andaman and Nicobar Islands,an,2021-07-05,,,
Andaman and Nicobar Islands,an,2021-07-06,0.7386058379182,0.457208654946172,1.08639696393995
Andaman and Nicobar Islands,an,2021-07-07,0.864189753779789,0.547822172836796,1.25150699128443
Andaman and Nicobar Islands,an,2021-07-08,0.697281968549615,0.413253485984872,1.05439286850289
Andaman and Nicobar Islands,an,2021-07-09,,,
Andaman and Nicobar Islands,an,2021-07-10,,,
Andaman and Nicobar Islands,an,2021-07-11,,,
Andaman and Nicobar Islands,an,2021-07-12,0.654208410049913,0.373936632143449,1.0115787032626
Andaman and Nicobar Islands,an,2021-07-13,0.663582918877971,0.37140232234,1.03915408982435
Andaman and Nicobar Islands,an,2021-07-14,0.622076456312492,0.331229513566698,1.00305450349714
Andaman and Nicobar Islands,an,2021-07-15,0.572783316950072,0.285931368095517,0.957608103058157
Andaman and Nicobar Islands,an,2021-07-16,0.803520408077761,0.439292084215127,1.27589834284923
Andaman and Nicobar Islands,an,2021-07-17,0.854755006769339,0.467302516080812,1.35725301525078
Andaman and Nicobar Islands,an,2021-07-18,0.947314921397883,0.530204970298833,1.48347123911318
Andaman and Nicobar Islands,an,2021-07-19,1.16063456836771,0.687865602390625,1.75505013326293
Andaman and Nicobar Islands,an,2021-07-20,1.14031013280531,0.675820053780923,1.7243165980793
Andaman and Nicobar Islands,an,2021-07-21,1.04908575161353,0.61113111033481,1.60343485669469
Andaman and Nicobar Islands,an,2021-07-22,1.22678202943826,0.749350334482702,1.81998349798575
Andaman and Nicobar Islands,an,2021-07-23,,,
Andaman and Nicobar Islands,an,2021-07-24,,,
Andaman and Nicobar Islands,an,2021-07-25,1.19384683325519,0.729232661021726,1.7711227288208
Andaman and Nicobar Islands,an,2021-07-26,0.864571115661893,0.483893890348857,1.3538965293187
Andaman and Nicobar Islands,an,2021-07-27,,,
Andaman and Nicobar Islands,an,2021-07-28,0.82503049746749,0.451051850245555,1.31005390023271
Andaman and Nicobar Islands,an,2021-07-29,0.869282903228935,0.475245052263888,1.38032165026184
Andaman and Nicobar Islands,an,2021-07-30,0.712377041828436,0.355616052601612,1.1909879486713
Andaman and Nicobar Islands,an,2021-07-31,0.6212032527566,0.284053683822047,1.08801604637798
Andaman and Nicobar Islands,an,2021-08-01,0.757527826202301,0.363264037477629,1.29422140196471
Andaman and Nicobar Islands,an,2021-08-02,,,
Andaman and Nicobar Islands,an,2021-08-03,0.816070451594308,0.391337501882303,1.39424032679996
Andaman and Nicobar Islands,an,2021-08-04,0.68715707682877,0.296665652803956,1.23883043019972
Andaman and Nicobar Islands,an,2021-08-05,,,
Andaman and Nicobar Islands,an,2021-08-06,,,
Andaman and Nicobar Islands,an,2021-08-07,0.922615565441088,0.442430025339203,1.5762705596781
Andaman and Nicobar Islands,an,2021-08-08,0.964850129248574,0.462683140326053,1.64842748182883
Andaman and Nicobar Islands,an,2021-08-09,,,
Andaman and Nicobar Islands,an,2021-08-10,0.981964530632707,0.470890161019908,1.67766710021249
Andaman and Nicobar Islands,an,2021-08-11,,,
Andaman and Nicobar Islands,an,2021-08-12,,,
Andaman and Nicobar Islands,an,2021-08-13,,,
Andaman and Nicobar Islands,an,2021-08-14,,,
Andaman and Nicobar Islands,an,2021-08-15,,,
Andaman and Nicobar Islands,an,2021-08-16,0.999168281746589,0.479140028382166,1.70705937085327
Andaman and Nicobar Islands,an,2021-08-17,,,
Andaman and Nicobar Islands,an,2021-08-18,1.01419457021518,0.486345717768878,1.7327314893623
Andaman and Nicobar Islands,an,2021-08-19,1.0269375908146,0.492456491462583,1.75450268959414
Andaman and Nicobar Islands,an,2021-08-20,1.14136299660013,0.569764295596481,1.90818835278733
Andaman and Nicobar Islands,an,2021-08-21,1.02943410902068,0.493653668981091,1.75876794188051
Andaman and Nicobar Islands,an,2021-08-22,,,
Andaman and Nicobar Islands,an,2021-08-23,1.13495823777595,0.56656706306766,1.89748055322916
Andaman and Nicobar Islands,an,2021-08-24,1.13017698123304,0.564180277028202,1.88948700685167
Andaman and Nicobar Islands,an,2021-08-25,,,
Andaman and Nicobar Islands,an,2021-08-26,,,
Andaman and Nicobar Islands,an,2021-08-27,,,
Andaman and Nicobar Islands,an,2021-08-28,,,
Andaman and Nicobar Islands,an,2021-08-29,1.21744654793194,0.62907239677555,1.99681915369025
Andaman and Nicobar Islands,an,2021-08-30,0.990642157071979,0.475051420193522,1.69249265442647
Andaman and Nicobar Islands,an,2021-08-31,0.996146314967559,0.477690877848941,1.70189640000762
Andaman and Nicobar Islands,an,2021-09-01,,,
Andaman and Nicobar Islands,an,2021-09-02,0.916775620376034,0.419208191603096,1.6057008418275
Andaman and Nicobar Islands,an,2021-09-03,1.15563612873166,0.576889391730755,1.9320508965813
Andaman and Nicobar Islands,an,2021-09-04,0.944375864913087,0.431828780919635,1.65404171706763
Andaman and Nicobar Islands,an,2021-09-05,,,
Andaman and Nicobar Islands,an,2021-09-06,,,
Andaman and Nicobar Islands,an,2021-09-07,0.957261378532499,0.437720858263549,1.67661024922121
Andaman and Nicobar Islands,an,2021-09-08,1.20732882603695,0.602694199977878,2.01847336096462
Andaman and Nicobar Islands,an,2021-09-09,1.19179071827805,0.594937632568104,1.99249596697322
Andaman and Nicobar Islands,an,2021-09-10,1.05414946895707,0.505505644747076,1.80099364855495
Andaman and Nicobar Islands,an,2021-09-11,0.948139248333233,0.433549639462122,1.66063315317429
Andaman and Nicobar Islands,an,2021-09-12,1.08095519502276,0.518360032323779,1.84679070467544
Andaman and Nicobar Islands,an,2021-09-13,0.982780956708473,0.449390034428199,1.72130690917759
Andaman and Nicobar Islands,an,2021-09-14,1.77229803623592,1.01302146020096,2.74044008262383
Andaman and Nicobar Islands,an,2021-09-15,,,
Andaman and Nicobar Islands,an,2021-09-16,1.71018129690517,0.996243627600522,2.61386097228709
Andaman and Nicobar Islands,an,2021-09-17,1.4939172960874,0.870261877546308,2.28332055971727
Andaman and Nicobar Islands,an,2021-09-18,1.36501281917197,0.795170269464422,2.08630145889324
Andaman and Nicobar Islands,an,2021-09-19,1.28347687879099,0.747672579499056,1.96168097989125
Andaman and Nicobar Islands,an,2021-09-20,0.794140157517303,0.396431905362749,1.32768365854612
Andaman and Nicobar Islands,an,2021-09-21,0.971911760531025,0.517502079372586,1.56713930982265
Andaman and Nicobar Islands,an,2021-09-22,1.5564340409955,0.950710347260548,2.30903632621044
Andaman and Nicobar Islands,an,2021-09-23,1.37477548551034,0.827704648716427,2.05838333860381
Andaman and Nicobar Islands,an,2021-09-24,1.20276621328872,0.712835485334968,1.81875937564506
Andaman and Nicobar Islands,an,2021-09-25,1.09723538377698,0.639180045439501,1.67702731415507
Andaman and Nicobar Islands,an,2021-09-26,,,
Andaman and Nicobar Islands,an,2021-09-27,0.830192650571154,0.44204262197185,1.33862721933221
Andaman and Nicobar Islands,an,2021-09-28,0.39751992190756,0.145882805282731,0.773065742827303
Andaman and Nicobar Islands,an,2021-09-29,,,
Andaman and Nicobar Islands,an,2021-09-30,0.452664503735067,0.166119894922255,0.880306625017093
Andaman and Nicobar Islands,an,2021-10-01,,,
Andaman and Nicobar Islands,an,2021-10-02,0.528627205026869,0.193996867497932,1.02803296240295
Andaman and Nicobar Islands,an,2021-10-03,0.599063767660277,0.219845844580957,1.16501249629172
Andaman and Nicobar Islands,an,2021-10-04,0.665908530382755,0.244376694400054,1.29500697782662
Andaman and Nicobar Islands,an,2021-10-05,0.850159163400558,0.341808076769367,1.58609021563369
Andaman and Nicobar Islands,an,2021-10-06,0.899285461278932,0.361559396427489,1.67774216005728
