place,date,daily_cases,daily_recovered,daily_deaths,total_cases,total_recovered,total_deaths,total_active,r_est,r_lower,r_upper,abbrev,first_dose,second_dose,total_doses,pct_one_dose,pct_two_doses,daily_doses,precaution_dose
India,2021-08-07,39068,43935,491,31938997,31088195,427803,,1.04074930129918,1.03628255350471,1.04522552261598,tt,394378151,112432341,506810492,28.8622,8.2283,5800883,
India,2021-08-08,36036,39832,447,31975033,31128027,428250,,1.00222662389768,0.997856557992084,1.00660610652008,tt,395667593,112997166,508664759,28.9566,8.2696,1854267,
India,2021-08-09,27428,41461,376,32002461,31169488,428626,,0.922841185175604,0.918654712226875,0.927037044478767,tt,400158057,114342211,514500268,29.2852,8.368,5835509,
India,2021-08-10,38376,40097,496,32040837,31209585,429122,,0.901591844477428,0.897427062493336,0.905766135130383,tt,403596088,115484436,519080524,29.5368,8.4516,4580256,
India,2021-08-11,41586,39127,491,32082423,31248712,429613,,0.935794463203383,0.931505905002871,0.940092734986493,tt,406980329,116690690,523671019,29.7845,8.5399,4590495,
India,2021-08-12,40081,42156,583,32122504,31290868,430196,,0.955903017332409,0.951534399903057,0.960281502298857,tt,411629356,117953600,529582956,30.1247,8.6323,5911937,
India,2021-08-13,38761,35759,477,32161265,31326627,430673,,0.979236025072708,0.974793597561644,0.98368841307329,tt,416846115,119343788,536189903,30.5065,8.7341,6606947,
India,2021-08-14,36135,37936,491,32197400,31364563,431164,,1.02986586045538,1.02529916053974,1.03444256796431,tt,422575401,121270889,543846290,30.9258,8.8751,7656387,
India,2021-08-15,33245,35936,421,32230645,31400499,431585,,0.998183091890218,0.9936975211741,1.00267862453324,tt,424072750,121784358,545857108,31.0354,8.9127,2010818,
India,2021-08-16,24696,36871,438,32255341,31437370,432023,,0.907034614746489,0.902764442646359,0.911314723292528,tt,431194809,123535800,554730609,31.5566,9.0409,8873501,
India,2021-08-17,35208,37143,440,32290549,31474513,432463,,0.895004686377394,0.890730565360634,0.899288896369286,tt,435720056,124931974,560652030,31.8878,9.143,5921421,
India,2021-08-18,36502,39269,527,32327051,31513782,432990,,0.903718684132111,0.899373680574743,0.908074013703431,tt,440102169,126386264,566488433,32.2085,9.2495,5836403,
India,2021-08-19,36600,36457,543,32363651,31550239,433533,,0.925364600608434,0.920921744204293,0.929818000782553,tt,444486031,127795457,572281488,32.5293,9.3526,5793055,
India,2021-08-20,34308,36285,376,32397959,31586524,433909,,0.946572943432102,0.94204270434259,0.951113899420414,tt,447303462,128813888,576117350,32.7355,9.4271,3835862,
India,2021-08-21,31023,38577,401,32428982,31625101,434310,,0.993521004488952,0.988853404903238,0.998199442650022,tt,450755650,130733727,581489377,32.9881,9.5676,5372027,
India,2021-08-22,25420,44103,385,32454402,31669204,434695,,0.940014634725275,0.93546857471007,0.944571562186309,tt,451513534,131036061,582549595,33.0436,9.5898,1060218,
India,2021-08-23,24794,39553,357,32479196,31708757,435052,,0.880125738309575,0.875708773849512,0.884553660840002,tt,456151209,132846596,588997805,33.383,9.7223,6448210,
India,2021-08-24,37739,34148,650,32516935,31742905,435702,,0.907117182172686,0.90258168371168,0.911663890840865,tt,460802783,134701810,595504593,33.7234,9.858,6506788,
India,2021-08-25,46129,34248,605,32563064,31777153,436307,,0.998593783616886,0.993782749046772,1.0034162753191,tt,466880859,136965616,603846475,34.1682,10.0237,8341882,
India,2021-08-26,44550,32925,493,32607614,31810078,436800,,1.08465188583355,1.07962775941172,1.0896875143945,tt,472838773,139369769,612208542,34.6043,10.1996,8362067,
India,2021-08-27,46806,31343,514,32654420,31841421,437314,,1.19569525637306,1.19046090033872,1.20094093639032,tt,480876699,142112435,622989134,35.1925,10.4004,10780592,
India,2021-08-28,45064,35811,457,32699484,31877232,437771,,1.26946069364637,1.26416499353756,1.27476731007905,tt,,,,,,,
India,2021-08-29,43374,34843,527,32742858,31912075,438298,,1.23467628638484,1.2295902662491,1.23977265891257,tt,488506288,145875070,634381358,35.7509,10.6757,11392224,
India,2021-08-30,30248,36240,205,32773106,31948315,438503,,1.09188189125686,1.08721732472718,1.096556305092,tt,493020765,147507879,640528644,36.0813,10.7952,6147286,
India,2021-08-31,43073,34112,462,32816179,31982427,438965,,1.05799962002295,1.05346384120259,1.06254500814785,tt,503331527,150781981,654113508,36.8358,11.0348,13584864,
India,2021-09-01,45975,35091,507,32862154,32017518,439472,,1.04312972687129,1.03864877088673,1.04762019500397,tt,509799626,153237708,663037334,37.3092,11.2146,8923826,
India,2021-09-02,45624,34665,355,32907778,32052183,439827,,1.03769709091687,1.03324546163595,1.04215815736635,tt,515531338,155428630,670959968,37.7287,11.3749,7922634,
India,2021-09-03,42667,36422,342,32950445,32088605,440169,,1.02717714150018,1.02276315242825,1.03160050388379,tt,519866213,157344992,677211205,38.0459,11.5151,6251237,
India,2021-09-04,42607,38087,309,32993052,32126692,440478,,1.08259686468453,1.07807718219677,1.0871258710955,tt,524546930,160122591,684669521,38.3885,11.7184,7458316,
India,2021-09-05,39537,43922,218,33032589,32170614,440696,,1.05089806131684,1.04647505601632,1.05533026541832,tt,526381797,161159965,687541762,38.5228,11.7943,2872241,
India,2021-09-06,30164,42946,290,33062753,32213560,440986,,0.961908667324004,0.957703847084179,0.966122571056311,tt,534715823,164346953,699062776,39.1327,12.0276,11521014,
India,2021-09-07,38135,39101,368,33100888,32252661,441354,,0.930208013652396,0.926063757282119,0.93436139481543,tt,540557826,166985192,707543018,39.5602,12.2207,8480242,
India,2021-09-08,43401,40620,339,33144289,32293281,441693,,0.948068698928489,0.943852865366305,0.95229379727153,tt,546897006,169700422,716597428,40.0241,12.4194,9054410,
India,2021-09-09,43401,40620,339,26675501,26026329,304030,,0.964267860505839,0.959988738345491,0.968556367309572,tt,551843120,171941466,723784586,40.3861,12.5834,7187158,
India,2021-09-10,43401,40620,339,33217162,32367604,442206,,0.99142577079995,0.987069114962192,0.995791887769215,tt,556541427,174048261,730589688,40.73,12.7376,6805102,
India,2021-09-11,31288,37886,338,33248450,32405490,442544,,0.999794034686103,0.995412978542755,1.00418457809839,tt,561101965,177105413,738207378,41.0637,12.9613,7617690,
India,2021-09-12,31441,40699,219,33279891,32446189,442763,,0.966011171176199,0.96170542214186,0.970326404953741,tt,564834748,179002895,743837643,41.3369,13.1002,5630265,
India,2021-09-13,24414,39815,340,33304305,32486004,443103,,0.875334410553026,0.871225647009126,0.879452706655513,tt,570511241,181727083,752238324,41.7523,13.2995,8400681,
India,2021-09-14,27502,37993,281,33331807,32523997,443384,,0.813144243144157,0.809140243058701,0.817157989338181,tt,574657255,184255022,758912277,42.0558,13.4845,6673953,
India,2021-09-15,30355,38353,432,33362162,32562350,443816,,0.775141808030952,0.771157141428333,0.779136601149643,tt,578646751,187070386,765717137,42.3477,13.6906,6804860,
India,2021-09-16,34653,37888,318,33396815,32600238,444134,,0.831544950960834,0.827319032008034,0.835781486899513,tt,582606905,189818839,772425744,42.6375,13.8917,6708607,
India,2021-09-17,35354,33833,285,33432169,32634071,444419,,0.88762902153077,0.883176344724015,0.892092740175739,tt,596091846,199217243,795309089,43.6244,14.5795,22883345,
India,2021-09-18,31130,39652,306,33463299,32673723,444725,,0.949747424408273,0.945084723210647,0.954421441127251,tt,601046450,203325881,804372331,43.987,14.8802,9063242,
India,2021-09-19,30828,43217,296,33494127,32716940,445021,,0.980565009320459,0.975800527622776,0.985340934326404,tt,603666773,204901371,808568144,44.1788,14.9955,4195813,
India,2021-09-20,24907,34470,251,33519034,32751410,445272,,0.950505956389946,0.945808114668279,0.955215275856014,tt,609568160,208945667,818513827,44.6107,15.2915,9945683,
India,2021-09-21,27338,34160,385,33546372,32785570,445657,,0.912601285735439,0.907981933715605,0.91723219678355,tt,614390226,212125528,826515754,44.9636,15.5242,8001927,
India,2021-09-22,32010,31997,280,33578382,32817567,445937,,0.906703142477188,0.90206152587713,0.911356506052571,tt,618513000,215477049,833990049,45.2653,15.7695,7474295,
India,2021-09-23,31411,32510,318,33609793,32850077,446255,,0.926282189991028,0.92154488808014,0.931031469518479,tt,622902393,218615633,841518026,45.5865,15.9992,7527977,
India,2021-09-24,29565,28049,291,33639358,32878126,446546,,0.933134584826976,0.928341557630216,0.937939783180619,tt,627174874,221754286,848929160,45.8992,16.2289,7411134,
India,2021-09-25,28169,26021,259,33667527,32904147,446805,,0.966904282610544,0.961992581930363,0.971828317873815,tt,630831085,225250442,856081527,46.1668,16.4847,7152367,
India,2021-09-26,26999,29625,276,33694526,32933772,447081,,0.97224874899236,0.967304259313741,0.977205669811532,tt,633216286,226942725,860159011,46.3413,16.6086,4077484,
India,2021-09-27,26999,29625,276,27150910,26586407,308511,,0.943799641502228,0.938916649769664,0.948695123065402,tt,639614662,231093974,870708636,46.8096,16.9124,10549625,
India,2021-09-28,26999,29625,276,33733894,32989746,447605,,0.923538369174052,0.918684918684214,0.928404430044024,tt,642863561,233799929,876663490,47.0474,17.1104,5954854,
India,2021-09-29,23166,28726,313,33757060,33018472,447918,,0.894322120890018,0.889510068082447,0.899146975634613,tt,646473741,236996837,883470578,47.3116,17.3444,6807088,
India,2021-09-30,27285,28204,278,33784345,33046676,448196,,0.906970165963288,0.902073698108913,0.911879704118532,tt,650229045,239978962,890208007,47.5864,17.5626,6737429,
India,2021-10-01,23918,25460,233,33808263,33072136,448429,,0.903966355269127,0.899027963877111,0.908918086339439,tt,654331744,243149810,897481554,47.8867,17.7947,7273547,
India,2021-10-02,23189,25938,242,33831452,33098074,448671,,0.894196675121928,0.8892376083874,0.899169340991335,tt,658277760,246897588,905175348,48.1754,18.069,7693794,
India,2021-10-03,21644,26724,182,33853096,33124798,448853,,0.874091016555069,0.869135915263618,0.879060008392513,tt,659815128,248117733,907932861,48.288,18.1583,2757513,
India,2021-10-04,17101,29645,263,33870197,33154443,449116,,0.850649183728688,0.845699589539099,0.855613020601787,tt,663807388,251658438,915465826,48.5801,18.4174,7532965,
India,2021-10-05,19044,24761,276,33889241,33179204,449392,,0.812773337195276,0.807862142418947,0.817699209610212,tt,667246479,254518926,921765405,48.8318,18.6267,6299579,
India,2021-10-06,22605,24610,316,33911846,33203814,449708,,0.833296134953942,0.828229166879499,0.838378342029322,tt,669549280,256819328,926368608,49.0003,18.7951,4603203,
India,2021-10-07,21474,24959,277,33933320,33228773,449985,,0.849894713842059,0.844683561550352,0.855121670347197,tt,672529456,259187735,931717191,49.2184,18.9684,5348583,
India,2021-10-08,19868,23066,247,33953188,33251839,450232,,0.86150349247952,0.856174574639518,0.866848714656084,tt,676837943,263077380,939915323,49.5337,19.2531,8198132,
India,2021-10-09,17941,23612,213,33971129,33275451,450445,,0.893642223706662,0.888137523162209,0.899163696075133,tt,680516158,266494017,947010175,49.8029,19.5031,7094852,
India,2021-10-10,19020,21583,193,33990149,33297034,450638,,0.913728712675436,0.908099614139018,0.919374964096535,tt,683009792,268974581,951984373,49.9854,19.6847,4974198,
India,2021-10-11,19020,21583,144,33971607,33293478,450782,,0.896498315551401,0.890874721769406,0.90213935868583,tt,686580570,272397479,958978049,50.2468,19.9352,6993676,
India,2021-10-12,19020,21583,144,33985920,33320057,450963,,0.890831146704217,0.885171403676817,0.896508677287227,tt,686676888,273241691,959918579,50.2538,19.9969,940530,
India,2021-10-13,15823,22844,226,34001743,33342901,451189,,0.871738744284038,0.866078510541879,0.877417159567868,tt,688528559,275310314,963838873,50.3893,20.1483,3920294,
India,2021-10-14,18987,19808,246,34020730,33362709,451435,,0.904268527408313,0.898430543393967,0.910125156695362,tt,690052703,277101850,967154553,50.5009,20.2794,3315680,
India,2021-10-15,16862,19391,379,34037592,33382100,451814,,0.902001426068792,0.896108568554851,0.907913329487298,tt,690569618,277753892,968323510,50.5387,20.3272,1168957,
India,2021-10-16,15981,17861,166,34053573,33399961,451980,,0.888014891109233,0.882112744112983,0.89393644612213,tt,692186224,280142265,972328489,50.657,20.5019,4004979,
India,2021-10-17,14146,19788,144,34067719,33419749,452124,,0.856647582524098,0.850787027566755,0.862527975514775,tt,,,,,,,
India,2021-10-18,13596,19582,166,34081315,33439331,452290,,0.85699875793168,0.851054463677835,0.86296345378305,tt,696354243,285685760,982040003,50.962,20.9076,9711514,
India,2021-10-19,13058,19470,164,34094373,33458801,452454,,0.817321516874664,0.811429041704842,0.823235015555486,tt,698547210,288394250,986941460,51.1225,21.1059,4901457,
India,2021-10-20,14623,19446,197,34108996,33478247,452651,,0.821338512581397,0.815325123291138,0.82737369116943,tt,700491349,291042090,991533439,51.2648,21.2996,4591979,
India,2021-10-21,18454,17561,160,34127450,33495808,452811,,0.882714326653512,0.876360470866543,0.889090816097489,tt,707004920,294815238,1001820158,51.7415,21.5758,10286719,
India,2021-10-22,15786,18641,231,34143236,33514449,453042,,0.926742157079378,0.92014408768477,0.933363473003904,tt,710012392,298896953,1008909345,51.9616,21.8745,7089187,
India,2021-10-23,16326,17677,666,34159562,33532126,453708,,0.974756119463171,0.967938134661202,0.981597702114957,tt,713319558,303558115,1016877673,52.2036,22.2156,7968328,
India,2021-10-24,15906,16479,561,34175468,33548605,454269,,1.01570417410393,1.00872542582237,1.02270664800307,tt,714194448,304613352,1018807800,52.2677,22.2928,1930127,
India,2021-10-25,14306,18762,443,34189774,33567367,454712,,1.00828274258236,1.00134142903818,1.01524770081425,tt,716738614,308418068,1025156682,52.4538,22.5713,6348882,
India,2021-10-26,12428,15951,356,34202202,33583318,455068,,0.929467347396786,0.922816161080992,0.936142087198973,tt,719191599,312073933,1031265532,52.6334,22.8388,6108850,
India,2021-10-27,13451,14021,585,34215653,33597339,455653,,0.909696201107576,0.903082568102803,0.916333629869651,tt,721106322,315274146,1036380468,52.7735,23.073,5114936,
India,2021-10-28,16156,17095,733,34231809,33614434,456386,,0.92507753192337,0.918344180638023,0.931835138247814,tt,724005383,319932640,1043938023,52.9857,23.414,7557555,
India,2021-10-29,14348,13198,805,34246157,33627632,457191,,0.920307047142866,0.913535136383711,0.927103619682727,tt,726545172,323654959,1050200131,53.1715,23.6864,6262108,
India,2021-10-30,14313,13543,549,34260470,33641175,457740,,0.935047807069725,0.928167769144489,0.941952899307847,tt,729206569,328050878,1057257447,53.3663,24.0081,7057316,
India,2021-10-31,12830,14667,446,34273300,33655842,458186,,0.953567849238258,0.946571369124164,0.960589735439042,tt,730052711,329106653,1059159364,53.4282,24.0854,1901917,
India,2021-11-01,12514,12718,251,34285814,33668560,458437,,0.950237040654544,0.943218683408831,0.957281053351488,tt,732198793,332211496,1064410289,53.5853,24.3126,5250925,
India,2021-11-02,10423,15021,443,34296237,33683581,458880,,0.880715723079348,0.873928143462706,0.887529196984453,tt,733961335,334963105,1068924440,53.7143,24.514,4514151,
India,2021-11-03,11903,14159,311,34308140,33697740,459191,,0.865326148832403,0.858527169728187,0.87215157331786,tt,735282986,337002294,1072285280,53.811,24.6632,3360840,
India,2021-11-04,12885,15054,461,34321025,33712794,459652,,0.869926698401054,0.863011608468,0.876869001249487,tt,735630045,337530786,1073160831,53.8364,24.7019,875551,
India,2021-11-05,12729,12165,221,34333754,33724959,459873,,0.89274368704543,0.885641310008675,0.899874037411188,tt,736338481,338907000,1075245481,53.8882,24.8026,2084650,
India,2021-11-06,10929,12509,392,34344683,33737468,460265,,0.889588889423551,0.882417159493216,0.896789244314075,tt,737130971,341069926,1078200897,53.9462,24.9609,2955416,
India,2021-11-07,10853,12432,526,34355536,33749900,460791,,0.915806843335075,0.908450511947525,0.923192429633001,tt,738002392,342739975,1080742367,54.01,25.0831,2541470,
India,2021-11-08,11451,13204,266,34366987,33763104,461057,,0.925482882358746,0.918020388804707,0.932975166993609,tt,739804442,346902242,1086706684,54.1419,25.3877,5964317,
India,2021-11-09,10126,11982,332,34377113,33775086,461389,,0.895099279293728,0.887706756129074,0.902522032800425,tt,741452440,350871071,1092323511,54.2625,25.6782,5616827,
India,2021-11-10,11466,11961,460,34388579,33787047,461849,,0.892080130220522,0.884628338033139,0.899562744835592,tt,742937186,355336316,1098273502,54.3712,26.005,5949991,
India,2021-11-11,13091,13878,340,34401670,33800925,462189,,0.948221379040531,0.940452016043445,0.956022261288478,tt,744419626,359456217,1103875843,54.4797,26.3065,5602341,
India,2021-11-12,12516,13155,501,34414186,33814080,462690,,0.988640549076271,0.980655443107894,0.996657586048553,tt,746230423,363725337,1109955760,54.6122,26.6189,6079917,
India,2021-11-13,11850,12403,555,34426036,33826483,463245,,0.99779968633931,0.989767822626961,1.00586355912045,tt,747989681,368020419,1116010100,54.7409,26.9332,6054340,
India,2021-11-14,11271,11376,285,34437307,33837859,463530,,1.01644120844277,1.00833732370933,1.02457708002326,tt,749085362,370292259,1119377621,54.8211,27.0995,3367521,
India,2021-11-15,10229,11926,125,34447536,33849785,463655,,0.992232950064822,0.984239679454534,1.00025810083421,tt,751066382,374528495,1125594877,54.9661,27.4095,6217256,
India,2021-11-16,8865,11971,197,34456401,33861756,463852,,0.920720209294627,0.913022590603306,0.928449694598087,tt,753315547,379370011,1132685558,55.1307,27.7638,7090681,
India,2021-11-17,10197,12134,301,34466598,33873890,464153,,0.893402282740659,0.885769951273777,0.90106690342732,tt,755438622,384926385,1140365007,55.2861,28.1705,7679449,
India,2021-11-18,11919,11242,470,34478517,33885132,464623,,0.91477641448801,0.906966612011253,0.922619235218022,tt,757859671,390188648,1148048319,55.4632,28.5556,7683312,
India,2021-11-19,11106,12789,459,34489623,33897921,465082,,0.92979480114653,0.921844299567627,0.937778968901606,tt,759794608,393996619,1153791227,55.6049,28.8343,5742908,
India,2021-11-20,10302,11787,267,34499925,33909708,465349,,0.944906430775466,0.936832331627437,0.953014695591595,tt,762010875,398775367,1160786242,55.7671,29.184,6995015,
India,2021-11-21,10488,12329,313,34510413,33922037,465662,,0.985418729239984,0.977125664278793,0.993746354066553,tt,763494006,401159086,1164653092,55.8756,29.3585,3866850,
India,2021-11-22,8488,12510,249,34518901,33934547,465911,,0.958229103247154,0.950034449235767,0.966458461612508,tt,765922383,406116226,1172038609,56.0533,29.7212,7385517,
India,2021-11-23,7579,12202,236,34526480,33946749,466147,,0.883975430571213,0.876081915529334,0.891903857575107,tt,768547294,411607737,1180155031,56.2454,30.1231,8116422,
India,2021-11-25,18402,21213,833,34544882,33967962,466980,,1.03970695025822,1.03105609200705,1.04839344948709,tt,774067309,424395409,1198462718,56.6494,31.059,8957755,
India,2021-11-26,10549,9868,488,34555431,33977830,467468,,1.04506353243365,1.03638743340591,1.05377529664651,tt,776600436,429710256,1206310692,56.8348,31.4479,7847974,
India,2021-11-27,8318,10967,465,34563749,33988797,467933,,0.99171846555063,0.983319771002713,1.00015238171935,tt,779370985,435697688,1215068673,57.0375,31.8861,8757981,
India,2021-11-28,8774,9481,621,34572523,33998278,468554,,0.995588061747042,0.987179063898549,1.00403223005954,tt,781227963,438732912,1219960875,57.1734,32.1083,4892202,
India,2021-11-29,8309,9905,236,34580832,34008183,468790,,1.01100547688396,1.00252367757453,1.01952251161896,tt,783784867,444341969,1228126836,57.3606,32.5187,8165961,
India,2021-11-30,6990,10116,190,34587822,34018299,468980,,0.797411323967921,0.789886790983475,0.804971034019293,tt,786589351,450213788,1236803139,57.5658,32.9485,8676303,
India,2021-12-01,8954,10207,267,34596776,34028506,469247,,0.792471532128027,0.784851080368019,0.800128291653548,tt,788905869,456364466,1245270335,57.7353,33.3986,8467196,
India,2021-12-02,9765,8548,477,34606541,34037054,469724,,0.861077422792357,0.852938118091013,0.869254844505476,tt,791193639,461973518,1253167157,57.9028,33.8091,7896822,
India,2021-12-03,9216,8612,391,34615757,34045666,470115,,0.899301628243473,0.890844472273333,0.907798186307512,tt,793577837,467464960,1261042797,58.0772,34.211,7875640,
India,2021-12-04,8603,8190,415,34624360,34053856,470530,,0.924739330993096,0.91607230488822,0.933446600068387,tt,796588630,475130620,1271719250,58.2976,34.772,10676453,
India,2021-12-05,8895,6918,2796,34633255,34060774,473326,,0.980042018008395,0.971050857936203,0.989074039471173,tt,797836508,477371554,1275208062,58.3889,34.936,3488812,
India,2021-12-06,8306,8834,211,34641561,34069608,473537,,0.971224693033105,0.962250343664269,0.980240122062854,tt,800222691,482993370,1283216061,58.5635,35.3474,8007999,
India,2021-12-07,6822,10004,220,34648383,34079612,473757,,0.910552354749982,0.901848462890695,0.919297468837986,tt,802668724,488497581,1291166305,58.7426,35.7502,7950244,
India,2021-12-08,8439,9525,195,34656822,34089137,473952,,0.907192957851909,0.898439719797076,0.915988043126972,tt,805057845,494548166,1299606011,58.9174,36.193,8439706,
India,2021-12-09,9419,8251,159,34666241,34097388,474111,,0.94387979150245,0.93486151735356,0.952940756878357,tt,807380001,500196965,1307576966,59.0873,36.6064,7970955,
India,2021-12-10,8503,7678,624,34674744,34105066,474735,,0.947470519546524,0.938375375391905,0.956608922218049,tt,809611145,506054771,1315665916,59.2506,37.0351,8088950,
India,2021-12-11,7992,9265,393,34682736,34114331,475128,,0.949617096841545,0.940466738366531,0.958811142467074,tt,812084887,512982600,1325067487,59.4317,37.5421,9401571,
India,2021-12-12,7774,8464,306,34690510,34122795,475434,,0.981279440101372,0.971931180993571,0.990671822838145,tt,813101434,514626296,1327727730,59.5061,37.6624,2660243,
India,2021-12-13,7350,7973,202,34697860,34130768,475636,,0.9605685509533,0.951297266462658,0.969884173938221,tt,815022251,519454862,1334477113,59.6466,38.0158,6749383,
India,2021-12-14,5784,7995,252,34703644,34138763,475888,,0.880782982059982,0.871879283757199,0.889731287067266,tt,815216766,519787966,1335004732,59.6609,38.0402,527619,
India,2021-12-15,6984,8168,247,34710628,34146931,476135,,0.86292623568483,0.854020805305336,0.871877218327593,tt,817203827,525102811,1342306638,59.8063,38.4292,7301906,
India,2021-12-16,7974,7948,343,34718602,34154879,476478,,0.888175214647672,0.879006920065331,0.897390417869132,tt,818868412,529860729,1348729141,59.9281,38.7774,6422503,
India,2021-12-17,7447,7886,391,34726049,34162765,476869,,0.902272392666387,0.89291593872673,0.911676938233545,tt,820560683,535627739,1356188422,60.052,39.1994,7459281,
India,2021-12-18,7145,8706,289,34733194,34171471,477158,,0.915352395723012,0.905832879857999,0.924920983440229,tt,822163554,540633644,1362797198,60.1693,39.5658,6608776,
India,2021-12-19,7081,7469,264,34740275,34178940,477422,,0.965573786844431,0.955710894977644,0.975486610151281,tt,824081419,546723858,1370805277,60.3096,40.0115,8008079,
India,2021-12-20,6563,8077,132,34746838,34187017,477554,,0.962728186827469,0.952837506538859,0.972669230211396,tt,824723058,548189326,1372912384,60.3566,40.1187,2107107,
India,2021-12-21,5326,8043,453,34752164,34195060,478007,,0.89750647301093,0.88792996749242,0.907133633957961,tt,826281998,553388156,1379670154,60.4707,40.4992,6757770,
India,2021-12-22,6317,6906,318,34758481,34201966,478325,,0.882616925181346,0.873037075989801,0.89224832503811,tt,827725879,558056718,1385782597,60.5763,40.8409,6112443,
India,2021-12-23,7495,6960,434,34765976,34208926,478759,,0.914469187470343,0.904596600258442,0.924394615500964,tt,829249055,563919615,1393168670,60.6878,41.2699,7386073,
India,2021-12-24,6650,7051,374,34772626,34215977,479133,,0.920135296709632,0.91013576548111,0.930188704478388,tt,830683849,568671086,1399354935,60.7928,41.6177,6186265,
India,2021-12-25,7189,7286,387,34779815,34223263,479520,,0.952845531200087,0.942589010951566,0.963156784208559,tt,832301949,574016284,1406318233,60.9112,42.0088,6963298,
India,2021-12-27,13518,14232,477,34793333,34237495,479997,,1.20228530168478,1.19069943066145,1.21392649192451,tt,834258751,578958732,1413217483,61.0544,42.3706,3253229,
India,2021-12-28,6358,6450,293,34799691,34243945,480290,,1.16726738926686,1.15602455320283,1.17856387987996,tt,836025610,584847955,1420873565,61.1837,42.8015,7656082,
India,2021-12-29,9195,7347,302,34808886,34251292,480592,,1.16687770003082,1.15586296902463,1.17794394276094,tt,837749187,589978206,1427727393,61.3099,43.177,6853828,
India,2021-12-30,13154,7486,268,34822040,34258778,480860,,1.29926104282907,1.28783043856658,1.3107414537141,tt,839381488,595133006,1434514494,61.4293,43.5543,6787101,
India,2021-12-31,16764,7585,220,34838804,34266363,481080,,1.4696654821491,1.45782929635194,1.48154886226006,tt,841131902,600476514,1441608416,61.5574,43.9453,7093922,
India,2022-01-01,22775,8949,406,34861579,34275312,481486,,1.3129494273188,1.3031172515023,1.32281804613207,tt,,,,,,,
India,2022-01-02,27553,9249,284,34889132,34284561,481770,,1.50554832098698,1.49569757115032,1.51543095703755,tt,,,,,,,
India,2022-01-03,33750,10846,123,34922882,34295407,481893,,1.54006205753997,1.53113481727291,1.54901488924164,tt,850322902,612351372,1462674274,62.2301,44.8144,21065858,
India,2022-01-04,37379,11007,124,34960261,34306414,482017,,1.49128654514454,1.48343499413854,1.49915853393471,tt,857080976,615814527,1472895503,62.7247,45.0678,10221229,
India,2022-01-05,58097,15389,534,35018358,34321803,482551,,1.59337979969029,1.58601818870857,1.60075822082776,tt,863681440,618781687,1482463127,63.2077,45.285,9567624,
India,2022-01-06,90928,19206,325,35109286,34341009,482876,,1.72875465133811,1.72195339107437,1.73556913196273,tt,870207333,622149075,1492356408,63.6853,45.5314,9893281,
India,2022-01-07,117100,30836,302,35226386,34371845,483178,,1.75228291076258,1.74637394513484,1.75820171867321,tt,876032913,625818201,1501851114,64.1116,45.7999,9494706,
India,2022-01-08,141986,40895,285,35368372,34412740,483463,,1.71577841339096,1.71074369499416,1.72082042757737,tt,881263031,630139238,1511402269,64.4944,46.1161,9551155,
India,2022-01-09,159632,40863,327,35528004,34453603,483790,,1.65181893559275,1.64752499963254,1.65611838292767,tt,883170449,631956471,1515126920,64.634,46.2491,3724651,
India,2022-01-10,179723,46569,146,35707727,34500172,483936,,1.55939165956736,1.55571270684687,1.56307489730821,tt,,,,,,,
India,2022-01-11,168063,69959,277,35875790,34570131,484213,,1.4041378784848,1.40099620883005,1.40728301826223,tt,888084689,636080397,1525149657,64.9936,46.5509,10022737,
India,2022-01-12,190847,51298,480,36066637,34621429,484693,,1.33852590887091,1.33566541491778,1.34138942046314,tt,895760291,643751060,1542144413,65.5554,47.1123,16994756,
India,2022-01-13,246452,83669,378,36313089,34705098,485071,,1.34340167308499,1.34069405840175,1.34611198149641,tt,895806723,643796210,1542240003,65.5588,47.1156,95590,
India,2022-01-14,269040,119608,279,36582129,34824706,485350,,1.32648604424289,1.32395499837509,1.32901947385812,tt,901726389,650323471,1555747268,65.992,47.5933,13507265,
India,2022-01-15,268833,122684,402,36850962,34947390,485752,,1.27999079647714,1.27764553846231,1.28233817539608,tt,901966374,650616311,1556288106,66.0096,47.6147,540838,
India,2022-01-16,271202,138331,314,37122164,35085721,486066,,1.26839341361832,1.26616759564739,1.27062115935975,tt,905235851,654203999,1563629212,66.2488,47.8773,7341106,
India,2022-01-17,258089,151740,385,37380253,35237461,486451,,1.21800813957776,1.21592613960399,1.22009189598424,tt,907305212,656425864,1568049952,66.4003,48.0399,4420740,
India,2022-01-18,238018,157421,310,37618271,35394882,486761,,1.12920009161323,1.12726367179582,1.13113815031979,tt,910666446,660815749,1576431402,66.6463,48.3612,8381450,
India,2022-01-19,282970,188157,441,37901241,35583039,487202,,1.11281906046558,1.11092083040406,1.11471888858548,tt,913972659,665335160,1584838829,66.8882,48.6919,8407427,
India,2022-01-20,317532,223990,491,38218773,35807029,487693,,1.12657602008503,1.12468882900914,1.12846477137494,tt,917002384,669702432,1592744637,67.11,49.0115,7905808,
India,2022-01-21,347254,251777,703,38566027,36058806,488396,,1.14577155636803,1.14390342134611,1.14764119460749,tt,919854928,673782343,1600248420,67.3187,49.3101,7503783,
India,2022-01-22,337704,242676,488,38903731,36301482,488884,,1.14993449980458,1.14810920563995,1.15176122380683,tt,922464253,677871291,1607488070,67.5097,49.6094,7239650,
