Updated On,State,RT PCR Tests,Antigen Tests,Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,Source3,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection,...32
20/09/2020,Kerala,1173773,1176370,NA,2427374,Samples Sent,135723,NA,9250,NA,25918,Hospital,NA,329,84,NA,NA,NA,NA,NA,NA,1077,https://dhs.kerala.gov.in/wp-content/uploads/2020/09/Bulletin-HFWD-English-September-20.pdf,https://dhs.kerala.gov.in/%e0%b4%a1%e0%b5%86%e0%b4%af%e0%b4%bf%e0%b4%b2%e0%b4%bf-%e0%b4%ac%e0%b5%81%e0%b4%b3%e0%b5%8d%e0%b4%b3%e0%b4%b1%e0%b5%8d%e0%b4%b1%e0%b4%bf%e0%b4%a8%e0%b5%8d%e2%80%8d/,https://dashboard.kerala.gov.in/quarantine-view-public.php,NA,NA,NA,NA,NA,NA
21/09/2020,Kerala,1181555,1191813,NA,2450599,Samples Sent,138633,NA,3915,NA,25778,Hospital,NA,344,90,NA,NA,NA,NA,NA,NA,1077,https://dhs.kerala.gov.in/wp-content/uploads/2020/09/Bulletin-HFWD-English-September-21.pdf,https://dhs.kerala.gov.in/%e0%b4%a1%e0%b5%86%e0%b4%af%e0%b4%bf%e0%b4%b2%e0%b4%bf-%e0%b4%ac%e0%b5%81%e0%b4%b3%e0%b5%8d%e0%b4%b3%e0%b4%b1%e0%b5%8d%e0%b4%b1%e0%b4%bf%e0%b4%a8%e0%b5%8d%e2%80%8d/,https://dashboard.kerala.gov.in/quarantine-view-public.php,NA,NA,NA,NA,NA,NA
22/09/2020,Kerala,1197512,1218014,NA,2492757,Samples Sent,142758,NA,8488,NA,25782,Hospital,NA,368,83,NA,NA,NA,NA,NA,NA,1077,https://dhs.kerala.gov.in/wp-content/uploads/2020/09/Bulletin-HFWD-English-September-22-.pdf,https://dhs.kerala.gov.in/%e0%b4%a1%e0%b5%86%e0%b4%af%e0%b4%bf%e0%b4%b2%e0%b4%bf-%e0%b4%ac%e0%b5%81%e0%b4%b3%e0%b5%8d%e0%b4%b3%e0%b4%b1%e0%b5%8d%e0%b4%b1%e0%b4%bf%e0%b4%a8%e0%b5%8d%e2%80%8d/,https://dashboard.kerala.gov.in/quarantine-view-public.php,NA,NA,NA,NA,NA,NA
23/09/2020,Kerala,1212631,1255523,NA,2545385,Samples Sent,148134,NA,8724,NA,26489,Hospital,NA,362,95,NA,NA,NA,NA,NA,NA,1077,https://dhs.kerala.gov.in/wp-content/uploads/2020/09/Bulletin-HFWD-English-September-23.pdf,https://dhs.kerala.gov.in/%e0%b4%a1%e0%b5%86%e0%b4%af%e0%b4%bf%e0%b4%b2%e0%b4%bf-%e0%b4%ac%e0%b5%81%e0%b4%b3%e0%b5%8d%e0%b4%b3%e0%b4%b1%e0%b5%8d%e0%b4%b1%e0%b4%bf%e0%b4%a8%e0%b5%8d%e2%80%8d/,https://dashboard.kerala.gov.in/quarantine-view-public.php,NA,NA,NA,NA,NA,NA
24/09/2020,Kerala,1230401,1292727,NA,2600359,Samples Sent,154458,NA,9995,NA,27120,Hospital,NA,371,96,NA,NA,NA,NA,NA,NA,1077,https://dhs.kerala.gov.in/wp-content/uploads/2020/09/Bulletin-HFWD-English-September-24.pdf,https://dhs.kerala.gov.in/%e0%b4%a1%e0%b5%86%e0%b4%af%e0%b4%bf%e0%b4%b2%e0%b4%bf-%e0%b4%ac%e0%b5%81%e0%b4%b3%e0%b5%8d%e0%b4%b3%e0%b4%b1%e0%b5%8d%e0%b4%b1%e0%b4%bf%e0%b4%a8%e0%b5%8d%e2%80%8d/,https://dashboard.kerala.gov.in/quarantine-view-public.php,NA,NA,NA,NA,NA,NA
25/09/2020,Kerala,1246852,1333347,NA,2657430,Samples Sent,160935,NA,8983,NA,27426,Hospital,NA,371,96,NA,NA,NA,NA,NA,NA,1077,https://dhs.kerala.gov.in/wp-content/uploads/2020/09/Bulletin-HFWD-English-September-25.pdf,https://dhs.kerala.gov.in/%e0%b4%a1%e0%b5%86%e0%b4%af%e0%b4%bf%e0%b4%b2%e0%b4%bf-%e0%b4%ac%e0%b5%81%e0%b4%b3%e0%b5%8d%e0%b4%b3%e0%b4%b1%e0%b5%8d%e0%b4%b1%e0%b4%bf%e0%b4%a8%e0%b5%8d%e2%80%8d/,https://dashboard.kerala.gov.in/quarantine-view-public.php,NA,NA,NA,NA,NA,NA
26/09/2020,Kerala,1264603,1375836,NA,2717040,Samples Sent,167941,NA,9798,NA,27883,Hospital,NA,378,93,NA,NA,NA,NA,NA,NA,1077,https://dhs.kerala.gov.in/wp-content/uploads/2020/09/Bulletin-HFWD-English-September-26.pdf,https://dhs.kerala.gov.in/%e0%b4%a1%e0%b5%86%e0%b4%af%e0%b4%bf%e0%b4%b2%e0%b4%bf-%e0%b4%ac%e0%b5%81%e0%b4%b3%e0%b5%8d%e0%b4%b3%e0%b4%b1%e0%b5%8d%e0%b4%b1%e0%b4%bf%e0%b4%a8%e0%b5%8d%e2%80%8d/,https://dashboard.kerala.gov.in/quarantine-view-public.php,NA,NA,NA,NA,NA,NA
27/09/2020,Kerala,1279028,1414475,NA,2770734,Samples Sent,175386,NA,10504,NA,28770,Hospital,NA,380,92,NA,NA,NA,NA,NA,NA,1077,https://dhs.kerala.gov.in/wp-content/uploads/2020/09/Bulletin-HFWD-English-September-27.pdf,https://dhs.kerala.gov.in/%e0%b4%a1%e0%b5%86%e0%b4%af%e0%b4%bf%e0%b4%b2%e0%b4%bf-%e0%b4%ac%e0%b5%81%e0%b4%b3%e0%b5%8d%e0%b4%b3%e0%b4%b1%e0%b5%8d%e0%b4%b1%e0%b4%bf%e0%b4%a8%e0%b5%8d%e2%80%8d/,https://dashboard.kerala.gov.in/quarantine-view-public.php,NA,NA,NA,NA,NA,NA
28/09/2020,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dhs.kerala.gov.in/%e0%b4%a1%e0%b5%86%e0%b4%af%e0%b4%bf%e0%b4%b2%e0%b4%bf-%e0%b4%ac%e0%b5%81%e0%b4%b3%e0%b5%8d%e0%b4%b3%e0%b4%b1%e0%b5%8d%e0%b4%b1%e0%b4%bf%e0%b4%a8%e0%b5%8d%e2%80%8d/,https://dashboard.kerala.gov.in/quarantine-view-public.php,NA,NA,NA,NA,NA,NA
13/04/2020,Ladakh,NA,NA,NA,618,Samples Collected,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://newsonair.com/News?title=Ladakh-well-ahead-of-all-states-and-UTs-in-testing-suspects-for-COVID-19&id=385511,NA,NA,2.75%,2.11,2109,36,293000,NA
14/04/2020,Ladakh,NA,NA,NA,760,Samples Collected,17,615,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DIPR_Leh/status/1250016972072292353?s=09,NA,NA,2.24%,2.59,2594,45,293000,NA
15/04/2020,Ladakh,NA,NA,NA,820,Samples Collected,18,657,86,NA,154,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1250457259299110914?s=19,NA,NA,2.20%,2.8,2799,46,293000,NA
16/04/2020,Ladakh,NA,NA,NA,917,Samples Collected,18,695,145,NA,157,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1250757796007567360?s=19,NA,NA,1.96%,3.13,3130,51,293000,NA
19/04/2020,Ladakh,NA,NA,NA,991,Samples Collected,18,797,117,NA,157,Facility,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1251890558810812422?s=19,NA,NA,1.82%,3.38,3382,55,293000,NA
21/04/2020,Ladakh,NA,NA,NA,1137,Samples Collected,18,896,164,NA,154,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1252646578688389121?s=09,NA,NA,1.58%,3.88,3881,63,293000,NA
29/04/2020,Ladakh,NA,NA,NA,1949,Samples Collected,22,1299,556,NA,647,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://mobile.twitter.com/ladags/status/1255549292908998656?s=19,NA,NA,1.13%,6.65,6652,89,293000,NA
30/04/2020,Ladakh,NA,NA,NA,2245,Samples Collected,22,1384,767,NA,704,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1255848872120684544?s=09,NA,NA,0.98%,7.66,7662,102,293000,NA
01/05/2020,Ladakh,NA,NA,NA,2430,Samples Collected,22,1545,791,NA,704,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1256179569242980354?s=19,NA,NA,0.91%,8.29,8294,110,293000,NA
02/05/2020,Ladakh,NA,NA,NA,2434,Samples Collected,23,1618,721,NA,724,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1256557472254267393,NA,NA,0.94%,8.31,8307,106,293000,NA
03/05/2020,Ladakh,NA,NA,NA,2434,Samples Collected,41,1674,647,NA,714,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://mobile.twitter.com/ladags/status/1256820308763238401,NA,NA,1.68%,8.31,8307,59,293000,NA
04/05/2020,Ladakh,NA,NA,NA,2639,Samples Collected,41,1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1257326758518349825?s=19,NA,NA,1.55%,9.01,9007,64,293000,NA
09/05/2020,Ladakh,NA,NA,NA,3503,Samples Collected,42,2948,438,NA,580,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1259176362931367943?s=19,NA,NA,1.20%,11.96,11956,83,293000,NA
13/05/2020,Ladakh,NA,NA,NA,3683,Samples Collected,43,3353,211,NA,337,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://mobile.twitter.com/ladags/status/1260600445707288582?s=19,NA,NA,1.17%,12.57,12570,86,293000,NA
16/05/2020,Ladakh,NA,NA,NA,4067,Samples Collected,43,3571,371,NA,458,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1261672874210766850?s=19,https://t.me/indiacovid/4884?single,NA,1.06%,13.88,13881,95,293000,NA
18/05/2020,Ladakh,NA,NA,NA,4219,Samples Collected,43,3791,303,NA,454,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1262392950702702595,NA,NA,1.02%,14.4,14399,98,293000,NA
19/05/2020,Ladakh,NA,NA,NA,4730,Samples Collected,43,3935,665,NA,739,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1262796538440540167,NA,NA,0.91%,16.14,16143,110,293000,NA
21/05/2020,Ladakh,NA,NA,NA,5291,Samples Collected,44,4081,1079,NA,655,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1263406197928980480,NA,NA,0.83%,18.06,18058,120,293000,NA
22/05/2020,Ladakh,NA,NA,NA,5505,Samples Collected,44,4173,1201,NA,648,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1263763741599952896,https://t.me/indiacovid/5317,NA,0.80%,18.79,18788,125,293000,NA
23/05/2020,Ladakh,NA,NA,NA,5727,Samples Collected,49,4505,1083,NA,648,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1264134154263752704?s=19,https://t.me/indiacovid/5372?single,NA,0.86%,19.55,19546,117,293000,NA
24/05/2020,Ladakh,NA,NA,NA,5730,Samples Collected,52,4733,840,NA,658,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1264478443887923203?s=19,NA,NA,0.91%,19.56,19556,110,293000,NA
25/05/2020,Ladakh,NA,NA,NA,5896,Samples Collected,53,4894,841,NA,648,Facility,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1264891984352735233/photo/2,NA,NA,0.90%,20.12,20123,111,293000,NA
30/05/2020,Ladakh,NA,NA,NA,7354,Samples Collected,74,6145,1005,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5907,NA,NA,1.01%,25.1,25099,99,293000,NA
31/05/2020,Ladakh,NA,NA,NA,7354,Samples Collected,77,6167,1005,NA,706,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1267085583823724546,NA,NA,1.05%,25.1,25099,96,293000,NA
02/06/2020,Ladakh,NA,NA,NA,8310,Samples Collected,81,6465,1634,NA,477,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1267782995483561985?s=20,NA,NA,0.97%,28.36,28362,103,293000,NA
05/06/2020,Ladakh,NA,NA,NA,9754,Samples Collected,97,7204,2306,NA,489,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1268845654446673920?s=19,NA,NA,0.99%,33.29,33290,101,293000,NA
06/06/2020,Ladakh,NA,NA,NA,10164,Samples Collected,99,7214,2703,NA,489,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ladags/status/1269280140531388416?s=09,NA,NA,0.97%,34.69,34689,103,293000,NA
09/06/2020,Ladakh,NA,NA,NA,10249,Samples Collected,108,7888,2453,NA,489,Facility,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,https://t.me/indiacovid/6801?single,NA,NA,1.05%,34.98,34980,95,293000,NA
10/06/2020,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,293000,NA
11/06/2020,Ladakh,NA,NA,NA,10855,Samples Collected,135,8222,2338,NA,489,Facility,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,https://t.me/indiacovid/6963?single,NA,NA,1.24%,37.05,37048,80,293000,NA
12/06/2020,Ladakh,NA,NA,NA,10986,Samples Collected,239,8460,2126,NA,489,Facility,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,https://m.facebook.com/114874993303412/posts/188438852613692/,NA,NA,2.18%,37.49,37495,46,293000,NA
13/06/2020,Ladakh,NA,NA,NA,11135,Samples Collected,437,8814,1681,NA,489,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DIPR_Leh/status/1271779779897733120,NA,NA,3.92%,38,38003,25,293000,NA
14/06/2020,Ladakh,NA,NA,NA,11135,Samples Collected,539,9087,1293,NA,488,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DIPR_Leh/status/1272185086591422464,NA,NA,4.84%,38,38003,21,293000,NA
15/06/2020,Ladakh,NA,NA,NA,11260,Samples Collected,555,9456,1004,NA,488,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/7313?single,NA,NA,4.93%,38.43,38430,20,293000,NA
16/06/2020,Ladakh,NA,NA,NA,11537,Samples Collected,649,9660,983,NA,488,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DIPR_Leh/status/1272866815090155521?s=19,NA,NA,5.63%,39.38,39375,18,293000,NA
17/06/2020,Ladakh,NA,NA,NA,11626,Samples Collected,687,9833,856,NA,488,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://m.facebook.com/photo.php?fbid=189849289139315&id=114874993303412&set=pcb.189849505805960&source=48,NA,NA,5.91%,39.68,39679,17,293000,NA
18/06/2020,Ladakh,NA,NA,NA,12082,Samples Collected,687,9901,1244,NA,544,Facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DIPR_Leh/status/1273577182011375616?s=19,NA,NA,5.69%,41.24,41235,18,293000,NA
19/06/2020,Ladakh,NA,NA,NA,12516,Samples Collected,744,10091,1221,NA,544,Facility,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.190452935745617/190452859078958/?type=3&__tn__=HH-R&eid=ARCDxFLy7dg0oHzi72lALMTGiXNaqdh3H13MqsVTznzPgbx-dbHpkZmo_4Hgb9u23ROPLwFhcSolghal&__xts__%5B0%5D=68.ARD0CE3zBWm7URTOzsIPVIUUCecaYkj20HRZR79s_dP5goqiEn4qcfwWaXFQ5S1Xi0eIK_XLTxWO3-uoEh1I11o98HAmjQeCTQVxkydziXxnuS4zd_sPdPrskaoL88npy5urzPlp_wDC-uk0un6koYEeT6h-pbA_Bv1RnITrG_ZAKHC7jpNOPfua5TDI1pqCXrRyZEmZ-m-rQcyX8ogCzt6dLxFiky6feQWKE5pUAXN8cxR5OV8Oq2kL9u0bIBlo1x-JZSinUxfzuqGgS3z_10Rii8JXcsKyN737n5JxRpd8i53IHd-4ZHYfsni3N6wW9Y6_Q3GU8HGrWcmrnMxC5ag,NA,NA,5.94%,42.72,42717,17,293000,NA
20/06/2020,Ladakh,NA,NA,NA,12838,Samples Collected,836,10307,1228,NA,544,Facility,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,https://m.facebook.com/story.php?story_fbid=190751362382441&id=114874993303412,NA,NA,6.51%,43.82,43816,15,293000,NA
21/06/2020,Ladakh,NA,NA,NA,12838,Samples Collected,837,10398,1135,NA,544,Facility,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.191046249019619/191046162352961/?type=3&__tn__=HH-R&eid=ARAE6mWIa6--A7ZYElLp4bvlQtYTiclZ6w89F9k4UMYkFWhRIkCQ5wPnLm4WDp1Zd8I6HA6iBP-UDGSG&__xts__%5B0%5D=68.ARAXZ9pfj-oAoKBiaw3Gs3T7UZ1D0au-_vyM3dIPUjorGQJ9wXT5i_MfrCGqTx3i6vsmhLXjlSRPMda-v9WWFUENKppYaqup_qAgAlva1zn1qplmfWWSNOBhs3PpOsjUHrAQFXvzngcooIqD8Tn2gQ2ysvCTIjV6UCye4lwKSYN4Ofq0WKDNKBGBxX73Dvtimttzm_K_uZL3I13yyZhMg-GLUuMjpOpvyZnKRDszrTq6Zcchymtn-NWRhbYkTFhe7P6Yb8TBhwpAxaLbWuPLPgCrEXbSZATyeJpkvQG5Dhp_eV5IbvoGRmYFXioLJ3le3KZqQcTVjRC8PIsCKnfEN9I,NA,NA,6.52%,43.82,43816,15,293000,NA
22/06/2020,Ladakh,NA,NA,NA,13018,Samples Collected,847,10715,965,NA,534,Facility,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.191364335654477/191364182321159/?type=3&__tn__=HH-R&eid=ARDYD1VULQnGd-GxZzXKtIcwTlPETZBSWvfuAniaMSlglSCsag2dXNSjv4f5U3uwQIRJS3GKYPPYby6M&__xts__%5B0%5D=68.ARD_3vjjr97izRpuv74f4VQsjvRlL7wduyIoXn6ZnBRfBP3Ebu46ixEdyKnKU2RjbBMXDAI2mVimI-WhpNfNhMmawKAZNcjM_oE0yvZBrM3XEgXX_6AktSCtC3Q_3a62BrF1_iUh9c5aKButQlaa9aOpVPCmrdS3rINw61eQaUKoIxlZo2C4BsJOkTKltHsf705TfkOn_lIGMBCRPtmGCrQccSCHsgadwkQVqaTD0pnvHd9x-IzEwSvIzcKInGHTdjiWwUMQoG2X0dXQ97AWy7fBSZUOhC3Ia6Q5xfsKlWCf66e0Rf3OlP_AME40xIXdmKtBLZHAoaTLzOXwzbTA6o8,NA,NA,6.51%,44.43,44430,15,293000,NA
23/06/2020,Ladakh,NA,NA,NA,13118,Samples Collected,932,10927,603,NA,534,Facility,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.191638808960363/191638732293704/?type=3&__tn__=HH-R&eid=ARAr-IJUL9THAqKZlp9pgSSMLEYocbxPhhuwKUdFzQhlJndgZ_4jAtkXxw4QSt9fL3lhOH7qvTXDfKrZ&__xts__%5B0%5D=68.ARBXJdOSvDeN-Zf8Fze_vRYawu-kWMfPDfXvV1-IRBNSLokw4TuBA0gDJqNcgw61eeGd9SEXyUVktNDjDqIJnecfNxHF6VgU-n19MzRfxBkR9QaFjtJR0YzvuEFA2I4Kn8fmgkeg-G1eJirBSbX4M4c8LMRJ5W_gBICbqobSJEY3lJ9vKwFbuF4iiInxBhXcp73r-nO-cuY9DZq1mdTtu38ZO7d3SbmfsfX6SzKsIm5Gs95XUQ2WGaAaBL9jjTId61oMeV821ZHT9fr4_y9v8vPafMCZC0REOdlxONwsM59pIN7Fa20xFBZC0HC8PoBI1UYAiLoCzQZY8-2ddummZos,NA,NA,7.10%,44.77,44771,14,293000,NA
24/06/2020,Ladakh,NA,NA,NA,13313,Samples Collected,932,11191,520,NA,534,Facility,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.191933692264208/191933588930885/?type=3&__tn__=HH-R&eid=ARC51VToL_GdTpstObFjinCBABm7ao7KhNhuxMb2cjWkLVoIqLBrbGaGqXe_Iwt7FrOiMDhk3RtajpWO&__xts__%5B0%5D=68.ARAjKmaYabSYlkKf1jm5qoQLc8TSMpxWYi_ic_guKVpJsl30kp5cX9vW6T3J35SvoIgCoBtYRlFx04y4uxO5gKHu-hcaJnlrh4pacMKFH8dTLUtMYFsWHxt_RaCkl0EMi7jZ5Uxd3hkxfuAvBGS5Yc86aVY8ZV8uakXdi0N5yhxaUH-FAWKZPl013pQ5uXYoIGiY1d1GyolMZglrOmlL-Kk3CRHa3JeKgBl_E38yVNFfGypAgSabrxOFfPYhVZyLHDMI_xzMiYOcQ8IwxPnmc2mx1yzP8ZHX7Cf1DSwI3bHdudxIObRE8w_Isd3F4XaJ2UkI17BpLnDxKlR27R_rvPg,https://twitter.com/DIPR_Leh/status/1275763920498761728?s=20,NA,7.00%,45.44,45437,14,293000,NA
25/06/2020,Ladakh,NA,NA,NA,13521,Samples Collected,941,11285,620,NA,534,Facility,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.192221992235378/192221805568730/?type=3&__tn__=HH-R&eid=ARAj3xuk41LfgM4kitGULY_1k0VeOCgf2R6a-JKaXoNHrAXLrtc3IwU14BIYZuC_4Uvv_TOWTfl0sgh-&__xts__%5B0%5D=68.ARD08adzYaIo3uKV931nYSsvwUUDp7xvISLqWATYEotFKf47joJmM6YHEp4DxcLwbJpwc0Y2p8LUPqLKPV0NGvlpxZz8qpyEOWR98iKw6Jsl3GKCDkJe7UKWNvgc18p7NLYlOzvVKBTsVQCxJLxqA6g_9Dvo5-mYzXybkCtGt-luA5oHc14Kj1OHzL9BDZSeuJ-PjOraXwOuhZcsyU1RW1J1-yUmgmsLeRqsUgMpAgtxX7E_QUE5xdZXdL2FdAWnjE7s0RrSiXAV7qm5tYY-Yu9jrLjuwmhXlF4kl9U0dhoW7WgbEWNV9PsOUcHxMiNvsL13ethsHkDdL5p5LMaOe3I,NA,NA,6.96%,46.15,46147,14,293000,NA
26/06/2020,Ladakh,NA,NA,NA,13636,Samples Collected,946,11563,435,NA,534,Facility,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.192529798871264/192529685537942/?type=3&__tn__=HH-R&eid=ARDJ4qqD28K9wEMi5apHUkHcxrOw1bjLBtJRgffkraL-qZ5vuPwqVOhw6SsmCfpyONSzhjQTLxf4QHsf&__xts__%5B0%5D=68.ARBh4MJ9LTHH2C2AdgrAqmpT-YANMYluj9w2ziI6-CkXXQKgT-V4LH_xxrDCvNR56uYlnObc-7ztuSerWiA23PeehFx_snal4K6fM_ow6XVt_-A-OaolCnbK9Dkstpm7jR9ly-m7x9r51ATIYMSG0s4GLK4e9aO8sq9JBiyRz2p_KutwX3fUO_2ebffhcWYIEMi7a5U3fAWWdxBrc4tMmWc4ZP76WzfLFmEeabncSOIm662HqgBftAbeuah3fcRGuUdQz4dsSKodOz-hNNwjpvWXxLFzy7JD5b9D0lGUepOUKaujU6_fk-noYgm8ASbZHe-WmVOPIkvSkeEXa8WwYOM,NA,NA,6.94%,46.54,46539,14,293000,NA
27/06/2020,Ladakh,NA,NA,NA,13717,Samples Collected,960,11775,269,NA,526,Facility,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.192785895512321/192785738845670/?type=3&__tn__=HH-R&eid=ARBSQHVxwNtUqr8oxqz0kSjrNkfR0k_sOg0g4wnT7mZrvNMn-wJIyzFXL3Xac47LaNRfbdV-BQwjdppg&__xts__%5B0%5D=68.ARBht_JYDEZbXPAJmC7SbIKg5SPJxALIbWU4O-QIMBvOpc5tw6EUee0PaJIFAb4TjMSH-7LHXkKRZYs2CInmSxPzTMXIcBX_FnBCH0_e7biM5Y7IOt4Zu34Df9OLG1IL1mU4tjqFbjGOoOjm9i5R_qXTxkrhALNIVgEnAgct6mSlElLh8vjBCNhje5AOnSbVRcegji_ep-PCRSR3Z_bSonLtdqlhO4x3MwxVlUoUBIygj8CiUN2vanUQJXXhdAMvaMFK7E1qBujLgGCV3HmKxmlyxRyw2G0vELRylbgSSetUTrwZqvt5BJThNMSCVi2KxT4FJkThvvU8jfor009i1FU,NA,NA,7.00%,46.82,46816,14,293000,NA
29/06/2020,Ladakh,NA,NA,NA,13886,Samples Collected,964,11880,290,NA,526,Facility,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,https://www.facebook.com/114874993303412/photos/pcb.193334518790792/193334378790806/?type=3&__tn__=HH-R&eid=ARB8xf74Q_H7aYdv9zT6fZnr6qbmS7T8OqAkZjYCQh72axatU8OrqUQg36v4UrQ78YOVFO_1sz3Ux4lF&__xts__%5B0%5D=68.ARCRi6J2vdXItDM_pkr5J-0xZz0TSEeB51_x-3h1yL5M7fLfLxGEFSozbAoKn6HfdISYKS0xxXQ1qyOV6j4JOrjCJuUWpOViPXLKWPc15SVcyyNtjtIH-UBmYaFaj1DMMwWCec5x_XFGyQlQbw-mIvgSeb1yrYU09W3PS_iWAuPwrvA9Vzcioh4JqM5AuZXmRM9yEHktVCAOSxBs_76h7Q6yAQWAtQmQyW4eAUkVlwMiGFgFULchPD6raZf9N1AKsuTyzsHFgzTsgNiXqqxjWXyR7U182XjvxVCQrYxWV5sC2ntGEmMip77GAggxRbn2xnlKBVsZqZsq5DzIDHxY9Uo,NA,NA,6.94%,47.39,47392,14,293000,NA
