Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,...12,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,...21,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
09/04/2020,Karnataka,7613,Tested,197,7176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7968,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/09-04-2020(English).pdf,NA,NA,2.59%,0.12,116,39,65798000
10/04/2020,Karnataka,7975,Tested,207,7673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7676,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/10-04-2020(English).pdf,NA,NA,2.60%,0.12,121,39,65798000
11/04/2020,Karnataka,8560,Tested,215,8231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6304,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/11-04-2020(English).pdf,NA,NA,2.51%,0.13,130,40,65798000
12/04/2020,Karnataka,9251,Tested,232,8831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4490,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/12-04-2020(English).pdf,NA,https://karunadu.karnataka.gov.in/hfw/kannada/Pages/cv-media-bulletin.aspx,2.51%,0.14,141,40,65798000
13/04/2020,Karnataka,10017,Tested,247,9572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6008,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/13-04-2020(English).pdf,NA,NA,2.47%,0.15,152,41,65798000
14/04/2020,Karnataka,11107,Tested,260,10554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5228,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/14-04-2020(English).pdf,NA,NA,2.34%,0.17,169,43,65798000
15/04/2020,Karnataka,12483,Tested,279,11905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7707,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/15-04-2020(English).pdf,NA,NA,2.24%,0.19,190,45,65798000
16/04/2020,Karnataka,13724,Tested,315,13074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9850,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/16-04-2020(English).pdf,NA,NA,2.30%,0.21,209,44,65798000
17/04/2020,Karnataka,17594,Tested,359,14606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9864,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/17-04-2020(English).pdf,NA,NA,2.04%,0.27,267,49,65798000
18/04/2020,Karnataka,19186,Tested,384,15658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6366,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/18-04-2020-05-00PM-English.pdf,NA,NA,2.00%,0.29,292,50,65798000
19/04/2020,Karnataka,21367,Tested,390,17662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4609,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/19-04-2020-05-00-English.pdf,NA,NA,1.83%,0.32,325,55,65798000
20/04/2020,Karnataka,23460,Tested,408,19497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3564,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/20-04-2020(English).pdf,NA,NA,1.74%,0.36,357,58,65798000
21/04/2020,Karnataka,26233,Tested,418,22222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3802,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/21-04-2020-05-00-English.pdf,NA,NA,1.59%,0.4,399,63,65798000
22/04/2020,Karnataka,29512,Tested,427,25424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4898,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/22-04-2020-05-00-English.pdf,NA,NA,1.45%,0.45,449,69,65798000
23/04/2020,Karnataka,32122,Tested,445,28174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5944,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/23-04-2020-05-00-English.pdf,NA,NA,1.39%,0.49,488,72,65798000
24/04/2020,Karnataka,35958,Tested,474,31914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5943,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/24-04-2020-05-00-English.pdf,NA,NA,1.32%,0.55,546,76,65798000
25/04/2020,Karnataka,39083,Tested,500,34888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8731,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/25-04-2020%20-%2005-00%20-%20English.pdf,NA,NA,1.28%,0.59,594,78,65798000
26/04/2020,Karnataka,42964,Tested,503,38207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8486,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/26-04-2020%20-%2005-00%20-%20English.pdf,NA,NA,1.17%,0.65,653,85,65798000
27/04/2020,Karnataka,45685,Tested,512,43791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8011,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/27-04-2020%20-%2005-00%20-%20English.pdf,NA,NA,1.12%,0.69,694,89,65798000
28/04/2020,Karnataka,50512,Tested,523,48508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8252,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/28-04-2020%20-%2005-00%20-%20English.pdf,NA,NA,1.04%,0.77,768,97,65798000
29/04/2020,Karnataka,55404,Tested,535,53241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8374,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/Revised%20-%2029-04-2020%20-%2005-00%20-%20English.pdf,NA,NA,0.97%,0.84,842,104,65798000
30/04/2020,Karnataka,60156,Tested,565,57548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7462,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/30-04-2020%2005-00%20English.pdf,NA,NA,0.94%,0.91,914,106,65798000
01/05/2020,Karnataka,64898,Tested,589,61855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7528,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/01-05-2020%2005-00%20English.pdf,NA,NA,0.91%,0.99,986,110,65798000
02/05/2020,Karnataka,69730,Tested,601,66475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6771,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/02-05-2020%2005-00%20English.pdf,NA,NA,0.86%,1.06,1060,116,65798000
03/05/2020,Karnataka,74898,Tested,614,70998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8959,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/03-05-2020%2005-00%20English.pdf,NA,NA,0.82%,1.14,1138,122,65798000
04/05/2020,Karnataka,79193,Tested,651,74664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8208,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/04-05-2020%2005-00%20English.pdf,NA,NA,0.82%,1.2,1204,122,65798000
05/05/2020,Karnataka,83806,Tested,673,78860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7497,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/05-05-2020%2005-00%20English.pdf,NA,NA,0.80%,1.27,1274,125,65798000
06/05/2020,Karnataka,88777,Tested,693,83056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7378,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/06-05-2020%2005-00%20English.pdf,NA,NA,0.78%,1.35,1349,128,65798000
07/05/2020,Karnataka,93535,Tested,705,87756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6332,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/07-05-2020%2005-00%20English.pdf,NA,NA,0.75%,1.42,1422,133,65798000
08/05/2020,Karnataka,98081,Tested,753,92237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5775,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/08-05-2020%2005-00%20-%20English.pdf,NA,NA,0.77%,1.49,1491,130,65798000
09/05/2020,Karnataka,103098,Tested,794,97326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5701,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/09-05-2020%2005-00%20English.pdf,NA,NA,0.77%,1.57,1567,130,65798000
10/05/2020,Karnataka,107311,Tested,848,102266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6887,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/10-05-2020%2005-00%20English.pdf,NA,NA,0.79%,1.63,1631,127,65798000
11/05/2020,Karnataka,111595,Tested,862,106467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7558,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/11-05-2020%2005-00%20English.pdf,NA,NA,0.77%,1.7,1696,129,65798000
12/05/2020,Karnataka,116533,Tested,925,111264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6782,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/12-05-2020%2005-00%20English.pdf,NA,NA,0.79%,1.77,1771,126,65798000
13/05/2020,Karnataka,121178,Tested,959,119420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7435,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/13-05-2020%2005-00%20English.pdf,NA,https://t.me/Karnataka_KoViD19_Broadcast/3166,0.79%,1.84,1842,126,65798000
14/05/2020,Karnataka,128373,Tested,987,126766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6826,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/14-05-2020%205-00%20English.pdf,NA,NA,0.77%,1.95,1951,130,65798000
15/05/2020,Karnataka,133724,Tested,1056,132074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6978,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/15-05-2020%20%2005-00%20English.pdf,NA,https://t.me/indiacovid/4791,0.79%,2.03,2032,127,65798000
16/05/2020,Karnataka,140024,Tested,1092,138216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6904,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/16-05-2020%2005-00%20English.pdf,NA,NA,0.78%,2.13,2128,128,65798000
17/05/2020,Karnataka,145398,Tested,1147,143444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6588,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/17-05-2020%205-00%20English.pdf,NA,NA,0.79%,2.21,2210,127,65798000
18/05/2020,Karnataka,151663,Tested,1246,149566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6531,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/18-05-2020%2005-00%20English.pdf,NA,NA,0.82%,2.3,2305,122,65798000
19/05/2020,Karnataka,158599,Tested,1395,156247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6079,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/19-05-2020%2005-00%20English.pdf,NA,https://t.me/indiacovid/5104,0.88%,2.41,2410,114,65798000
20/05/2020,Karnataka,166781,Tested,1462,164199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10794,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/20-05-2020%2005-00%20English.pdf,NA,https://t.me/indiacovid/5178,0.88%,2.53,2535,114,65798000
21/05/2020,Karnataka,174297,Tested,1605,171484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7732,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/21-05-2020%2005-00%20English.pdf,NA,NA,0.92%,2.65,2649,109,65798000
22/05/2020,Karnataka,186526,Tested,1743,183088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5656,https://t.me/Karnataka_KoViD19_Broadcast/3499,NA,NA,0.93%,2.83,2835,107,65798000
23/05/2020,Karnataka,196196,Tested,1959,192127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4717,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/23.05.2020%20EMB%20English.pdf,NA,https://t.me/indiacovid/5381,1.00%,2.98,2982,100,65798000
24/05/2020,Karnataka,206313,Tested,2089,201978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5426,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/24.05.2020%20EMB%20English.pdf,NA,NA,1.01%,3.14,3136,99,65798000
25/05/2020,Karnataka,219894,Tested,2182,215308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4899,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/25.05.2020%20EMB%20English.pdf,NA,NA,0.99%,3.34,3342,101,65798000
26/05/2020,Karnataka,228914,Tested,2283,223477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5899,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/26.05.2020%20EMB%20English.pdf,NA,NA,1.00%,3.48,3479,100,65798000
27/05/2020,Karnataka,241608,Tested,2418,235876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5506,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/27.05.2020%20EMB%20English.pdf,NA,https://t.me/indiacovid/5637,1.00%,3.67,3672,100,65798000
28/05/2020,Karnataka,252078,Tested,2533,246115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4704,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/28.05.2020%20EMB%20English.pdf,NA,https://t.me/indiacovid/5732,1.00%,3.83,3831,100,65798000
29/05/2020,Karnataka,264489,Tested,2781,258130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4688,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/29.05.2020%20EMB%20English.pdf,NA,https://t.me/indiacovid/5822,1.05%,4.02,4020,95,65798000
30/05/2020,Karnataka,280217,Tested,2922,273404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4982,https://twitter.com/DHFWKA/status/1266700497798430722?s=19,NA,NA,NA,NA,NA,NA,NA
31/05/2020,Karnataka,293575,Tested,3221,286245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4736,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/31.05.2020%20EMB%20English.pdf,NA,NA,NA,NA,NA,NA,NA
01/06/2020,Karnataka,304816,Tested,3408,297052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4348,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/01-06-2020%20EMB%20English.pdf,NA,NA,NA,NA,NA,NA,NA
02/06/2020,Karnataka,319628,Tested,3796,310967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4081,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/02-06-2020%20EMB%20Kannada.pdf,NA,NA,NA,NA,NA,NA,NA
03/06/2020,Karnataka,334825,NA,4063,325686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3406,https://t.me/Karnataka_KoViD19_Broadcast/3790,NA,NA,NA,NA,NA,NA,NA
01/04/2020,Kerala,7965,Samples Sent,265,7256,444,NA,622,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.33%,0.23,227,30,35125000
02/04/2020,Kerala,8456,Samples Sent,286,7622,548,NA,643,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.38%,0.24,241,30,35125000
03/04/2020,Kerala,9139,Samples Sent,295,8126,718,NA,706,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/,NA,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.23%,0.26,260,31,35125000
04/04/2020,Kerala,9744,Samples Sent,306,8586,852,NA,734,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.14%,0.28,277,32,35125000
05/04/2020,Kerala,10221,Samples Sent,314,9300,607,NA,776,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.07%,0.29,291,33,35125000
06/04/2020,Kerala,10716,Samples Sent,327,9607,782,NA,795,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantine-view-public.php,3.05%,0.31,305,33,35125000
07/04/2020,Kerala,11232,Samples Sent,336,10250,646,NA,752,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.99%,0.32,320,33,35125000
08/04/2020,Kerala,11986,Samples Sent,354,10906,735,NA,749,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.95%,0.34,341,34,35125000
09/04/2020,Kerala,12710,Samples Sent,357,11469,884,NA,723,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-9.pdf,NA,https://twitter.com/vijayanpinarayi/status/1248267225825308677,2.81%,0.36,362,36,35125000
10/04/2020,Kerala,13339,Samples Sent,364,12335,640,NA,730,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-10.pdf,NA,https://dashboard.kerala.gov.in/quarantine-view-public.php,2.73%,0.38,380,37,35125000
11/04/2020,Kerala,14163,Samples Sent,373,12818,972,NA,814,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/quarantine-view-public.php,NA,https://dashboard.kerala.gov.in/testing-view-public.php,2.63%,0.4,403,38,35125000
12/04/2020,Kerala,14989,Samples Sent,375,13802,812,NA,816,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-12.pdf,NA,https://dashboard.kerala.gov.in/testing-view-public.php,2.50%,0.43,427,40,35125000
13/04/2020,Kerala,15683,Samples Sent,378,14829,476,NA,715,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-13.pdf,2.41%,0.45,446,41,35125000
14/04/2020,Kerala,16235,Samples Sent,386,15488,361,NA,564,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,http://dhs.kerala.gov.in/wp-content/uploads/2020/04/Daily-Bulletin-HFWD-English-April-14.pdf,2.38%,0.46,462,42,35125000
15/04/2020,Kerala,16475,Samples Sent,387,16002,86,NA,522,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.35%,0.47,469,43,35125000
16/04/2020,Kerala,17400,Samples Sent,394,16459,547,NA,523,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.26%,0.5,495,44,35125000
17/04/2020,Kerala,18029,Samples Sent,395,17279,355,NA,526,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.19%,0.51,513,46,35125000
18/04/2020,Kerala,18774,Samples Sent,399,17763,612,NA,504,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.13%,0.53,534,47,35125000
19/04/2020,Kerala,19351,Samples Sent,401,18547,403,NA,461,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.07%,0.55,551,48,35125000
20/04/2020,Kerala,19756,Samples Sent,408,19074,274,NA,398,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.07%,0.56,562,48,35125000
21/04/2020,Kerala,20252,Samples Sent,426,19442,384,NA,332,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.10%,0.58,577,48,35125000
22/04/2020,Kerala,20821,Samples Sent,437,19998,386,NA,346,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.10%,0.59,593,48,35125000
23/04/2020,Kerala,21334,Samples Sent,447,20326,561,NA,437,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.10%,0.61,607,48,35125000
24/04/2020,Kerala,21940,Samples Sent,450,20830,660,NA,482,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.05%,0.62,625,49,35125000
25/04/2020,Kerala,22360,Samples Sent,457,21475,428,NA,464,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.04%,0.64,637,49,35125000
26/04/2020,Kerala,22954,Samples Sent,468,21997,489,NA,462,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,2.04%,0.65,653,49,35125000
27/04/2020,Kerala,24146,Samples Sent,481,23148,517,NA,489,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.99%,0.69,687,50,35125000
28/04/2020,Kerala,24855,Samples Sent,485,24078,292,NA,518,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.95%,0.71,708,51,35125000
29/04/2020,Kerala,25827,Samples Sent,495,24681,651,NA,501,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.92%,0.74,735,52,35125000
30/04/2020,Kerala,27481,Samples Sent,497,26032,952,NA,426,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.81%,0.78,782,55,35125000
01/05/2020,Kerala,29012,Samples Sent,497,27224,1291,NA,432,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.71%,0.83,826,58,35125000
02/05/2020,Kerala,33276,Samples Sent,499,31592,1185,NA,410,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.50%,0.95,947,67,35125000
03/05/2020,Kerala,34608,Samples Sent,499,33294,815,NA,388,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.44%,0.99,985,69,35125000
04/05/2020,Kerala,35441,Samples Sent,499,34161,781,NA,372,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.41%,1.01,1009,71,35125000
05/05/2020,Kerala,36312,Samples Sent,502,35244,566,NA,308,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.38%,1.03,1034,72,35125000
06/05/2020,Kerala,37546,Samples Sent,502,36210,834,NA,268,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.34%,1.07,1069,75,35125000
07/05/2020,Kerala,38206,Samples Sent,502,36856,848,NA,310,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.31%,1.09,1088,76,35125000
08/05/2020,Kerala,39266,Samples Sent,503,38294,469,NA,347,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.28%,1.12,1118,78,35125000
09/05/2020,Kerala,40123,Samples Sent,505,39233,385,NA,334,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://dhs.kerala.gov.in/wp-content/uploads/2020/05/5.Daily-Bulletin-HFWD-English-May-09.pdf,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.26%,1.14,1142,79,35125000
10/05/2020,Kerala,41279,Samples Sent,512,40155,612,NA,362,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.24%,1.18,1175,81,35125000
11/05/2020,Kerala,41700,Samples Sent,512,40889,299,NA,441,Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dashboard.kerala.gov.in/testing-view-public.php,NA,https://dashboard.kerala.gov.in/quarantined-datewise.php,1.23%,1.19,1187,81,35125000
