place,date,first_dose,second_dose,total_doses,source,raw_timestamp,pull_time,precaution_dose
Karnataka,2021-11-30,44803404,29617538,74420942,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Kerala,2021-11-30,25688847,17366050,43054897,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Ladakh,2021-11-30,211980,171247,383227,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Lakshadweep,2021-11-30,55411,49374,104785,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Madhya Pradesh,2021-11-30,51109963,35366475,86476438,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Maharashtra,2021-11-30,74287818,40004550,114292368,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Manipur,2021-11-30,1282955,876759,2159714,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Meghalaya,2021-11-30,1166494,811505,1977999,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Mizoram,2021-11-30,733464,559302,1292766,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Nagaland,2021-11-30,739062,548770,1287832,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Odisha,2021-11-30,27856842,15738618,43595460,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Puducherry,2021-11-30,767242,474179,1241421,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Punjab,2021-11-30,16553418,7597273,24150691,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Rajasthan,2021-11-30,43514051,24873928,68387979,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Sikkim,2021-11-30,523262,470133,993395,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Tamil Nadu,2021-11-30,45422240,24974168,70396408,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Telangana,2021-11-30,24960947,12861314,37822261,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Tripura,2021-11-30,2552849,2023810,4576659,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Uttar Pradesh,2021-11-30,112271366,50320917,162592283,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Uttarakhand,2021-11-30,7587261,5095224,12682485,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
West Bengal,2021-11-30,63275355,29483100,92758455,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Dadra and Nagar Haveli and Daman and Diu,2021-11-30,674627,439171,1113798,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
India,2021-11-30,786589351,450213788,1236803139,"",2021-12-01T01:00:00Z,2021-11-30T14:44:26.297261Z,
Andaman and Nicobar Islands,2021-12-01,296959,258452,555411,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Andhra Pradesh,2021-12-01,34978836,25025074,60003910,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Arunachal Pradesh,2021-12-01,795119,612827,1407946,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Assam,2021-12-01,21202657,12153246,33355903,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Bihar,2021-12-01,54625609,27760439,82386048,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Chandigarh,2021-12-01,942625,635712,1578337,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Chhattisgarh,2021-12-01,16505320,9521463,26026783,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Delhi,2021-12-01,13927148,8929544,22856692,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Goa,2021-12-01,1283959,1035657,2319616,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Gujarat,2021-12-01,45866996,35637415,81504411,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Haryana,2021-12-01,18624167,10198291,28822458,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Himachal Pradesh,2021-12-01,5828585,5209683,11038268,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Jammu and Kashmir,2021-12-01,9605434,7086334,16691768,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Jharkhand,2021-12-01,16645763,7968684,24614447,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Karnataka,2021-12-01,45061519,30338864,75400383,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Kerala,2021-12-01,25697471,17428813,43126284,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Ladakh,2021-12-01,212072,171491,383563,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Lakshadweep,2021-12-01,55431,49534,104965,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Madhya Pradesh,2021-12-01,51216211,36845404,88061615,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Maharashtra,2021-12-01,74673665,40535323,115208988,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Manipur,2021-12-01,1284653,883532,2168185,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Meghalaya,2021-12-01,1168418,814879,1983297,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Mizoram,2021-12-01,734354,561370,1295724,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Nagaland,2021-12-01,739759,549600,1289359,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Odisha,2021-12-01,27909985,15914188,43824173,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Puducherry,2021-12-01,770294,477993,1248287,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Punjab,2021-12-01,16572095,7651923,24224018,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Rajasthan,2021-12-01,43596339,25237152,68833491,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Sikkim,2021-12-01,523297,470453,993750,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Tamil Nadu,2021-12-01,45537621,25160760,70698381,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Telangana,2021-12-01,25047147,12958477,38005624,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Tripura,2021-12-01,2554429,2029643,4584072,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Uttar Pradesh,2021-12-01,112787009,50930641,163717650,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Uttarakhand,2021-12-01,7594020,5146465,12740485,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
West Bengal,2021-12-01,63365905,29734153,93100058,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Dadra and Nagar Haveli and Daman and Diu,2021-12-01,674998,440987,1115985,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
India,2021-12-01,788905869,456364466,1245270335,"",2021-12-02T01:00:00Z,2021-12-01T14:46:03.607952Z,
Andaman and Nicobar Islands,2021-12-02,297047,260218,557265,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Andhra Pradesh,2021-12-02,35170340,25165600,60335940,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Arunachal Pradesh,2021-12-02,795846,614884,1410730,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Assam,2021-12-02,21279167,12314487,33593654,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Bihar,2021-12-02,54767479,28291601,83059080,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Chandigarh,2021-12-02,943613,639496,1583109,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Chhattisgarh,2021-12-02,16563708,9639135,26202843,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Delhi,2021-12-02,13965854,8997841,22963695,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Goa,2021-12-02,1284838,1038689,2323527,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Gujarat,2021-12-02,45902539,36020940,81923479,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Haryana,2021-12-02,18655945,10292988,28948933,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Himachal Pradesh,2021-12-02,5831550,5263613,11095163,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Jammu and Kashmir,2021-12-02,9609042,7150203,16759245,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Jharkhand,2021-12-02,16703141,8063054,24766195,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Karnataka,2021-12-02,45235015,30680571,75915586,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Kerala,2021-12-02,25729775,17684056,43413831,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Ladakh,2021-12-02,212195,171770,383965,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Lakshadweep,2021-12-02,55441,49657,105098,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Madhya Pradesh,2021-12-02,51264722,37504140,88768862,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Maharashtra,2021-12-02,75036179,41156343,116192522,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Manipur,2021-12-02,1286251,889566,2175817,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Meghalaya,2021-12-02,1170623,819000,1989623,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Mizoram,2021-12-02,734920,563262,1298182,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Nagaland,2021-12-02,740606,550944,1291550,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Odisha,2021-12-02,27961692,16090776,44052468,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Puducherry,2021-12-02,773398,481861,1255259,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Punjab,2021-12-02,16596606,7729259,24325865,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Rajasthan,2021-12-02,43670801,25537791,69208592,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Sikkim,2021-12-02,523346,471103,994449,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Tamil Nadu,2021-12-02,45673494,25360378,71033872,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Telangana,2021-12-02,25154309,13076282,38230591,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Tripura,2021-12-02,2555587,2036851,4592438,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Uttar Pradesh,2021-12-02,113293547,51598929,164892476,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Uttarakhand,2021-12-02,7601264,5201443,12802707,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
West Bengal,2021-12-02,63478318,30124189,93602507,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Dadra and Nagar Haveli and Daman and Diu,2021-12-02,675441,442598,1118039,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
India,2021-12-02,791193639,461973518,1253167157,"",2021-12-03T01:00:00Z,2021-12-02T14:46:14.610212Z,
Andaman and Nicobar Islands,2021-12-03,297137,262023,559160,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Andhra Pradesh,2021-12-03,35396336,25311239,60707575,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Arunachal Pradesh,2021-12-03,796475,616537,1413012,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Assam,2021-12-03,21356859,12474861,33831720,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Bihar,2021-12-03,54889649,28771263,83660912,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Chandigarh,2021-12-03,944707,643364,1588071,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Chhattisgarh,2021-12-03,16613039,9752385,26365424,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Delhi,2021-12-03,14005305,9062982,23068287,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Goa,2021-12-03,1285558,1041385,2326943,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Gujarat,2021-12-03,45943847,36364826,82308673,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Haryana,2021-12-03,18689992,10398645,29088637,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Himachal Pradesh,2021-12-03,5834762,5330074,11164836,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Jammu and Kashmir,2021-12-03,9612985,7212013,16824998,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Jharkhand,2021-12-03,16762035,8165682,24927717,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Karnataka,2021-12-03,45407763,31066832,76474595,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Kerala,2021-12-03,25755161,17884537,43639698,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Ladakh,2021-12-03,212275,171997,384272,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Lakshadweep,2021-12-03,55449,49765,105214,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Madhya Pradesh,2021-12-03,51299744,37915372,89215116,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Maharashtra,2021-12-03,75421978,41794288,117216266,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Manipur,2021-12-03,1288338,896497,2184835,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Meghalaya,2021-12-03,1172198,822309,1994507,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Mizoram,2021-12-03,736488,564254,1300742,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Nagaland,2021-12-03,741811,552773,1294584,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Odisha,2021-12-03,28018644,16270470,44289114,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Puducherry,2021-12-03,776588,485709,1262297,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Punjab,2021-12-03,16620494,7804705,24425199,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Rajasthan,2021-12-03,43766332,25930554,69696886,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Sikkim,2021-12-03,523437,471835,995272,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Tamil Nadu,2021-12-03,45817597,25554709,71372306,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Telangana,2021-12-03,25288516,13219641,38508157,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Tripura,2021-12-03,2556808,2043248,4600056,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Uttar Pradesh,2021-12-03,113808547,52292053,166100600,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Uttarakhand,2021-12-03,7609298,5256294,12865592,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
West Bengal,2021-12-03,63595695,30564689,94160384,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Dadra and Nagar Haveli and Daman and Diu,2021-12-03,675990,445150,1121140,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
India,2021-12-03,793577837,467464960,1261042797,"",2021-12-04T01:00:00Z,2021-12-03T14:47:08.177407Z,
Andaman and Nicobar Islands,2021-12-04,297298,263763,561061,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Andhra Pradesh,2021-12-04,35650385,25477739,61128124,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Arunachal Pradesh,2021-12-04,796958,618032,1414990,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Assam,2021-12-04,21432709,12623967,34056676,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Bihar,2021-12-04,55160843,30034337,85195180,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Chandigarh,2021-12-04,946169,648788,1594957,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Chhattisgarh,2021-12-04,16711856,9913767,26625623,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Delhi,2021-12-04,14067697,9165262,23232959,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Goa,2021-12-04,1286728,1045155,2331883,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Gujarat,2021-12-04,45992595,36718116,82710711,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Haryana,2021-12-04,18724180,10504807,29228987,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Himachal Pradesh,2021-12-04,5837906,5387714,11225620,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Jammu and Kashmir,2021-12-04,9616646,7264625,16881271,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Jharkhand,2021-12-04,16813951,8250708,25064659,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Karnataka,2021-12-04,45570278,31433727,77004005,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Kerala,2021-12-04,25777835,18055429,43833264,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Ladakh,2021-12-04,212359,172436,384795,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Lakshadweep,2021-12-04,55462,49925,105387,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Madhya Pradesh,2021-12-04,51353493,38579700,89933193,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Maharashtra,2021-12-04,75801398,42439840,118241238,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Manipur,2021-12-04,1290214,902101,2192315,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Meghalaya,2021-12-04,1173080,823967,1997047,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Mizoram,2021-12-04,736877,564468,1301345,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Nagaland,2021-12-04,742154,553035,1295189,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Odisha,2021-12-04,28061000,16400318,44461318,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Puducherry,2021-12-04,780471,490259,1270730,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Punjab,2021-12-04,16647546,7888693,24536239,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Rajasthan,2021-12-04,43958155,26834574,70792729,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Sikkim,2021-12-04,523497,472113,995610,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Tamil Nadu,2021-12-04,46314737,26550496,72865233,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Telangana,2021-12-04,25451200,13376044,38827244,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Tripura,2021-12-04,2557723,2048361,4606084,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Uttar Pradesh,2021-12-04,114281008,52954856,167235864,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Uttarakhand,2021-12-04,7618435,5318461,12936896,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
West Bengal,2021-12-04,63669056,30857248,94526304,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Dadra and Nagar Haveli and Daman and Diu,2021-12-04,676731,447789,1124520,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
India,2021-12-04,796588630,475130620,1271719250,"",2021-12-05T01:00:00Z,2021-12-04T14:46:26.884416Z,
Andaman and Nicobar Islands,2021-12-05,297324,264216,561540,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Andhra Pradesh,2021-12-05,35882112,25582630,61464742,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Arunachal Pradesh,2021-12-05,797010,618164,1415174,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Assam,2021-12-05,21480840,12696351,34177191,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Bihar,2021-12-05,55259170,30428077,85687247,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Chandigarh,2021-12-05,946805,651106,1597911,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Chhattisgarh,2021-12-05,16764181,9988667,26752848,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Delhi,2021-12-05,14087057,9191438,23278495,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Goa,2021-12-05,1286729,1045156,2331885,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Gujarat,2021-12-05,46010298,36827870,82838168,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Haryana,2021-12-05,18739425,10547499,29286924,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Himachal Pradesh,2021-12-05,5838123,5391134,11229257,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Jammu and Kashmir,2021-12-05,9617585,7298256,16915841,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Jharkhand,2021-12-05,16861771,8342463,25204234,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Karnataka,2021-12-05,45632806,31549250,77182056,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Kerala,2021-12-05,25779363,18063983,43843346,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Ladakh,2021-12-05,212359,172436,384795,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Lakshadweep,2021-12-05,55469,49992,105461,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Madhya Pradesh,2021-12-05,51367764,38773362,90141126,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Maharashtra,2021-12-05,75884638,42550930,118435568,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Manipur,2021-12-05,1291309,904375,2195684,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Meghalaya,2021-12-05,1173287,824197,1997484,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Mizoram,2021-12-05,736910,564502,1301412,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Nagaland,2021-12-05,743191,553642,1296833,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Odisha,2021-12-05,28078462,16435983,44514445,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Puducherry,2021-12-05,782820,492354,1275174,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Punjab,2021-12-05,16654024,7905848,24559872,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Rajasthan,2021-12-05,43996074,26982332,70978406,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Sikkim,2021-12-05,523497,472113,995610,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Tamil Nadu,2021-12-05,46474340,26803381,73277721,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Telangana,2021-12-05,25502393,13402078,38904471,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Tripura,2021-12-05,2557907,2049942,4607849,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Uttar Pradesh,2021-12-05,114526653,53220986,167747639,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Uttarakhand,2021-12-05,7622939,5351561,12974500,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
West Bengal,2021-12-05,63695100,30927401,94622501,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Dadra and Nagar Haveli and Daman and Diu,2021-12-05,676773,447879,1124652,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
India,2021-12-05,797836508,477371554,1275208062,"",2021-12-06T01:00:00Z,2021-12-05T14:47:00.467266Z,
Andaman and Nicobar Islands,2021-12-06,297471,266595,564066,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Andhra Pradesh,2021-12-06,36172048,25784442,61956490,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Arunachal Pradesh,2021-12-06,797651,620341,1417992,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Assam,2021-12-06,21510157,12831281,34341438,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Bihar,2021-12-06,55377427,30935475,86312902,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Chandigarh,2021-12-06,948119,655592,1603711,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Chhattisgarh,2021-12-06,16815242,10073629,26888871,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Delhi,2021-12-06,14156102,9295683,23451785,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Goa,2021-12-06,1288014,1049345,2337359,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Gujarat,2021-12-06,46056775,37103348,83160123,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Haryana,2021-12-06,18773057,10668191,29441248,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Himachal Pradesh,2021-12-06,5839658,5400354,11240012,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Jammu and Kashmir,2021-12-06,9621711,7356879,16978590,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Jharkhand,2021-12-06,16921565,8458415,25379980,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Karnataka,2021-12-06,45791413,31917129,77708542,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Kerala,2021-12-06,25803854,18254642,44058496,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Ladakh,2021-12-06,212462,172741,385203,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
Lakshadweep,2021-12-06,55473,50206,105679,"",2021-12-07T01:00:00Z,2021-12-06T14:47:28.122767Z,
