Country	Recovered	Confirmed	Deaths	Date
Vietnam	16	16	0	2020-03-05
Afghanistan	0	1	0	2020-03-06
Algeria	0	17	0	2020-03-06
Andorra	0	1	0	2020-03-06
Argentina	0	2	0	2020-03-06
Armenia	0	1	0	2020-03-06
Australia	21	60	2	2020-03-06
Austria	0	55	0	2020-03-06
Azerbaijan	0	6	0	2020-03-06
Bahrain	4	60	0	2020-03-06
Belarus	0	6	0	2020-03-06
Belgium	1	109	0	2020-03-06
Bhutan	0	1	0	2020-03-06
Bosnia and Herzegovina	0	2	0	2020-03-06
Brazil	0	13	0	2020-03-06
Cambodia	1	1	0	2020-03-06
Cameroon	0	1	0	2020-03-06
Canada	6	49	0	2020-03-06
Chile	0	4	0	2020-03-06
Colombia	0	1	0	2020-03-06
Costa Rica	0	1	0	2020-03-06
Croatia	0	11	0	2020-03-06
Czech Republic	0	18	0	2020-03-06
Denmark	1	23	0	2020-03-06
Dominican Republic	0	2	0	2020-03-06
Ecuador	0	13	0	2020-03-06
Egypt	1	15	0	2020-03-06
Estonia	0	10	0	2020-03-06
Faroe Islands	0	1	0	2020-03-06
Finland	1	15	0	2020-03-06
France	12	653	9	2020-03-06
Georgia	0	4	0	2020-03-06
Germany	17	670	0	2020-03-06
Gibraltar	0	1	0	2020-03-06
Greece	0	45	0	2020-03-06
Hong Kong	46	107	2	2020-03-06
Hungary	0	2	0	2020-03-06
Iceland	0	43	0	2020-03-06
India	3	31	0	2020-03-06
Indonesia	0	4	0	2020-03-06
Iran	913	4747	124	2020-03-06
Iraq	0	40	3	2020-03-06
Ireland	0	18	0	2020-03-06
Israel	2	21	0	2020-03-06
Italy	523	4636	197	2020-03-06
Japan	46	420	6	2020-03-06
Jordan	0	1	0	2020-03-06
Kuwait	0	58	0	2020-03-06
Latvia	0	1	0	2020-03-06
Lebanon	1	22	0	2020-03-06
Liechtenstein	0	1	0	2020-03-06
Lithuania	0	1	0	2020-03-06
Luxembourg	0	2	0	2020-03-06
Macau	10	10	0	2020-03-06
Mainland China	53888	80573	3042	2020-03-06
Malaysia	22	83	0	2020-03-06
Mexico	1	6	0	2020-03-06
Monaco	0	1	0	2020-03-06
Morocco	0	2	0	2020-03-06
Nepal	1	1	0	2020-03-06
Netherlands	0	128	1	2020-03-06
New Zealand	0	4	0	2020-03-06
Nigeria	0	1	0	2020-03-06
North Macedonia	0	3	0	2020-03-06
Norway	0	108	0	2020-03-06
Oman	2	16	0	2020-03-06
Others	40	696	6	2020-03-06
Pakistan	0	6	0	2020-03-06
Palestine	0	16	0	2020-03-06
Peru	0	1	0	2020-03-06
Philippines	1	5	1	2020-03-06
Poland	0	5	0	2020-03-06
Portugal	0	13	0	2020-03-06
Qatar	0	8	0	2020-03-06
Romania	1	9	0	2020-03-06
Russia	2	13	0	2020-03-06
Saint Barthelemy	0	3	0	2020-03-06
San Marino	0	21	1	2020-03-06
Saudi Arabia	0	5	0	2020-03-06
Senegal	0	4	0	2020-03-06
Serbia	0	1	0	2020-03-06
Singapore	78	130	0	2020-03-06
Slovakia	0	1	0	2020-03-06
Slovenia	0	7	0	2020-03-06
South Africa	0	1	0	2020-03-06
South Korea	135	6593	42	2020-03-06
Spain	2	400	5	2020-03-06
Sri Lanka	1	1	0	2020-03-06
Sweden	0	101	0	2020-03-06
Switzerland	3	214	1	2020-03-06
Taiwan	12	45	1	2020-03-06
Thailand	31	48	1	2020-03-06
Togo	0	1	0	2020-03-06
Tunisia	0	1	0	2020-03-06
UK	8	163	2	2020-03-06
Ukraine	0	1	0	2020-03-06
United Arab Emirates	5	29	0	2020-03-06
US	8	278	14	2020-03-06
Vatican City	0	1	0	2020-03-06
Vietnam	16	16	0	2020-03-06
Afghanistan	0	1	0	2020-03-07
Algeria	0	17	0	2020-03-07
Andorra	0	1	0	2020-03-07
Argentina	0	8	0	2020-03-07
Armenia	0	1	0	2020-03-07
Australia	21	63	2	2020-03-07
Austria	0	79	0	2020-03-07
Azerbaijan	0	9	0	2020-03-07
Bahrain	4	85	0	2020-03-07
Belarus	0	6	0	2020-03-07
Belgium	1	169	0	2020-03-07
Bhutan	0	1	0	2020-03-07
Bosnia and Herzegovina	0	3	0	2020-03-07
Brazil	0	13	0	2020-03-07
Cambodia	1	1	0	2020-03-07
Cameroon	0	1	0	2020-03-07
Canada	8	54	0	2020-03-07
Chile	0	4	0	2020-03-07
Colombia	0	1	0	2020-03-07
Costa Rica	0	1	0	2020-03-07
Croatia	0	12	0	2020-03-07
Czech Republic	0	19	0	2020-03-07
Denmark	1	23	0	2020-03-07
Dominican Republic	0	2	0	2020-03-07
Ecuador	0	13	0	2020-03-07
Egypt	1	15	0	2020-03-07
Estonia	0	10	0	2020-03-07
Faroe Islands	0	1	0	2020-03-07
Finland	1	15	0	2020-03-07
France	12	949	11	2020-03-07
French Guiana	0	5	0	2020-03-07
Georgia	0	4	0	2020-03-07
Germany	18	799	0	2020-03-07
Gibraltar	0	1	0	2020-03-07
Greece	0	46	0	2020-03-07
Hong Kong	51	108	2	2020-03-07
Hungary	0	4	0	2020-03-07
Iceland	0	50	0	2020-03-07
India	3	34	0	2020-03-07
Indonesia	0	4	0	2020-03-07
Iran	1669	5823	145	2020-03-07
Iraq	0	54	4	2020-03-07
Ireland	0	18	0	2020-03-07
Israel	2	21	0	2020-03-07
Italy	589	5883	233	2020-03-07
Japan	76	461	6	2020-03-07
Jordan	0	1	0	2020-03-07
Kuwait	0	61	0	2020-03-07
Latvia	0	1	0	2020-03-07
Lebanon	1	22	0	2020-03-07
Liechtenstein	0	1	0	2020-03-07
Lithuania	0	1	0	2020-03-07
Luxembourg	0	2	0	2020-03-07
Macau	10	10	0	2020-03-07
Mainland China	55478	80652	3070	2020-03-07
Malaysia	23	93	0	2020-03-07
Malta	0	3	0	2020-03-07
Martinique	0	2	0	2020-03-07
Mexico	1	6	0	2020-03-07
Monaco	0	1	0	2020-03-07
Morocco	0	2	0	2020-03-07
Nepal	1	1	0	2020-03-07
Netherlands	0	188	1	2020-03-07
New Zealand	0	5	0	2020-03-07
Nigeria	0	1	0	2020-03-07
North Macedonia	0	3	0	2020-03-07
Norway	0	147	0	2020-03-07
Oman	2	16	0	2020-03-07
Others	40	696	6	2020-03-07
Pakistan	0	6	0	2020-03-07
Palestine	0	22	0	2020-03-07
Peru	0	1	0	2020-03-07
Philippines	1	6	1	2020-03-07
Poland	0	5	0	2020-03-07
Portugal	0	20	0	2020-03-07
Qatar	0	8	0	2020-03-07
Romania	3	9	0	2020-03-07
Russia	2	13	0	2020-03-07
Saint Barthelemy	0	3	0	2020-03-07
San Marino	0	23	1	2020-03-07
Saudi Arabia	0	5	0	2020-03-07
Senegal	0	4	0	2020-03-07
Serbia	0	1	0	2020-03-07
Singapore	78	138	0	2020-03-07
Slovakia	0	1	0	2020-03-07
Slovenia	0	7	0	2020-03-07
South Africa	0	1	0	2020-03-07
South Korea	135	7041	44	2020-03-07
Spain	30	500	10	2020-03-07
Sri Lanka	1	1	0	2020-03-07
Sweden	0	161	0	2020-03-07
Switzerland	3	268	1	2020-03-07
Taiwan	12	45	1	2020-03-07
Thailand	31	50	1	2020-03-07
Togo	0	1	0	2020-03-07
Tunisia	0	1	0	2020-03-07
UK	18	206	2	2020-03-07
Ukraine	0	1	0	2020-03-07
United Arab Emirates	7	45	0	2020-03-07
US	8	417	17	2020-03-07
Vatican City	0	1	0	2020-03-07
Vietnam	16	18	0	2020-03-07
Afghanistan	0	4	0	2020-03-08
Algeria	0	19	0	2020-03-08
Andorra	0	1	0	2020-03-08
Argentina	0	12	1	2020-03-08
Armenia	0	1	0	2020-03-08
Australia	21	76	4	2020-03-08
Austria	0	104	0	2020-03-08
Azerbaijan	0	9	0	2020-03-08
Bahrain	4	85	0	2020-03-08
Bangladesh	0	3	0	2020-03-08
Belarus	0	6	0	2020-03-08
Belgium	1	200	0	2020-03-08
Bhutan	0	1	0	2020-03-08
Bosnia and Herzegovina	0	3	0	2020-03-08
Brazil	0	20	0	2020-03-08
Bulgaria	0	4	0	2020-03-08
Cambodia	1	2	0	2020-03-08
Cameroon	0	2	0	2020-03-08
Canada	8	64	0	2020-03-08
Chile	0	8	0	2020-03-08
Colombia	0	1	0	2020-03-08
Costa Rica	0	5	0	2020-03-08
Croatia	0	12	0	2020-03-08
Czech Republic	0	31	0	2020-03-08
Denmark	1	35	0	2020-03-08
Dominican Republic	0	5	0	2020-03-08
Ecuador	0	14	0	2020-03-08
Egypt	1	49	1	2020-03-08
Estonia	0	10	0	2020-03-08
Faroe Islands	0	2	0	2020-03-08
Finland	1	23	0	2020-03-08
France	12	1126	19	2020-03-08
French Guiana	0	5	0	2020-03-08
Georgia	0	13	0	2020-03-08
Germany	18	1040	0	2020-03-08
Gibraltar	0	1	0	2020-03-08
Greece	0	73	0	2020-03-08
Hong Kong	58	114	3	2020-03-08
Hungary	0	7	0	2020-03-08
Iceland	0	50	0	2020-03-08
India	3	39	0	2020-03-08
Indonesia	0	6	0	2020-03-08
Iran	2134	6566	194	2020-03-08
Iraq	0	60	6	2020-03-08
Ireland	0	19	0	2020-03-08
Israel	2	39	0	2020-03-08
Italy	622	7375	366	2020-03-08
Japan	76	502	6	2020-03-08
Jordan	0	1	0	2020-03-08
Kuwait	1	64	0	2020-03-08
Latvia	0	2	0	2020-03-08
Lebanon	1	32	0	2020-03-08
Liechtenstein	0	1	0	2020-03-08
Lithuania	0	1	0	2020-03-08
Luxembourg	0	3	0	2020-03-08
Macau	10	10	0	2020-03-08
Mainland China	57320	80699	3097	2020-03-08
Malaysia	24	99	0	2020-03-08
Maldives	0	4	0	2020-03-08
Malta	0	3	0	2020-03-08
Martinique	0	2	0	2020-03-08
Mexico	1	7	0	2020-03-08
Moldova	0	1	0	2020-03-08
Monaco	0	1	0	2020-03-08
Morocco	0	2	0	2020-03-08
Nepal	1	1	0	2020-03-08
Netherlands	0	265	3	2020-03-08
New Zealand	0	5	0	2020-03-08
Nigeria	0	1	0	2020-03-08
North Macedonia	0	3	0	2020-03-08
Norway	0	176	0	2020-03-08
Oman	2	16	0	2020-03-08
Others	40	696	6	2020-03-08
Pakistan	1	6	0	2020-03-08
Palestine	0	22	0	2020-03-08
Paraguay	0	1	0	2020-03-08
Peru	0	6	0	2020-03-08
Philippines	1	10	1	2020-03-08
Poland	0	11	0	2020-03-08
Portugal	0	30	0	2020-03-08
Qatar	0	15	0	2020-03-08
Republic of Ireland	0	21	0	2020-03-08
Romania	3	15	0	2020-03-08
Russia	3	17	0	2020-03-08
Saint Barthelemy	0	3	0	2020-03-08
San Marino	0	36	1	2020-03-08
Saudi Arabia	0	11	0	2020-03-08
Senegal	1	4	0	2020-03-08
Serbia	0	1	0	2020-03-08
Singapore	78	150	0	2020-03-08
Slovakia	0	3	0	2020-03-08
Slovenia	0	16	0	2020-03-08
South Africa	0	3	0	2020-03-08
South Korea	118	7314	50	2020-03-08
Spain	30	673	17	2020-03-08
Sri Lanka	1	1	0	2020-03-08
Sweden	0	203	0	2020-03-08
Switzerland	3	337	2	2020-03-08
Taiwan	13	45	1	2020-03-08
Thailand	31	50	1	2020-03-08
Togo	0	1	0	2020-03-08
Tunisia	0	2	0	2020-03-08
UK	18	273	3	2020-03-08
Ukraine	0	1	0	2020-03-08
United Arab Emirates	7	45	0	2020-03-08
US	8	537	21	2020-03-08
Vatican City	0	1	0	2020-03-08
Vietnam	16	30	0	2020-03-08
Afghanistan	0	4	0	2020-03-09
Albania	0	2	0	2020-03-09
Algeria	0	20	0	2020-03-09
Andorra	0	1	0	2020-03-09
Argentina	0	12	1	2020-03-09
Armenia	0	1	0	2020-03-09
Australia	21	91	4	2020-03-09
Austria	2	131	0	2020-03-09
Azerbaijan	0	9	0	2020-03-09
Bahrain	14	95	0	2020-03-09
Bangladesh	0	3	0	2020-03-09
Belarus	1	6	0	2020-03-09
Belgium	1	239	0	2020-03-09
Bhutan	0	1	0	2020-03-09
Bosnia and Herzegovina	0	3	0	2020-03-09
Brazil	0	25	0	2020-03-09
Brunei	0	1	0	2020-03-09
Bulgaria	0	4	0	2020-03-09
Cambodia	1	2	0	2020-03-09
Cameroon	0	2	0	2020-03-09
Canada	8	76	1	2020-03-09
Chile	0	8	0	2020-03-09
Colombia	0	1	0	2020-03-09
Costa Rica	0	9	0	2020-03-09
Croatia	0	12	0	2020-03-09
Cyprus	0	2	0	2020-03-09
Czech Republic	0	31	0	2020-03-09
Denmark	1	90	0	2020-03-09
Dominican Republic	0	5	0	2020-03-09
Ecuador	0	15	0	2020-03-09
Egypt	12	55	1	2020-03-09
Estonia	0	10	0	2020-03-09
Faroe Islands	0	2	0	2020-03-09
Finland	1	30	0	2020-03-09
France	12	1209	19	2020-03-09
French Guiana	0	5	0	2020-03-09
Georgia	0	15	0	2020-03-09
Germany	18	1176	2	2020-03-09
Gibraltar	0	1	0	2020-03-09
Greece	0	73	0	2020-03-09
Hong Kong	59	115	3	2020-03-09
Hungary	0	9	0	2020-03-09
Iceland	0	58	0	2020-03-09
India	3	43	0	2020-03-09
Indonesia	0	19	0	2020-03-09
Iran	2394	7161	237	2020-03-09
Iraq	9	60	6	2020-03-09
Ireland	0	21	0	2020-03-09
Israel	2	39	0	2020-03-09
Italy	724	9172	463	2020-03-09
Japan	76	511	17	2020-03-09
Jordan	0	1	0	2020-03-09
Kuwait	1	64	0	2020-03-09
Latvia	0	6	0	2020-03-09
Lebanon	1	32	0	2020-03-09
Liechtenstein	0	1	0	2020-03-09
Lithuania	0	1	0	2020-03-09
Luxembourg	0	3	0	2020-03-09
Macau	10	10	0	2020-03-09
Mainland China	58735	80735	3120	2020-03-09
Malaysia	24	117	0	2020-03-09
Maldives	0	4	0	2020-03-09
Malta	0	3	0	2020-03-09
Martinique	0	2	0	2020-03-09
Mexico	1	7	0	2020-03-09
Moldova	0	1	0	2020-03-09
Monaco	0	1	0	2020-03-09
Morocco	0	2	0	2020-03-09
Nepal	1	1	0	2020-03-09
Netherlands	0	321	3	2020-03-09
New Zealand	0	5	0	2020-03-09
Nigeria	0	2	0	2020-03-09
North Macedonia	0	3	0	2020-03-09
Norway	1	205	0	2020-03-09
Oman	2	16	0	2020-03-09
Others	40	696	6	2020-03-09
Pakistan	1	6	0	2020-03-09
Palestine	0	22	0	2020-03-09
Paraguay	0	1	0	2020-03-09
Peru	0	7	0	2020-03-09
Philippines	1	20	1	2020-03-09
Poland	0	16	0	2020-03-09
Portugal	0	30	0	2020-03-09
Qatar	0	18	0	2020-03-09
Romania	3	15	0	2020-03-09
Russia	3	17	0	2020-03-09
Saint Barthelemy	0	1	0	2020-03-09
San Marino	0	36	1	2020-03-09
Saudi Arabia	0	15	0	2020-03-09
Senegal	1	4	0	2020-03-09
Serbia	0	1	0	2020-03-09
Singapore	78	150	0	2020-03-09
Slovakia	0	3	0	2020-03-09
Slovenia	0	16	0	2020-03-09
South Africa	0	3	0	2020-03-09
South Korea	118	7478	53	2020-03-09
Spain	32	1073	28	2020-03-09
Sri Lanka	1	1	0	2020-03-09
St. Martin	0	2	0	2020-03-09
Sweden	1	248	0	2020-03-09
Switzerland	3	374	2	2020-03-09
Taiwan	15	45	1	2020-03-09
Thailand	31	50	1	2020-03-09
Togo	0	1	0	2020-03-09
Tunisia	0	2	0	2020-03-09
UK	18	321	4	2020-03-09
Ukraine	0	1	0	2020-03-09
United Arab Emirates	7	45	0	2020-03-09
US	8	605	22	2020-03-09
Vatican City	0	1	0	2020-03-09
Vietnam	16	30	0	2020-03-09
Afghanistan	0	5	0	2020-03-10
Albania	0	10	0	2020-03-10
Algeria	0	20	0	2020-03-10
Andorra	0	1	0	2020-03-10
Argentina	0	17	1	2020-03-10
Armenia	0	1	0	2020-03-10
Australia	21	107	3	2020-03-10
Austria	4	182	0	2020-03-10
Azerbaijan	0	11	0	2020-03-10
Bahrain	22	110	0	2020-03-10
Bangladesh	0	3	0	2020-03-10
Belarus	3	9	0	2020-03-10
Belgium	1	267	0	2020-03-10
Bhutan	0	1	0	2020-03-10
Bosnia and Herzegovina	0	5	0	2020-03-10
Brazil	0	31	0	2020-03-10
Brunei	0	1	0	2020-03-10
Bulgaria	0	4	0	2020-03-10
Burkina Faso	0	1	0	2020-03-10
Cambodia	1	2	0	2020-03-10
Cameroon	0	2	0	2020-03-10
Canada	8	79	1	2020-03-10
Channel Islands	0	1	0	2020-03-10
Chile	0	13	0	2020-03-10
Colombia	0	3	0	2020-03-10
Costa Rica	0	9	0	2020-03-10
Croatia	0	14	0	2020-03-10
Cyprus	0	3	0	2020-03-10
Czech Republic	0	41	0	2020-03-10
Denmark	1	262	0	2020-03-10
Dominican Republic	0	5	0	2020-03-10
Ecuador	0	15	0	2020-03-10
Egypt	1	59	1	2020-03-10
Estonia	0	12	0	2020-03-10
Faroe Islands	0	2	0	2020-03-10
Finland	1	40	0	2020-03-10
France	12	1784	33	2020-03-10
French Guiana	0	5	0	2020-03-10
Georgia	0	15	0	2020-03-10
Germany	18	1457	2	2020-03-10
Gibraltar	1	1	0	2020-03-10
Greece	0	89	0	2020-03-10
Holy See	0	1	0	2020-03-10
Hong Kong SAR	65	120	3	2020-03-10
Hungary	0	9	0	2020-03-10
Iceland	1	69	0	2020-03-10
India	4	56	0	2020-03-10
Indonesia	2	27	0	2020-03-10
Iran (Islamic Republic of)	2731	8042	291	2020-03-10
Iraq	3	71	7	2020-03-10
Ireland	0	34	0	2020-03-10
Israel	4	58	0	2020-03-10
Italy	724	10149	631	2020-03-10
Japan	101	581	10	2020-03-10
Jordan	0	1	0	2020-03-10
Kuwait	1	69	0	2020-03-10
Latvia	1	8	0	2020-03-10
Lebanon	1	41	1	2020-03-10
Liechtenstein	0	1	0	2020-03-10
Lithuania	0	1	0	2020-03-10
Luxembourg	0	5	0	2020-03-10
Macao SAR	10	10	0	2020-03-10
Mainland China	60106	80757	3136	2020-03-10
Malaysia	24	129	0	2020-03-10
Maldives	0	6	0	2020-03-10
Malta	0	5	0	2020-03-10
Martinique	0	2	0	2020-03-10
Mexico	4	7	0	2020-03-10
Monaco	0	1	0	2020-03-10
Mongolia	0	1	0	2020-03-10
Morocco	0	3	1	2020-03-10
Nepal	1	1	0	2020-03-10
Netherlands	0	382	4	2020-03-10
New Zealand	0	5	0	2020-03-10
Nigeria	0	2	0	2020-03-10
North Macedonia	0	7	0	2020-03-10
Norway	1	400	0	2020-03-10
occupied Palestinian territory	0	25	0	2020-03-10
Oman	9	18	0	2020-03-10
Others	40	696	6	2020-03-10
Pakistan	1	16	0	2020-03-10
Panama	0	1	0	2020-03-10
Paraguay	0	1	0	2020-03-10
Peru	0	11	0	2020-03-10
Philippines	2	33	1	2020-03-10
Poland	0	22	0	2020-03-10
Portugal	0	41	0	2020-03-10
Qatar	0	24	0	2020-03-10
Republic of Korea	247	7513	54	2020-03-10
Republic of Moldova	0	3	0	2020-03-10
Romania	3	25	0	2020-03-10
Russian Federation	3	10	0	2020-03-10
Saint Barthelemy	0	1	0	2020-03-10
Saint Martin	0	2	0	2020-03-10
San Marino	0	51	2	2020-03-10
Saudi Arabia	1	20	0	2020-03-10
Senegal	1	4	0	2020-03-10
Serbia	0	5	0	2020-03-10
Singapore	78	160	0	2020-03-10
Slovakia	0	7	0	2020-03-10
Slovenia	0	31	0	2020-03-10
South Africa	0	7	0	2020-03-10
Spain	32	1695	35	2020-03-10
Sri Lanka	1	1	0	2020-03-10
Sweden	1	355	0	2020-03-10
Switzerland	3	491	3	2020-03-10
Taipei and environs	17	47	1	2020-03-10
Thailand	33	53	1	2020-03-10
Togo	0	1	0	2020-03-10
Tunisia	0	5	0	2020-03-10
UK	18	382	6	2020-03-10
Ukraine	0	1	0	2020-03-10
United Arab Emirates	12	74	0	2020-03-10
US	8	959	28	2020-03-10
Viet Nam	16	31	0	2020-03-10
Afghanistan	0	7	0	2020-03-11
Albania	0	12	1	2020-03-11
Algeria	0	20	0	2020-03-11
Andorra	0	1	0	2020-03-11
Argentina	0	19	1	2020-03-11
Armenia	0	1	0	2020-03-11
Australia	21	128	3	2020-03-11
Austria	4	246	0	2020-03-11
Azerbaijan	3	11	0	2020-03-11
Bahrain	35	195	0	2020-03-11
Bangladesh	0	3	0	2020-03-11
Belarus	3	9	0	2020-03-11
Belgium	1	314	3	2020-03-11
Bhutan	0	1	0	2020-03-11
Bolivia	0	2	0	2020-03-11
Bosnia and Herzegovina	0	7	0	2020-03-11
Brazil	0	38	0	2020-03-11
Brunei	0	11	0	2020-03-11
Bulgaria	0	7	1	2020-03-11
Burkina Faso	0	2	0	2020-03-11
Cambodia	1	3	0	2020-03-11
Cameroon	0	2	0	2020-03-11
Canada	8	108	1	2020-03-11
Chile	0	23	0	2020-03-11
China	61644	80921	3161	2020-03-11
Colombia	0	9	0	2020-03-11
Congo (Kinshasa)	0	1	0	2020-03-11
Costa Rica	0	13	0	2020-03-11
Cote d'Ivoire	0	1	0	2020-03-11
Croatia	0	19	0	2020-03-11
Cruise Ship	325	696	7	2020-03-11
Cyprus	0	6	0	2020-03-11
Czechia	0	91	0	2020-03-11
Denmark	1	444	0	2020-03-11
Dominican Republic	0	5	0	2020-03-11
Ecuador	0	17	0	2020-03-11
Egypt	27	60	1	2020-03-11
Estonia	0	16	0	2020-03-11
Finland	1	59	0	2020-03-11
France	12	2284	48	2020-03-11
French Guiana	0	5	0	2020-03-11
Georgia	0	24	0	2020-03-11
Germany	25	1908	3	2020-03-11
Greece	0	99	1	2020-03-11
Holy See	0	1	0	2020-03-11
Honduras	0	2	0	2020-03-11
Hungary	0	13	0	2020-03-11
Iceland	1	85	0	2020-03-11
India	4	62	1	2020-03-11
Indonesia	2	34	1	2020-03-11
Iran	2959	9000	354	2020-03-11
Iraq	15	71	7	2020-03-11
Ireland	0	43	1	2020-03-11
Israel	4	109	0	2020-03-11
Italy	1045	12462	827	2020-03-11
Jamaica	0	1	0	2020-03-11
Japan	118	639	15	2020-03-11
Jordan	0	1	0	2020-03-11
Korea, South	288	7755	60	2020-03-11
Kuwait	2	72	0	2020-03-11
Latvia	1	10	0	2020-03-11
Lebanon	1	61	3	2020-03-11
Liechtenstein	0	1	0	2020-03-11
Lithuania	0	3	0	2020-03-11
Luxembourg	0	7	0	2020-03-11
Mainland China	0	0	0	2020-03-11
Malaysia	26	149	0	2020-03-11
Maldives	0	8	0	2020-03-11
Malta	0	6	0	2020-03-11
Martinique	0	3	0	2020-03-11
Mexico	4	8	0	2020-03-11
Moldova	0	3	0	2020-03-11
Monaco	0	1	0	2020-03-11
Mongolia	0	1	0	2020-03-11
Morocco	0	5	1	2020-03-11
Nepal	1	1	0	2020-03-11
Netherlands	0	503	5	2020-03-11
New Zealand	0	5	0	2020-03-11
Nigeria	0	2	0	2020-03-11
North Macedonia	0	7	0	2020-03-11
Norway	1	598	0	2020-03-11
occupied Palestinian territory	0	0	0	2020-03-11
Oman	9	18	0	2020-03-11
Pakistan	2	19	0	2020-03-11
Panama	0	8	1	2020-03-11
Paraguay	0	5	0	2020-03-11
Peru	0	11	0	2020-03-11
Philippines	2	49	1	2020-03-11
Poland	0	31	0	2020-03-11
Portugal	0	59	0	2020-03-11
Qatar	0	262	0	2020-03-11
Reunion	0	1	0	2020-03-11
Romania	6	45	0	2020-03-11
Russia	3	20	0	2020-03-11
San Marino	0	62	2	2020-03-11
Saudi Arabia	1	21	0	2020-03-11
Senegal	1	4	0	2020-03-11
Serbia	0	12	0	2020-03-11
Singapore	96	178	0	2020-03-11
Slovakia	0	10	0	2020-03-11
Slovenia	0	57	0	2020-03-11
South Africa	0	13	0	2020-03-11
Spain	183	2277	54	2020-03-11
Sri Lanka	1	2	0	2020-03-11
Sweden	1	500	1	2020-03-11
Switzerland	4	652	4	2020-03-11
Taiwan*	17	48	1	2020-03-11
Thailand	34	59	1	2020-03-11
Togo	0	1	0	2020-03-11
Tunisia	0	7	0	2020-03-11
Turkey	0	1	0	2020-03-11
Ukraine	0	1	0	2020-03-11
United Arab Emirates	17	74	0	2020-03-11
United Kingdom	19	459	8	2020-03-11
US	8	1281	36	2020-03-11
Vietnam	16	38	0	2020-03-11
Afghanistan	0	7	0	2020-03-12
Albania	0	23	1	2020-03-12
Algeria	8	24	1	2020-03-12
Andorra	1	1	0	2020-03-12
Argentina	0	19	1	2020-03-12
Armenia	0	4	0	2020-03-12
Australia	21	128	3	2020-03-12
Austria	4	302	1	2020-03-12
Azerbaijan	3	11	0	2020-03-12
Bahrain	35	195	0	2020-03-12
Bangladesh	0	3	0	2020-03-12
Belarus	3	12	0	2020-03-12
Belgium	1	314	3	2020-03-12
Bhutan	0	1	0	2020-03-12
Bolivia	0	2	0	2020-03-12
Bosnia and Herzegovina	0	11	0	2020-03-12
Brazil	0	52	0	2020-03-12
Brunei	0	11	0	2020-03-12
Bulgaria	0	7	1	2020-03-12
Burkina Faso	0	2	0	2020-03-12
Cambodia	1	3	0	2020-03-12
Cameroon	0	2	0	2020-03-12
Canada	8	117	1	2020-03-12
Chile	0	23	0	2020-03-12
China	62901	80932	3172	2020-03-12
Colombia	0	9	0	2020-03-12
Congo (Kinshasa)	0	1	0	2020-03-12
Costa Rica	0	22	0	2020-03-12
Cote d'Ivoire	0	1	0	2020-03-12
Croatia	0	19	0	2020-03-12
Cruise Ship	325	696	7	2020-03-12
Cuba	0	3	0	2020-03-12
Cyprus	0	6	0	2020-03-12
Czechia	0	94	0	2020-03-12
Denmark	1	617	0	2020-03-12
Dominican Republic	0	5	0	2020-03-12
Ecuador	0	17	0	2020-03-12
Egypt	27	67	1	2020-03-12
Estonia	0	16	0	2020-03-12
Finland	1	59	0	2020-03-12
France	12	2284	48	2020-03-12
French Guiana	0	5	0	2020-03-12
Georgia	0	24	0	2020-03-12
Germany	25	2078	3	2020-03-12
Greece	0	99	1	2020-03-12
Guyana	0	1	1	2020-03-12
Holy See	0	1	0	2020-03-12
Honduras	0	2	0	2020-03-12
Hungary	0	13	0	2020-03-12
Iceland	1	103	0	2020-03-12
India	4	73	1	2020-03-12
Indonesia	2	34	1	2020-03-12
Iran	2959	10075	429	2020-03-12
Iraq	15	71	8	2020-03-12
Ireland	0	43	1	2020-03-12
Israel	4	131	0	2020-03-12
Italy	1045	12462	827	2020-03-12
Jamaica	0	2	0	2020-03-12
Japan	118	639	16	2020-03-12
Jordan	0	1	0	2020-03-12
Korea, South	333	7869	66	2020-03-12
Kuwait	5	80	0	2020-03-12
Latvia	1	10	0	2020-03-12
Lebanon	1	61	3	2020-03-12
Liechtenstein	0	1	0	2020-03-12
Lithuania	0	3	0	2020-03-12
Luxembourg	0	19	0	2020-03-12
Mainland China	0	0	0	2020-03-12
Malaysia	26	149	0	2020-03-12
Maldives	0	8	0	2020-03-12
Malta	0	6	0	2020-03-12
Martinique	0	3	0	2020-03-12
Mexico	4	12	0	2020-03-12
Moldova	0	3	0	2020-03-12
Monaco	0	2	0	2020-03-12
Mongolia	0	1	0	2020-03-12
Morocco	0	6	1	2020-03-12
Nepal	1	1	0	2020-03-12
Netherlands	0	503	5	2020-03-12
New Zealand	0	5	0	2020-03-12
Nigeria	0	2	0	2020-03-12
North Macedonia	0	7	0	2020-03-12
Norway	1	702	0	2020-03-12
occupied Palestinian territory	0	0	0	2020-03-12
Oman	9	18	0	2020-03-12
Pakistan	2	20	0	2020-03-12
Panama	0	11	1	2020-03-12
Paraguay	0	5	0	2020-03-12
Peru	0	15	0	2020-03-12
Philippines	2	52	2	2020-03-12
Poland	0	49	1	2020-03-12
Portugal	0	59	0	2020-03-12
Qatar	0	262	0	2020-03-12
Reunion	0	1	0	2020-03-12
Romania	6	49	0	2020-03-12
Russia	3	28	0	2020-03-12
San Marino	0	69	3	2020-03-12
Saudi Arabia	1	45	0	2020-03-12
Senegal	1	4	0	2020-03-12
Serbia	0	19	0	2020-03-12
