Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Total People In Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquire Calls,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: covid19india),,,
15/04/2020,Haryana,7388,Samples Sent,190,5581,1617,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20date%2015042020evening.pdf,,2.57%,0.26,258,,,,
16/04/2020,Haryana,8064,Samples Sent,214,6465,1408,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%2016-04-2020%20Evening.pdf,,2.65%,0.28,281,,,,
17/04/2020,Haryana,8884,Samples Sent,223,7148,1527,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin17_04_2020_Evening.pdf,,2.51%,0.31,310,,,,
18/04/2020,Haryana,10454,Samples Sent,232,8093,2143,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20-Morning-%2018-04-2020.pdfhttp://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20Evening%2018-04-2020.pdf,,2.22%,0.36,365,,,,
19/04/2020,Haryana,12687,Samples Sent,250,10230,2221,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Media%20Bulletin%2019th%20Aprilevening.pdf,,1.97%,0.44,442,,,,
20/04/2020,Haryana,13894,Samples Sent,251,11523,2134,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2020-04-2020.pdf,,1.81%,0.48,485,,,,
21/04/2020,Haryana,14562,Samples Sent,255,12253,2068,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2021-04-2020.pdf,,1.75%,0.51,508,,,,
22/04/2020,Haryana,15561,Samples Sent,264,13397,1914,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2022-04-2020.pdf,,1.70%,0.54,543,,,,
23/04/2020,Haryana,17582,Samples Sent,270,15452,1860,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2023-04-2020.pdf,,1.54%,0.61,613,,,,
24/04/2020,Haryana,18845,Samples Sent,275,16642,1928,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2024-04-2020.pdf,,1.46%,0.66,657,,,,
25/04/2020,Haryana,20270,Samples Sent,287,17787,2196,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2025-04-2020.pdf,,1.42%,0.71,707,,,,
26/04/2020,Haryana,21467,Samples Sent,296,19241,1930,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2026-04-2020.pdf,,1.38%,0.75,749,,,,
27/04/2020,Haryana,22993,Samples Sent,301,20702,1990,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2027-04-2020.pdf,,1.31%,0.80,802,,,,
28/04/2020,Haryana,24826,Samples Sent,308,22578,1940,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%20%2028-04-2020.pdf,,1.24%,0.87,866,,,,
29/04/2020,Haryana,26148,Samples Sent,311,24071,1766,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2029-04-2020.pdf,,1.19%,0.91,912,,,,
30/04/2020,Haryana,28202,Samples Sent,339,25929,1934,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Buletin%20%2030-04-2020.pdf,,1.20%,0.98,984,,,,
01/05/2020,Haryana,30191,Samples Sent,357,27784,2050,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2001-05-2020.pdf,,1.18%,1.05,1053,,,,
02/05/2020,Haryana,31200,Samples Sent,369,28867,1964,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Morning%20Bulletin%2002-05-2020.pdf,,1.18%,1.09,1088,,,,
03/05/2020,Haryana,35278,Samples Sent,442,32583,2253,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2003-05-2020.pdf,,1.25%,1.23,1230,,,,
04/05/2020,Haryana,38183,Samples Sent,517,34501,3120,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%204-05-2020.pdf,,1.35%,1.33,1332,,,,
05/05/2020,Haryana,40982,Samples Sent,548,36806,3574,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2005-05-2020.pdf,,1.34%,1.43,1429,,,,
06/05/2020,Haryana,43279,Samples Sent,594,38590,4095,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2006-05-2020.pdf,,1.37%,1.51,1509,,,,
07/05/2020,Haryana,46495,Samples Sent,625,41861,4009,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2007-05-2020.pdf,,1.34%,1.62,1622,,,,
08/05/2020,Haryana,49746,Samples Sent,647,43974,5125,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2008-05-2020.pdf,,1.30%,1.74,1735,,,,
09/05/2020,Haryana,53282,Samples Sent,675,48468,4139,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20of%20COVID%2019%20as%20on%20090520%20Evening.pdf,,1.27%,1.86,1858,,,,
10/05/2020,Haryana,56983,Samples Sent,703,51046,5234,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2010-05-2020.pdf,,1.23%,1.99,1987,,,,
11/05/2020,Haryana,59735,Samples Sent,730,53697,5308,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2011-05-2020.pdf,,1.22%,2.08,2083,,,,
12/05/2020,Haryana,62377,Samples Sent,780,56440,5157,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2012-05-2020.pdf,,1.25%,2.18,2176,,,,
13/05/2020,Haryana,65785,Samples Sent,793,59890,5102,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2013-05-2020.pdf,,,,,,,,
14/05/2020,Haryana,,,,,,,,,,,,,,,,,,,,,,
15/05/2020,Haryana,,,,,,,,,,,,,,,,,,,,,,
10/04/2020,Himachal Pradesh,900,Tested,30,870,,,,,,,,,,https://twitter.com/nhm_hp/status/1248648731374714880,,3.33%,0.12,123,7300000,,,
11/04/2020,Himachal Pradesh,900,Tested,30,870,0,,,,,,,,,http://www.nrhmhp.gov.in/,,3.33%,0.12,123,,,,
12/04/2020,Himachal Pradesh,1113,Tested,32,944,137,,,,,,,,,https://twitter.com/nhm_hp/status/1249299563308974085?s=09,,2.88%,0.15,152,,,,
13/04/2020,Himachal Pradesh,1210,Tested,32,1109,69,,,,,,,,,https://twitter.com/ANI/status/1249664611621703680?s=09,,2.64%,0.17,166,,,,
14/04/2020,Himachal Pradesh,1311,Tested,32,1232,47,,,,,,,,,https://twitter.com/nhm_hp/status/1250095208496132096/photo/1,,2.44%,0.18,180,,,,
15/04/2020,Himachal Pradesh,1426,Tested,35,1391,0,,,,,,,,,https://twitter.com/nhm_hp/status/1250447162388824064?s=19,,2.45%,0.20,195,,,,
16/04/2020,Himachal Pradesh,1604,Tested,35,1559,10,,,,,,,,,https://twitter.com/nhm_hp/status/1250826722766761986?s=09,,2.18%,0.22,220,,,,
17/04/2020,Himachal Pradesh,1992,Tested,36,1740,216,,,,,,,,,https://twitter.com/nhm_hp/status/1251189060976037890/photo/1,,1.81%,0.27,273,,,,
18/04/2020,Himachal Pradesh,2207,Tested,39,2091,77,,,,,,,,,https://twitter.com/nhm_hp/status/1251554269267779584?s=19,,1.77%,0.30,302,,,,
19/04/2020,Himachal Pradesh,2553,Tested,39,2337,177,,,,,,,,,https://twitter.com/nhm_hp/status/1251902095738810368?s=19,,1.53%,0.35,350,,,,
20/04/2020,Himachal Pradesh,2892,Tested,39,2714,139,,,,,,,,,https://twitter.com/nhm_hp/status/1252268502104313856/photo/1,,1.35%,0.40,396,,,,
21/04/2020,Himachal Pradesh,3341,Tested,39,2933,369,,,,,,,,,https://twitter.com/nhm_hp/status/1252581823864946690,,1.17%,0.46,458,,,,
22/04/2020,Himachal Pradesh,3700,Tested,39,3510,151,,,,,,,,,https://twitter.com/nhm_hp/status/1253011070173798402?s=09,,1.05%,0.51,507,,,,
23/04/2020,Himachal Pradesh,4020,Tested,40,3943,37,,,,,,,,,https://twitter.com/nhm_hp/status/1253364412880019456?s=19,,1.00%,0.55,551,,,,
24/04/2020,Himachal Pradesh,4328,Tested,40,4160,128,,,,,,,,,https://twitter.com/nhm_hp/status/1253724575323557890,,0.92%,0.59,593,,,,
25/04/2020,Himachal Pradesh,4623,Tested,40,4363,220,,,,,,,,,https://twitter.com/nhm_hp/status/1254028713022406657,,0.87%,0.63,633,,,,
26/04/2020,Himachal Pradesh,4901,Tested,40,4794,67,,,,,,,,,https://twitter.com/nhm_hp/status/1254445018900836353?s=19,,0.82%,0.67,671,,,,
27/04/2020,Himachal Pradesh,5106,Tested,40,5022,44,,,,,,,,,https://twitter.com/nhm_hp/status/1254806333687242755,,0.78%,0.70,699,,,,
28/04/2020,Himachal Pradesh,5391,Tested,40,5344,7,,,,,,,,,https://twitter.com/nhm_hp/status/1255171851342544898?s=19,,0.74%,0.74,738,,,,
29/04/2020,Himachal Pradesh,5772,Tested,40,5726,6,,,,,,,,,https://twitter.com/nhm_hp/status/1255532748296650752/photo/1,,0.69%,0.79,791,,,,
30/04/2020,Himachal Pradesh,6133,Tested,40,6091,2,,,,,,,,,https://twitter.com/nhm_hp/status/1255895001474772999?s=19,,0.65%,0.84,840,,,,
01/05/2020,Himachal Pradesh,6472,Tested,40,6432,0,,,,,,,,,https://twitter.com/nhm_hp/status/1256255886873378819?s=19,,0.62%,0.89,887,,,,
02/05/2020,Himachal Pradesh,6836,Tested,40,6791,5,,,,,,,,,https://twitter.com/nhm_hp/status/1256613842806685696?s=09,,0.59%,0.94,936,,,,
03/05/2020,Himachal Pradesh,7185,Tested,40,7133,12,,,,,,,,,https://twitter.com/nhm_hp/status/1256973348841631744?s=19,,0.56%,0.98,984,,,,
04/05/2020,Himachal Pradesh,7430,Tested,41,7320,69,,,,,,,,,https://twitter.com/nhm_hp/status/1257350626142564357?s=19,,0.55%,1.02,1018,,,,
05/05/2020,Himachal Pradesh,7893,Tested,42,7800,51,,,,,,,,,https://twitter.com/nhm_hp/status/1257705232416595968?s=09,,0.53%,1.08,1081,,,,
06/05/2020,Himachal Pradesh,8491,Tested,43,8055,393,,,,,,,,,https://twitter.com/nhm_hp/status/1258006647970000901?s=19,,0.51%,1.16,1163,,,,
07/05/2020,Himachal Pradesh,9005,Tested,46,8833,126,,,,,,,,,https://twitter.com/nhm_hp/status/1258423693891399681?s=19,,0.51%,1.23,1234,,,,
08/05/2020,Himachal Pradesh,9522,Tested,50,9434,38,,,,,,,,,https://twitter.com/nhm_hp/status/1258803799201906690?s=19,,0.53%,1.30,1304,,,,
09/05/2020,Himachal Pradesh,10208,Tested,52,10047,109,,,,,,,,,https://twitter.com/nhm_hp/status/1259151303114186753?s=19,,0.51%,1.40,1398,,,,
10/05/2020,Himachal Pradesh,10791,Tested,55,10343,393,,,,,,,,,https://twitter.com/nhm_hp/status/1259456413870354432?s=19,,0.51%,1.48,1478,,,,
11/05/2020,Himachal Pradesh,11267,Tested,59,11016,192,,,,,,,,,https://twitter.com/nhm_hp/status/1259878101313560576/photo/1,,0.52%,1.54,1543,,,,
12/05/2020,Himachal Pradesh,12224,Tested,66,11846,312,,,,,,,,,https://twitter.com/nhm_hp/status/1260248852176781312,,0.54%,1.67,1675,,,,
13/05/2020,Himachal Pradesh,13190,Tested,67,12867,256,,,,,,,,,https://twitter.com/nhm_hp/status/1260603713082843138?s=19,https://t.me/indiacovid/4704?single,,,,,,,
14/05/2020,Himachal Pradesh,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,Jammu and Kashmir,1551,Reports Received,106,1429,16,,,,,,,,,https://twitter.com/diprjk/status/1246764514135040000,,6.83%,0.12,117,13203000,,,
10/04/2020,Jammu and Kashmir,2961,Reports Received,207,2754,,415,Hospital,,,,,,,https://twitter.com/diprjk/status/1248598584380887042/photo/1,,6.99%,0.22,224,,,,
11/04/2020,Jammu and Kashmir,3206,Reports Received,224,2982,,422,Hospital,,,,,,,https://twitter.com/diprjk/status/1248973710284820486?s=19,,6.99%,0.24,243,,,,
12/04/2020,Jammu and Kashmir,3600,Reports Received,245,3355,,433,Hospital,,,,,,,https://twitter.com/diprjk/status/1249325016266637313,https://twitter.com/diprjk,6.81%,0.27,273,,,,
13/04/2020,Jammu and Kashmir,4065,Reports Received,270,3795,,354,Hospital,,,,,,,https://twitter.com/diprjk/status/1249691818737844224,,6.64%,0.31,308,,,,
14/04/2020,Jammu and Kashmir,4619,Reports Received,278,4341,,365,Hospital,,,,,,,https://twitter.com/diprjk/status/1250065146074071041/photo/2,,6.02%,0.35,350,,,,
15/04/2020,Jammu and Kashmir,5171,Reports Received,300,4871,,270,Hospital,,,,,,,https://twitter.com/diprjk/status/1250429960319152128?s=19,,5.80%,0.39,392,,,,
16/04/2020,Jammu and Kashmir,5680,Reports Received,314,5366,,265,Hospital,,,,,,,https://mobile.twitter.com/diprjk/status/1250767946072199168/photo/2,,5.53%,0.43,430,,,,
17/04/2020,Jammu and Kashmir,6438,Reports Received,328,6110,,260,Hospital,,,,,,,https://mobile.twitter.com/diprjk/status/1251154157924282371/photo/2,,5.09%,0.49,488,,,,
18/04/2020,Jammu and Kashmir,6937,Reports Received,341,6596,,252,Hospital,,,,,,,https://twitter.com/diprjk/status/1251512200130228233,,4.92%,0.53,525,,,,
19/04/2020,Jammu and Kashmir,7895,Reports Received,350,7545,,264,Hospital,,,,,,,https://twitter.com/diprjk/status/1251889101550174209?s=19,,4.43%,0.60,598,,,,
20/04/2020,Jammu and Kashmir,8612,Reports Received,368,8244,,229,Hospital,,,,,,,https://twitter.com/diprjk/status/1252217115072839682/photo/2,,4.27%,0.65,652,,,,
21/04/2020,Jammu and Kashmir,9220,Reports Received,380,8840,,248,Hospital,,,,,,,https://twitter.com/diprjk/status/1252595792776294400,,4.12%,0.70,698,,,,
22/04/2020,Jammu and Kashmir,10039,Reports Received,407,9632,,252,Hospital,,,,,,,https://twitter.com/diprjk/status/1252948284328431618/photo/2,,4.05%,0.76,760,,,,
23/04/2020,Jammu and Kashmir,10977,Reports Received,427,10550,,279,Hospital,,,,,,,https://twitter.com/diprjk/status/1253301875320909824/photo/2,,3.89%,0.83,831,,,,
24/04/2020,Jammu and Kashmir,11764,Reports Received,454,11310,,260,Hospital,,,,,,,https://twitter.com/diprjk/status/1253683232073080832,,3.86%,0.89,891,,,,
25/04/2020,Jammu and Kashmir,12835,Reports Received,494,12341,,263,Hospital,,,,,,,https://twitter.com/diprjk/status/1254041627196297217,,3.85%,0.97,972,,,,
26/04/2020,Jammu and Kashmir,13959,Reports Received,523,13436,,258,Hospital,,,,,,,https://twitter.com/diprjk/status/1254371474212884485/photo/2,,3.75%,1.06,1057,,,,
27/04/2020,Jammu and Kashmir,14988,Reports Received,546,14442,,259,Hospital,,,,,,,https://twitter.com/diprjk/status/1254769375883620353,,3.64%,1.14,1135,,,,
28/04/2020,Jammu and Kashmir,16619,Reports Received,565,16054,,255,Hospital,,,,,,,https://twitter.com/diprjk/status/1255107665719472133?s=19,,3.40%,1.26,1259,,,,
29/04/2020,Jammu and Kashmir,18450,Reports Received,581,17869,,244,Hospital,,,,,,,https://twitter.com/diprjk/status/1255484146765479937?s=19,,3.15%,1.40,1397,,,,
30/04/2020,Jammu and Kashmir,19746,Reports Received,614,19132,,193,Hospital,,,,,,,https://twitter.com/diprjk/status/1255851072364507139,,3.11%,1.50,1496,,,,
01/05/2020,Jammu and Kashmir,21695,Reports Received,639,21056,,185,Hospital,,,,,,,https://twitter.com/diprjk/status/1256194278877016065/photo/2,,2.95%,1.64,1643,,,,
02/05/2020,Jammu and Kashmir,23406,Reports Received,666,22794,,188,Hospital,,,,,,,https://twitter.com/diprjk/status/1256554999880077315/photo/2,,2.85%,1.77,1773,,,,
03/05/2020,Jammu and Kashmir,26038,Reports Received,701,25337,,183,Hospital,,,,,,,https://twitter.com/diprjk/status/1256923632846209027?s=19,,2.69%,1.97,1972,,,,
04/05/2020,Jammu and Kashmir,28199,Reports Received,726,27473,,182,Hospital,,,,,,,https://twitter.com/diprjk/status/1257302642537033732,,2.57%,2.14,2136,,,,
05/05/2020,Jammu and Kashmir,31312,Reports Received,741,30571,,213,Hospital,,,,,,,https://twitter.com/diprjk/status/1257662279602053120?s=19,,2.37%,2.37,2372,,,,
06/05/2020,Jammu and Kashmir,34277,Reports Received,775,33502,,190,Hospital,,,,,,,https://twitter.com/diprjk/status/1258032912064286730,,2.26%,2.60,2596,,,,
07/05/2020,Jammu and Kashmir,37706,Reports Received,793,36913,,186,Hospital,,,,,,,https://twitter.com/diprjk/status/1258386298240286721,,2.10%,2.86,2856,,,,
08/05/2020,Jammu and Kashmir,42427,Reports Received,823,41604,,186,Hospital,,,,,,,https://twitter.com/diprjk/status/1258734793769934849?s=19,,1.94%,3.21,3213,,,,
09/05/2020,Jammu and Kashmir,44753,Reports Received,836,43917,,137,Hospital,,,,,,,https://twitter.com/diprjk/status/1259089888302952448,,1.87%,3.39,3390,,,,
10/05/2020,Jammu and Kashmir,47080,Reports Received,861,46291,,177,Hospital,,,,,,,https://twitter.com/diprjk/status/1259477829839777792?s=19,,1.83%,3.57,3566,,,,
11/05/2020,Jammu and Kashmir,51334,Reports Received,879,50455,,190,Hospital,,,,,,,https://twitter.com/diprjk/status/1259833146410852352/photo/2,,1.71%,3.89,3888,,,,
12/05/2020,Jammu and Kashmir,53726,Reports Received,934,52792,,153,Hospital,,,,,,,https://twitter.com/diprjk/status/1260200858555494400,,1.74%,4.07,4069,,,,
13/05/2020,Jammu and Kashmir,57111,Reports Received,971,56140,,149,Hospital,,,,,,,https://twitter.com/diprjk/status/1260573425577406466/photo/2,,1.70%,4.33,4326,,,,
10/04/2020,Jharkhand,1340,Tested,14,1326,,,Centre,,2891,239,,,,https://twitter.com/BannaGupta76/status/1248679134676443136,,1.04%,0.04,36,37403000,,,
11/04/2020,Jharkhand,1546,Tested,17,1529,366,,Centre,,2891,239,,,,https://twitter.com/BannaGupta76/status/1249017689827205121?s=20,,1.10%,0.04,41,,,,
12/04/2020,Jharkhand,1683,Tested,17,1666,434,,,,2891,239,,,,https://twitter.com/RanchiPIB/status/1249357914571038724,,1.01%,0.04,45,,,,
13/04/2020,Jharkhand,1982,Tested,19,1963,541,,Centre,,2891,239,,,,https://twitter.com/RanchiPIB/status/1249748332857053186?s=20,,0.96%,0.05,53,,,,
14/04/2020,Jharkhand,2334,Tested,27,2307,451,,Centre,,2891,239,,,,https://mobile.twitter.com/FobGumla/status/1250155260691144704/photo/1,,1.16%,0.06,62,,,,
17/04/2020,Jharkhand,3143,Tested,32,3111,,,Centre,,2891,239,,,,https://mobile.twitter.com/FobGumla/status/1251192890342158338,,1.02%,0.08,84,,,,
18/04/2020,Jharkhand,3431,Tested,33,3398,,,Centre,,2891,239,,,,https://twitter.com/FobGumla/status/1251564826863628289?s=09,,0.96%,0.09,92,,,,
19/04/2020,Jharkhand,3646,Tested,38,3608,,,Centre,,2891,239,,,,https://mobile.twitter.com/FobGumla/status/1251922007429492736,,1.04%,0.10,97,,,,
20/04/2020,Jharkhand,4235,Tested,45,4190,,,Centre,,2891,239,,,,https://mobile.twitter.com/RanchiPIB/status/1252286622701219840,,1.06%,0.11,113,,,,
21/04/2020,Jharkhand,,Tested,,,,,Centre,,,,,,,,,,0.00,0,,,,
22/04/2020,Jharkhand,5176,Tested,49,5127,,,Centre,,2891,239,,,,https://twitter.com/RanchiPIB/status/1253147423527993345?s=09,,0.95%,0.14,138,,,,
23/04/2020,Jharkhand,5380,Tested,53,5327,,,,,,,,,,https://twitter.com/FobGumla/status/1253342601530368001?s=09,,0.99%,0.14,144,,,,
24/04/2020,Jharkhand,6162,Tested,57,6105,,,Centre,,,,,,,https://twitter.com/FobGumla/status/1253727385851015170/photo/1,,0.93%,0.16,165,,,,
25/04/2020,Jharkhand,6970,Tested,67,6903,,,Centre,,,,,,,https://twitter.com/FobGumla/status/1254135906212012034,,0.96%,0.19,186,,,,
26/04/2020,Jharkhand,7806,Tested,82,7724,,,Centre,,,,,,,https://twitter.com/FobGumla/status/1254496811949023232?s=19,,1.05%,0.21,209,,,,
27/04/2020,Jharkhand,8757,Tested,103,8654,,,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1254812298784342018?s=19,,1.18%,0.23,234,,,,
28/04/2020,Jharkhand,9408,Tested,105,9303,,,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1255181900785696769?s=19,,1.12%,0.25,252,,,,
29/04/2020,Jharkhand,10268,Tested,107,10161,,,Centre,,,,,,,https://twitter.com/FobGumla/status/1255623927360962560/photo/1,,1.04%,0.27,275,,,,
30/04/2020,Jharkhand,10987,Tested,109,10878,,,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1256075687296827392?s=19,,0.99%,0.29,294,,,,
01/05/2020,Jharkhand,11771,Tested,113,11658,,,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1256411187119611906,,0.96%,0.31,315,,,,
02/05/2020,Jharkhand,12393,Tested,115,12278,,,Centre,,,,,,,https://twitter.com/FobGumla/status/1256609438334545921?s=19,,0.93%,0.33,331,,,,
03/05/2020,Jharkhand,13055,Tested,115,12940,,,Centre,,,,,,,https://twitter.com/ANI/status/1256975540772364289?s=19,,0.88%,0.35,349,,,,
04/05/2020,Jharkhand,13832,Tested,115,13717,,,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1257324103532285952?s=20,,0.83%,0.37,370,,,,
05/05/2020,Jharkhand,15064,Tested,125,14939,,,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1257725928257531905,https://t.me/indiacovid/4093,0.83%,0.40,403,,,,
06/05/2020,Jharkhand,15908,Tested,127,15799,,,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1258054089935470592,https://t.me/indiacovid/4162,0.80%,0.43,425,,,,
07/05/2020,Jharkhand,17101,Tested,132,16969,,,Centre,,,,,,,https://twitter.com/RobRanchi/status/1258426829561462784?s=19,,0.77%,0.46,457,,,,
08/05/2020,Jharkhand,17219,Tested,132,17087,,,,,,,,,,https://twitter.com/RobRanchi/status/1258652457481076736,,0.77%,0.46,460,,,,
09/05/2020,Jharkhand,18632,Tested,154,18478,,,,,,,,,,https://twitter.com/RobRanchi/status/1259013915737878531?s=19,,0.83%,0.50,498,,,,
10/05/2020,Jharkhand,20832,Tested,157,20675,,,Centre,,,,,,,https://twitter.com/RobRanchi/status/1259523301606658048?s=19,,0.75%,0.56,557,,,,
11/05/2020,Jharkhand,21201,Tested,160,21041,,,,,,,,,,https://twitter.com/RobRanchi/status/1259763103123685376/photo/1,,,,,,,,
12/05/2020,Jharkhand,22815,Tested,164,22651,,,,,,,,,,https://twitter.com/RobRanchi/status/1260121296676904961?s=19,,,,,,,,
13/05/2020,Jharkhand,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,Karnataka,4587,Tested,128,4281,178,219,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/03-04-2020(English).pdf,,2.79%,0.07,70,65798000,,,
07/04/2020,Karnataka,6580,Tested,175,5942,,,,,1540,250,130,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/07-04-2020(English).pdf,,2.66%,0.10,100,,,,
08/04/2020,Karnataka,6967,Tested,181,6473,,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/08-04-2020(English).pdf,,2.60%,0.11,106,,,,
09/04/2020,Karnataka,7613,Tested,197,7176,,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/09-04-2020(English).pdf,,2.59%,0.12,116,,,,
10/04/2020,Karnataka,7975,Tested,207,7673,,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/10-04-2020(English).pdf,,2.60%,0.12,121,,,,
11/04/2020,Karnataka,8560,Tested,215,8231,,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/11-04-2020(English).pdf,,2.51%,0.13,130,,,,
12/04/2020,Karnataka,9251,Tested,232,8831,,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/12-04-2020(English).pdf,https://karunadu.karnataka.gov.in/hfw/kannada/Pages/cv-media-bulletin.aspx,2.51%,0.14,141,,,,
13/04/2020,Karnataka,10017,Tested,247,9572,,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/13-04-2020(English).pdf,,2.47%,0.15,152,,,,
14/04/2020,Karnataka,11107,Tested,260,10554,,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/14-04-2020(English).pdf ,,2.34%,0.17,169,,,,
15/04/2020,Karnataka,12483,Tested,279,11905,,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/15-04-2020(English).pdf,,2.24%,0.19,190,,,,
16/04/2020,Karnataka,13724,Tested,315,13074,,,,,,,,,,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/16-04-2020(English).pdf,,2.30%,0.21,209,,,,
17/04/2020,Karnataka,17594,Tested,359,14606,,,,,,,,,9864,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/17-04-2020(English).pdf,,2.04%,0.27,267,,,,
18/04/2020,Karnataka,19186,Tested,384,15658,,,,,,,,,6366,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/18-04-2020-05-00PM-English.pdf,,2.00%,0.29,292,,,,
19/04/2020,Karnataka,21367,Tested,390,17662,,,,,,,,,4609,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/19-04-2020-05-00-English.pdf,,1.83%,0.32,325,,,,
20/04/2020,Karnataka,23460,Tested,408,19497,,,,,,,,,3564,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/20-04-2020(English).pdf,,1.74%,0.36,357,,,,
21/04/2020,Karnataka,26233,Tested,418,22222,,,,,,,,,3802,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/21-04-2020-05-00-English.pdf,,1.59%,0.40,399,,,,
22/04/2020,Karnataka,29512,Tested,427,25424,,,,,,,,,4898,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/22-04-2020-05-00-English.pdf,,1.45%,0.45,449,,,,
