place,Day,variable,value,text
West Bengal,2021-03-23,pct_one_dose,3.6775,India<br>2021-03-23: 3.68% with one dose<br>
West Bengal,2021-03-24,pct_one_dose,3.7862,India<br>2021-03-24: 3.79% with one dose<br>
West Bengal,2021-03-25,pct_one_dose,3.8922,India<br>2021-03-25: 3.89% with one dose<br>
West Bengal,2021-03-26,pct_one_dose,4.1943,India<br>2021-03-26: 4.19% with one dose<br>
West Bengal,2021-03-27,pct_one_dose,4.3644,India<br>2021-03-27: 4.36% with one dose<br>
West Bengal,2021-03-28,pct_one_dose,4.3656,India<br>2021-03-28: 4.37% with one dose<br>
West Bengal,2021-03-29,pct_one_dose,4.3867,India<br>2021-03-29: 4.39% with one dose<br>
West Bengal,2021-03-30,pct_one_dose,4.5797,India<br>2021-03-30: 4.58% with one dose<br>
West Bengal,2021-03-31,pct_one_dose,4.7068,India<br>2021-03-31: 4.71% with one dose<br>
West Bengal,2021-04-01,pct_one_dose,4.8845,India<br>2021-04-01: 4.88% with one dose<br>
West Bengal,2021-04-02,pct_one_dose,5.2631,India<br>2021-04-02: 5.26% with one dose<br>
West Bengal,2021-04-03,pct_one_dose,5.4398,India<br>2021-04-03: 5.44% with one dose<br>
West Bengal,2021-04-04,pct_one_dose,5.5889,India<br>2021-04-04: 5.59% with one dose<br>
West Bengal,2021-04-05,pct_one_dose,5.9763,India<br>2021-04-05: 5.98% with one dose<br>
West Bengal,2021-04-06,pct_one_dose,6.2903,India<br>2021-04-06: 6.29% with one dose<br>
West Bengal,2021-04-07,pct_one_dose,6.4525,India<br>2021-04-07: 6.45% with one dose<br>
West Bengal,2021-04-08,pct_one_dose,6.6724,India<br>2021-04-08: 6.67% with one dose<br>
West Bengal,2021-04-09,pct_one_dose,7.0019,India<br>2021-04-09: 7% with one dose<br>
West Bengal,2021-04-10,pct_one_dose,7.1957,India<br>2021-04-10: 7.2% with one dose<br>
West Bengal,2021-04-11,pct_one_dose,7.2765,India<br>2021-04-11: 7.28% with one dose<br>
West Bengal,2021-04-12,pct_one_dose,7.4741,India<br>2021-04-12: 7.47% with one dose<br>
West Bengal,2021-04-13,pct_one_dose,7.5626,India<br>2021-04-13: 7.56% with one dose<br>
West Bengal,2021-04-14,pct_one_dose,7.6351,India<br>2021-04-14: 7.64% with one dose<br>
West Bengal,2021-04-15,pct_one_dose,7.6522,India<br>2021-04-15: 7.65% with one dose<br>
West Bengal,2021-04-16,pct_one_dose,7.739,India<br>2021-04-16: 7.74% with one dose<br>
West Bengal,2021-04-17,pct_one_dose,7.8193,India<br>2021-04-17: 7.82% with one dose<br>
West Bengal,2021-04-18,pct_one_dose,7.8355,India<br>2021-04-18: 7.84% with one dose<br>
West Bengal,2021-04-19,pct_one_dose,7.9475,India<br>2021-04-19: 7.95% with one dose<br>
West Bengal,2021-04-20,pct_one_dose,8.0814,India<br>2021-04-20: 8.08% with one dose<br>
West Bengal,2021-04-21,pct_one_dose,8.1878,India<br>2021-04-21: 8.19% with one dose<br>
West Bengal,2021-04-22,pct_one_dose,8.2812,India<br>2021-04-22: 8.28% with one dose<br>
West Bengal,2021-04-23,pct_one_dose,8.3995,India<br>2021-04-23: 8.4% with one dose<br>
West Bengal,2021-04-24,pct_one_dose,8.4899,India<br>2021-04-24: 8.49% with one dose<br>
West Bengal,2021-04-25,pct_one_dose,8.5069,India<br>2021-04-25: 8.51% with one dose<br>
West Bengal,2021-04-26,pct_one_dose,8.631,India<br>2021-04-26: 8.63% with one dose<br>
West Bengal,2021-04-27,pct_one_dose,8.7378,India<br>2021-04-27: 8.74% with one dose<br>
West Bengal,2021-04-28,pct_one_dose,8.8131,India<br>2021-04-28: 8.81% with one dose<br>
West Bengal,2021-04-29,pct_one_dose,8.871,India<br>2021-04-29: 8.87% with one dose<br>
West Bengal,2021-04-30,pct_one_dose,8.9391,India<br>2021-04-30: 8.94% with one dose<br>
West Bengal,2021-05-01,pct_one_dose,8.9721,India<br>2021-05-01: 8.97% with one dose<br>
West Bengal,2021-05-02,pct_one_dose,8.9703,India<br>2021-05-02: 8.97% with one dose<br>
West Bengal,2021-05-03,pct_one_dose,8.9903,India<br>2021-05-03: 8.99% with one dose<br>
West Bengal,2021-05-04,pct_one_dose,9.0044,India<br>2021-05-04: 9% with one dose<br>
West Bengal,2021-05-05,pct_one_dose,9.0126,India<br>2021-05-05: 9.01% with one dose<br>
West Bengal,2021-05-06,pct_one_dose,9.0222,India<br>2021-05-06: 9.02% with one dose<br>
West Bengal,2021-05-07,pct_one_dose,9.035,India<br>2021-05-07: 9.04% with one dose<br>
West Bengal,2021-05-08,pct_one_dose,9.0441,India<br>2021-05-08: 9.04% with one dose<br>
West Bengal,2021-05-09,pct_one_dose,9.0453,India<br>2021-05-09: 9.05% with one dose<br>
West Bengal,2021-05-10,pct_one_dose,9.0545,India<br>2021-05-10: 9.05% with one dose<br>
West Bengal,2021-05-11,pct_one_dose,9.0656,India<br>2021-05-11: 9.07% with one dose<br>
West Bengal,2021-05-12,pct_one_dose,9.0803,India<br>2021-05-12: 9.08% with one dose<br>
West Bengal,2021-05-13,pct_one_dose,9.0963,India<br>2021-05-13: 9.1% with one dose<br>
West Bengal,2021-05-14,pct_one_dose,9.106,India<br>2021-05-14: 9.11% with one dose<br>
West Bengal,2021-05-15,pct_one_dose,9.1293,India<br>2021-05-15: 9.13% with one dose<br>
West Bengal,2021-05-16,pct_one_dose,9.1329,India<br>2021-05-16: 9.13% with one dose<br>
West Bengal,2021-05-17,pct_one_dose,9.1757,India<br>2021-05-17: 9.18% with one dose<br>
West Bengal,2021-05-18,pct_one_dose,9.2213,India<br>2021-05-18: 9.22% with one dose<br>
West Bengal,2021-05-19,pct_one_dose,9.2705,India<br>2021-05-19: 9.27% with one dose<br>
West Bengal,2021-05-20,pct_one_dose,9.4375,India<br>2021-05-20: 9.44% with one dose<br>
West Bengal,2021-05-21,pct_one_dose,9.4949,India<br>2021-05-21: 9.49% with one dose<br>
West Bengal,2021-05-22,pct_one_dose,9.5682,India<br>2021-05-22: 9.57% with one dose<br>
West Bengal,2021-05-23,pct_one_dose,9.6265,India<br>2021-05-23: 9.63% with one dose<br>
West Bengal,2021-05-24,pct_one_dose,9.8098,India<br>2021-05-24: 9.81% with one dose<br>
West Bengal,2021-05-25,pct_one_dose,9.959,India<br>2021-05-25: 9.96% with one dose<br>
West Bengal,2021-05-26,pct_one_dose,10.0279,India<br>2021-05-26: 10.03% with one dose<br>
West Bengal,2021-05-27,pct_one_dose,10.202,India<br>2021-05-27: 10.2% with one dose<br>
West Bengal,2021-05-28,pct_one_dose,10.4609,India<br>2021-05-28: 10.46% with one dose<br>
West Bengal,2021-05-29,pct_one_dose,10.7355,India<br>2021-05-29: 10.74% with one dose<br>
West Bengal,2021-05-30,pct_one_dose,10.8793,India<br>2021-05-30: 10.88% with one dose<br>
West Bengal,2021-05-31,pct_one_dose,11.1809,India<br>2021-05-31: 11.18% with one dose<br>
West Bengal,2021-06-01,pct_one_dose,11.4246,India<br>2021-06-01: 11.42% with one dose<br>
West Bengal,2021-06-02,pct_one_dose,11.6385,India<br>2021-06-02: 11.64% with one dose<br>
West Bengal,2021-06-03,pct_one_dose,11.879,India<br>2021-06-03: 11.88% with one dose<br>
West Bengal,2021-06-04,pct_one_dose,12.166,India<br>2021-06-04: 12.17% with one dose<br>
West Bengal,2021-06-05,pct_one_dose,12.4689,India<br>2021-06-05: 12.47% with one dose<br>
West Bengal,2021-06-06,pct_one_dose,12.5881,India<br>2021-06-06: 12.59% with one dose<br>
West Bengal,2021-06-07,pct_one_dose,12.8814,India<br>2021-06-07: 12.88% with one dose<br>
West Bengal,2021-06-08,pct_one_dose,13.1366,India<br>2021-06-08: 13.14% with one dose<br>
West Bengal,2021-06-09,pct_one_dose,13.3618,India<br>2021-06-09: 13.36% with one dose<br>
West Bengal,2021-06-10,pct_one_dose,13.5546,India<br>2021-06-10: 13.55% with one dose<br>
West Bengal,2021-06-11,pct_one_dose,13.7793,India<br>2021-06-11: 13.78% with one dose<br>
West Bengal,2021-06-12,pct_one_dose,13.9785,India<br>2021-06-12: 13.98% with one dose<br>
West Bengal,2021-06-13,pct_one_dose,14.0331,India<br>2021-06-13: 14.03% with one dose<br>
West Bengal,2021-06-14,pct_one_dose,14.2263,India<br>2021-06-14: 14.23% with one dose<br>
West Bengal,2021-06-15,pct_one_dose,14.4411,India<br>2021-06-15: 14.44% with one dose<br>
West Bengal,2021-06-16,pct_one_dose,14.5553,India<br>2021-06-16: 14.56% with one dose<br>
West Bengal,2021-06-17,pct_one_dose,14.7115,India<br>2021-06-17: 14.71% with one dose<br>
West Bengal,2021-06-18,pct_one_dose,14.8831,India<br>2021-06-18: 14.88% with one dose<br>
West Bengal,2021-06-19,pct_one_dose,15.1308,India<br>2021-06-19: 15.13% with one dose<br>
West Bengal,2021-06-20,pct_one_dose,15.1987,India<br>2021-06-20: 15.2% with one dose<br>
West Bengal,2021-06-21,pct_one_dose,15.4563,India<br>2021-06-21: 15.46% with one dose<br>
West Bengal,2021-06-22,pct_one_dose,15.7096,India<br>2021-06-22: 15.71% with one dose<br>
West Bengal,2021-06-23,pct_one_dose,16.013,India<br>2021-06-23: 16.01% with one dose<br>
West Bengal,2021-06-24,pct_one_dose,16.2769,India<br>2021-06-24: 16.28% with one dose<br>
West Bengal,2021-06-25,pct_one_dose,16.6141,India<br>2021-06-25: 16.61% with one dose<br>
West Bengal,2021-06-26,pct_one_dose,16.8418,India<br>2021-06-26: 16.84% with one dose<br>
West Bengal,2021-06-27,pct_one_dose,16.9058,India<br>2021-06-27: 16.91% with one dose<br>
West Bengal,2021-06-28,pct_one_dose,17.0926,India<br>2021-06-28: 17.09% with one dose<br>
West Bengal,2021-06-29,pct_one_dose,17.2637,India<br>2021-06-29: 17.26% with one dose<br>
West Bengal,2021-06-30,pct_one_dose,17.3709,India<br>2021-06-30: 17.37% with one dose<br>
West Bengal,2021-07-01,pct_one_dose,17.4399,India<br>2021-07-01: 17.44% with one dose<br>
West Bengal,2021-07-02,pct_one_dose,17.5626,India<br>2021-07-02: 17.56% with one dose<br>
West Bengal,2021-07-03,pct_one_dose,17.6827,India<br>2021-07-03: 17.68% with one dose<br>
West Bengal,2021-07-04,pct_one_dose,17.7141,India<br>2021-07-04: 17.71% with one dose<br>
West Bengal,2021-07-05,pct_one_dose,17.8383,India<br>2021-07-05: 17.84% with one dose<br>
West Bengal,2021-07-06,pct_one_dose,17.9378,India<br>2021-07-06: 17.94% with one dose<br>
West Bengal,2021-07-07,pct_one_dose,18.0121,India<br>2021-07-07: 18.01% with one dose<br>
West Bengal,2021-07-08,pct_one_dose,18.1108,India<br>2021-07-08: 18.11% with one dose<br>
West Bengal,2021-07-09,pct_one_dose,18.1963,India<br>2021-07-09: 18.2% with one dose<br>
West Bengal,2021-07-10,pct_one_dose,18.2706,India<br>2021-07-10: 18.27% with one dose<br>
West Bengal,2021-07-11,pct_one_dose,18.2996,India<br>2021-07-11: 18.3% with one dose<br>
West Bengal,2021-07-12,pct_one_dose,18.3668,India<br>2021-07-12: 18.37% with one dose<br>
West Bengal,2021-07-13,pct_one_dose,18.5969,India<br>2021-07-13: 18.6% with one dose<br>
West Bengal,2021-07-14,pct_one_dose,18.7155,India<br>2021-07-14: 18.72% with one dose<br>
West Bengal,2021-07-15,pct_one_dose,18.8302,India<br>2021-07-15: 18.83% with one dose<br>
West Bengal,2021-07-16,pct_one_dose,18.9668,India<br>2021-07-16: 18.97% with one dose<br>
West Bengal,2021-07-17,pct_one_dose,19.1327,India<br>2021-07-17: 19.13% with one dose<br>
West Bengal,2021-07-18,pct_one_dose,19.184,India<br>2021-07-18: 19.18% with one dose<br>
West Bengal,2021-07-19,pct_one_dose,19.3498,India<br>2021-07-19: 19.35% with one dose<br>
West Bengal,2021-07-20,pct_one_dose,19.496,India<br>2021-07-20: 19.5% with one dose<br>
West Bengal,2021-07-21,pct_one_dose,19.5566,India<br>2021-07-21: 19.56% with one dose<br>
West Bengal,2021-07-22,pct_one_dose,19.6785,India<br>2021-07-22: 19.68% with one dose<br>
West Bengal,2021-07-23,pct_one_dose,19.877,India<br>2021-07-23: 19.88% with one dose<br>
West Bengal,2021-07-24,pct_one_dose,20.1098,India<br>2021-07-24: 20.11% with one dose<br>
West Bengal,2021-07-25,pct_one_dose,20.1738,India<br>2021-07-25: 20.17% with one dose<br>
West Bengal,2021-07-26,pct_one_dose,20.394,India<br>2021-07-26: 20.39% with one dose<br>
West Bengal,2021-07-27,pct_one_dose,20.5946,India<br>2021-07-27: 20.59% with one dose<br>
West Bengal,2021-07-28,pct_one_dose,20.7792,India<br>2021-07-28: 20.78% with one dose<br>
West Bengal,2021-07-29,pct_one_dose,20.9505,India<br>2021-07-29: 20.95% with one dose<br>
West Bengal,2021-07-30,pct_one_dose,21.1963,India<br>2021-07-30: 21.2% with one dose<br>
West Bengal,2021-07-31,pct_one_dose,21.642,India<br>2021-07-31: 21.64% with one dose<br>
West Bengal,2021-08-01,pct_one_dose,21.7771,India<br>2021-08-01: 21.78% with one dose<br>
West Bengal,2021-08-02,pct_one_dose,22.1451,India<br>2021-08-02: 22.15% with one dose<br>
West Bengal,2021-08-03,pct_one_dose,22.5168,India<br>2021-08-03: 22.52% with one dose<br>
West Bengal,2021-08-04,pct_one_dose,22.7668,India<br>2021-08-04: 22.77% with one dose<br>
West Bengal,2021-08-05,pct_one_dose,23.1227,India<br>2021-08-05: 23.12% with one dose<br>
West Bengal,2021-08-06,pct_one_dose,23.4735,India<br>2021-08-06: 23.47% with one dose<br>
West Bengal,2021-08-07,pct_one_dose,23.695,India<br>2021-08-07: 23.7% with one dose<br>
West Bengal,2021-08-08,pct_one_dose,23.7533,India<br>2021-08-08: 23.75% with one dose<br>
West Bengal,2021-08-09,pct_one_dose,24.0072,India<br>2021-08-09: 24.01% with one dose<br>
West Bengal,2021-08-10,pct_one_dose,24.3112,India<br>2021-08-10: 24.31% with one dose<br>
West Bengal,2021-08-11,pct_one_dose,24.5794,India<br>2021-08-11: 24.58% with one dose<br>
West Bengal,2021-08-12,pct_one_dose,24.8684,India<br>2021-08-12: 24.87% with one dose<br>
West Bengal,2021-08-13,pct_one_dose,25.2645,India<br>2021-08-13: 25.26% with one dose<br>
West Bengal,2021-08-14,pct_one_dose,25.6097,India<br>2021-08-14: 25.61% with one dose<br>
West Bengal,2021-08-15,pct_one_dose,25.6733,India<br>2021-08-15: 25.67% with one dose<br>
West Bengal,2021-08-16,pct_one_dose,25.9415,India<br>2021-08-16: 25.94% with one dose<br>
West Bengal,2021-08-17,pct_one_dose,26.2366,India<br>2021-08-17: 26.24% with one dose<br>
West Bengal,2021-08-18,pct_one_dose,26.4401,India<br>2021-08-18: 26.44% with one dose<br>
West Bengal,2021-08-19,pct_one_dose,26.6715,India<br>2021-08-19: 26.67% with one dose<br>
West Bengal,2021-08-20,pct_one_dose,26.8157,India<br>2021-08-20: 26.82% with one dose<br>
West Bengal,2021-08-21,pct_one_dose,27.0434,India<br>2021-08-21: 27.04% with one dose<br>
West Bengal,2021-08-22,pct_one_dose,27.1112,India<br>2021-08-22: 27.11% with one dose<br>
West Bengal,2021-08-23,pct_one_dose,27.4322,India<br>2021-08-23: 27.43% with one dose<br>
West Bengal,2021-08-24,pct_one_dose,27.7171,India<br>2021-08-24: 27.72% with one dose<br>
West Bengal,2021-08-25,pct_one_dose,28.0169,India<br>2021-08-25: 28.02% with one dose<br>
West Bengal,2021-08-26,pct_one_dose,28.2801,India<br>2021-08-26: 28.28% with one dose<br>
West Bengal,2021-08-27,pct_one_dose,28.642,India<br>2021-08-27: 28.64% with one dose<br>
West Bengal,2021-08-29,pct_one_dose,29.2014,India<br>2021-08-29: 29.2% with one dose<br>
West Bengal,2021-08-30,pct_one_dose,29.4883,India<br>2021-08-30: 29.49% with one dose<br>
West Bengal,2021-08-31,pct_one_dose,30.487,India<br>2021-08-31: 30.49% with one dose<br>
West Bengal,2021-09-01,pct_one_dose,30.86,India<br>2021-09-01: 30.86% with one dose<br>
West Bengal,2021-09-02,pct_one_dose,31.3346,India<br>2021-09-02: 31.33% with one dose<br>
West Bengal,2021-09-03,pct_one_dose,31.7259,India<br>2021-09-03: 31.73% with one dose<br>
West Bengal,2021-09-04,pct_one_dose,32.0037,India<br>2021-09-04: 32% with one dose<br>
West Bengal,2021-09-05,pct_one_dose,32.129,India<br>2021-09-05: 32.13% with one dose<br>
West Bengal,2021-09-06,pct_one_dose,32.6389,India<br>2021-09-06: 32.64% with one dose<br>
West Bengal,2021-09-07,pct_one_dose,33.0456,India<br>2021-09-07: 33.05% with one dose<br>
West Bengal,2021-09-08,pct_one_dose,33.5606,India<br>2021-09-08: 33.56% with one dose<br>
West Bengal,2021-09-09,pct_one_dose,33.9187,India<br>2021-09-09: 33.92% with one dose<br>
West Bengal,2021-09-10,pct_one_dose,34.4445,India<br>2021-09-10: 34.44% with one dose<br>
West Bengal,2021-09-11,pct_one_dose,34.8283,India<br>2021-09-11: 34.83% with one dose<br>
West Bengal,2021-09-12,pct_one_dose,34.9566,India<br>2021-09-12: 34.96% with one dose<br>
West Bengal,2021-09-13,pct_one_dose,35.2419,India<br>2021-09-13: 35.24% with one dose<br>
West Bengal,2021-09-14,pct_one_dose,35.4708,India<br>2021-09-14: 35.47% with one dose<br>
West Bengal,2021-09-15,pct_one_dose,35.6677,India<br>2021-09-15: 35.67% with one dose<br>
West Bengal,2021-09-16,pct_one_dose,35.8752,India<br>2021-09-16: 35.88% with one dose<br>
West Bengal,2021-09-17,pct_one_dose,36.1334,India<br>2021-09-17: 36.13% with one dose<br>
West Bengal,2021-09-18,pct_one_dose,37.1004,India<br>2021-09-18: 37.1% with one dose<br>
West Bengal,2021-09-19,pct_one_dose,37.3326,India<br>2021-09-19: 37.33% with one dose<br>
West Bengal,2021-09-20,pct_one_dose,37.9873,India<br>2021-09-20: 37.99% with one dose<br>
West Bengal,2021-09-21,pct_one_dose,38.8874,India<br>2021-09-21: 38.89% with one dose<br>
West Bengal,2021-09-22,pct_one_dose,39.3121,India<br>2021-09-22: 39.31% with one dose<br>
West Bengal,2021-09-23,pct_one_dose,39.6342,India<br>2021-09-23: 39.63% with one dose<br>
West Bengal,2021-09-24,pct_one_dose,40.3569,India<br>2021-09-24: 40.36% with one dose<br>
West Bengal,2021-09-25,pct_one_dose,40.773,India<br>2021-09-25: 40.77% with one dose<br>
West Bengal,2021-09-26,pct_one_dose,40.9024,India<br>2021-09-26: 40.9% with one dose<br>
West Bengal,2021-09-27,pct_one_dose,41.328,India<br>2021-09-27: 41.33% with one dose<br>
West Bengal,2021-09-28,pct_one_dose,41.6384,India<br>2021-09-28: 41.64% with one dose<br>
West Bengal,2021-09-29,pct_one_dose,42.0202,India<br>2021-09-29: 42.02% with one dose<br>
West Bengal,2021-09-30,pct_one_dose,42.3942,India<br>2021-09-30: 42.39% with one dose<br>
West Bengal,2021-10-01,pct_one_dose,42.8766,India<br>2021-10-01: 42.88% with one dose<br>
West Bengal,2021-10-02,pct_one_dose,43.1059,India<br>2021-10-02: 43.11% with one dose<br>
West Bengal,2021-10-03,pct_one_dose,43.176,India<br>2021-10-03: 43.18% with one dose<br>
West Bengal,2021-10-04,pct_one_dose,43.5964,India<br>2021-10-04: 43.6% with one dose<br>
West Bengal,2021-10-05,pct_one_dose,44.4543,India<br>2021-10-05: 44.45% with one dose<br>
West Bengal,2021-10-06,pct_one_dose,44.7425,India<br>2021-10-06: 44.74% with one dose<br>
West Bengal,2021-10-07,pct_one_dose,45.7357,India<br>2021-10-07: 45.74% with one dose<br>
West Bengal,2021-10-08,pct_one_dose,46.5127,India<br>2021-10-08: 46.51% with one dose<br>
West Bengal,2021-10-09,pct_one_dose,47.6813,India<br>2021-10-09: 47.68% with one dose<br>
West Bengal,2021-10-10,pct_one_dose,47.9033,India<br>2021-10-10: 47.9% with one dose<br>
West Bengal,2021-10-11,pct_one_dose,48.3432,India<br>2021-10-11: 48.34% with one dose<br>
West Bengal,2021-10-12,pct_one_dose,48.8694,India<br>2021-10-12: 48.87% with one dose<br>
West Bengal,2021-10-13,pct_one_dose,48.9053,India<br>2021-10-13: 48.91% with one dose<br>
West Bengal,2021-10-14,pct_one_dose,48.9473,India<br>2021-10-14: 48.95% with one dose<br>
West Bengal,2021-10-15,pct_one_dose,48.9871,India<br>2021-10-15: 48.99% with one dose<br>
West Bengal,2021-10-16,pct_one_dose,49.4697,India<br>2021-10-16: 49.47% with one dose<br>
West Bengal,2021-10-18,pct_one_dose,50.5793,India<br>2021-10-18: 50.58% with one dose<br>
West Bengal,2021-10-19,pct_one_dose,51.1147,India<br>2021-10-19: 51.11% with one dose<br>
West Bengal,2021-10-20,pct_one_dose,51.3359,India<br>2021-10-20: 51.34% with one dose<br>
West Bengal,2021-10-21,pct_one_dose,52.0346,India<br>2021-10-21: 52.03% with one dose<br>
West Bengal,2021-10-22,pct_one_dose,52.8528,India<br>2021-10-22: 52.85% with one dose<br>
West Bengal,2021-10-23,pct_one_dose,53.8155,India<br>2021-10-23: 53.82% with one dose<br>
West Bengal,2021-10-24,pct_one_dose,54.0475,India<br>2021-10-24: 54.05% with one dose<br>
West Bengal,2021-10-25,pct_one_dose,54.7057,India<br>2021-10-25: 54.71% with one dose<br>
West Bengal,2021-10-26,pct_one_dose,55.3593,India<br>2021-10-26: 55.36% with one dose<br>
West Bengal,2021-10-27,pct_one_dose,55.6935,India<br>2021-10-27: 55.69% with one dose<br>
West Bengal,2021-10-28,pct_one_dose,56.2431,India<br>2021-10-28: 56.24% with one dose<br>
West Bengal,2021-10-29,pct_one_dose,56.9577,India<br>2021-10-29: 56.96% with one dose<br>
West Bengal,2021-10-30,pct_one_dose,57.7451,India<br>2021-10-30: 57.75% with one dose<br>
West Bengal,2021-10-31,pct_one_dose,57.9728,India<br>2021-10-31: 57.97% with one dose<br>
West Bengal,2021-11-01,pct_one_dose,58.7884,India<br>2021-11-01: 58.79% with one dose<br>
West Bengal,2021-11-02,pct_one_dose,59.3014,India<br>2021-11-02: 59.3% with one dose<br>
West Bengal,2021-11-03,pct_one_dose,59.6709,India<br>2021-11-03: 59.67% with one dose<br>
West Bengal,2021-11-04,pct_one_dose,59.7758,India<br>2021-11-04: 59.78% with one dose<br>
West Bengal,2021-11-05,pct_one_dose,60.0089,India<br>2021-11-05: 60.01% with one dose<br>
West Bengal,2021-11-06,pct_one_dose,60.0482,India<br>2021-11-06: 60.05% with one dose<br>
West Bengal,2021-11-07,pct_one_dose,60.1527,India<br>2021-11-07: 60.15% with one dose<br>
West Bengal,2021-11-08,pct_one_dose,60.679,India<br>2021-11-08: 60.68% with one dose<br>
West Bengal,2021-11-09,pct_one_dose,61.034,India<br>2021-11-09: 61.03% with one dose<br>
West Bengal,2021-11-10,pct_one_dose,61.2721,India<br>2021-11-10: 61.27% with one dose<br>
West Bengal,2021-11-11,pct_one_dose,61.3918,India<br>2021-11-11: 61.39% with one dose<br>
West Bengal,2021-11-12,pct_one_dose,61.6347,India<br>2021-11-12: 61.63% with one dose<br>
West Bengal,2021-11-13,pct_one_dose,61.8209,India<br>2021-11-13: 61.82% with one dose<br>
West Bengal,2021-11-14,pct_one_dose,61.8881,India<br>2021-11-14: 61.89% with one dose<br>
West Bengal,2021-11-15,pct_one_dose,62.2143,India<br>2021-11-15: 62.21% with one dose<br>
West Bengal,2021-11-16,pct_one_dose,62.4819,India<br>2021-11-16: 62.48% with one dose<br>
West Bengal,2021-11-17,pct_one_dose,62.6931,India<br>2021-11-17: 62.69% with one dose<br>
West Bengal,2021-11-18,pct_one_dose,62.8364,India<br>2021-11-18: 62.84% with one dose<br>
West Bengal,2021-11-19,pct_one_dose,63.0404,India<br>2021-11-19: 63.04% with one dose<br>
West Bengal,2021-11-20,pct_one_dose,63.2974,India<br>2021-11-20: 63.3% with one dose<br>
West Bengal,2021-11-21,pct_one_dose,63.4056,India<br>2021-11-21: 63.41% with one dose<br>
West Bengal,2021-11-22,pct_one_dose,63.6912,India<br>2021-11-22: 63.69% with one dose<br>
West Bengal,2021-11-23,pct_one_dose,63.9602,India<br>2021-11-23: 63.96% with one dose<br>
West Bengal,2021-11-24,pct_one_dose,64.1933,India<br>2021-11-24: 64.19% with one dose<br>
West Bengal,2021-11-25,pct_one_dose,64.3742,India<br>2021-11-25: 64.37% with one dose<br>
West Bengal,2021-11-26,pct_one_dose,64.5995,India<br>2021-11-26: 64.6% with one dose<br>
West Bengal,2021-11-27,pct_one_dose,64.8072,India<br>2021-11-27: 64.81% with one dose<br>
West Bengal,2021-11-28,pct_one_dose,64.92,India<br>2021-11-28: 64.92% with one dose<br>
West Bengal,2021-11-29,pct_one_dose,65.1153,India<br>2021-11-29: 65.12% with one dose<br>
West Bengal,2021-11-30,pct_one_dose,65.2956,India<br>2021-11-30: 65.3% with one dose<br>
West Bengal,2021-12-01,pct_one_dose,65.389,India<br>2021-12-01: 65.39% with one dose<br>
West Bengal,2021-12-02,pct_one_dose,65.505,India<br>2021-12-02: 65.5% with one dose<br>
West Bengal,2021-12-03,pct_one_dose,65.6262,India<br>2021-12-03: 65.63% with one dose<br>
West Bengal,2021-12-04,pct_one_dose,65.7019,India<br>2021-12-04: 65.7% with one dose<br>
West Bengal,2021-12-05,pct_one_dose,65.7287,India<br>2021-12-05: 65.73% with one dose<br>
West Bengal,2021-12-06,pct_one_dose,65.7998,India<br>2021-12-06: 65.8% with one dose<br>
West Bengal,2021-12-07,pct_one_dose,65.8781,India<br>2021-12-07: 65.88% with one dose<br>
West Bengal,2021-12-08,pct_one_dose,65.9432,India<br>2021-12-08: 65.94% with one dose<br>
West Bengal,2021-12-09,pct_one_dose,65.9881,India<br>2021-12-09: 65.99% with one dose<br>
West Bengal,2021-12-10,pct_one_dose,66.0468,India<br>2021-12-10: 66.05% with one dose<br>
West Bengal,2021-12-11,pct_one_dose,66.0901,India<br>2021-12-11: 66.09% with one dose<br>
West Bengal,2021-12-12,pct_one_dose,66.0996,India<br>2021-12-12: 66.1% with one dose<br>
West Bengal,2021-12-13,pct_one_dose,66.1502,India<br>2021-12-13: 66.15% with one dose<br>
West Bengal,2021-12-14,pct_one_dose,66.1532,India<br>2021-12-14: 66.15% with one dose<br>
West Bengal,2021-12-15,pct_one_dose,66.1984,India<br>2021-12-15: 66.2% with one dose<br>
West Bengal,2021-12-16,pct_one_dose,66.2368,India<br>2021-12-16: 66.24% with one dose<br>
West Bengal,2021-12-17,pct_one_dose,66.2686,India<br>2021-12-17: 66.27% with one dose<br>
West Bengal,2021-12-18,pct_one_dose,66.3136,India<br>2021-12-18: 66.31% with one dose<br>
West Bengal,2021-12-19,pct_one_dose,66.348,India<br>2021-12-19: 66.35% with one dose<br>
West Bengal,2021-12-20,pct_one_dose,66.3545,India<br>2021-12-20: 66.35% with one dose<br>
West Bengal,2021-12-21,pct_one_dose,66.3953,India<br>2021-12-21: 66.4% with one dose<br>
West Bengal,2021-12-22,pct_one_dose,66.4301,India<br>2021-12-22: 66.43% with one dose<br>
West Bengal,2021-12-23,pct_one_dose,66.4609,India<br>2021-12-23: 66.46% with one dose<br>
West Bengal,2021-12-24,pct_one_dose,66.4884,India<br>2021-12-24: 66.49% with one dose<br>
West Bengal,2021-12-25,pct_one_dose,66.5276,India<br>2021-12-25: 66.53% with one dose<br>
West Bengal,2021-12-26,pct_one_dose,66.5317,India<br>2021-12-26: 66.53% with one dose<br>
West Bengal,2021-12-27,pct_one_dose,66.5356,India<br>2021-12-27: 66.54% with one dose<br>
West Bengal,2021-12-28,pct_one_dose,66.573,India<br>2021-12-28: 66.57% with one dose<br>
West Bengal,2021-12-29,pct_one_dose,66.6084,India<br>2021-12-29: 66.61% with one dose<br>
