Country,Date,Incident_Cases,Cases_fmt,text,loess_cases,Day
Iran,2020-04-18,1374,"1,374","Iran<br>2020-04-18: 1,374 incident cases<br>",1393.75540114784,53
Italy,2020-04-18,3491,"3,491","Italy<br>2020-04-18: 3,491 incident cases<br>",3119.97839544246,56
Netherlands,2020-04-18,1073,"1,073","Netherlands<br>2020-04-18: 1,073 incident cases<br>",946.715556819706,45
Pakistan,2020-04-18,710,710,Pakistan<br>2020-04-18: 710 incident cases<br>,538.219266424609,35
Russia,2020-04-18,4785,"4,785","Russia<br>2020-04-18: 4,785 incident cases<br>",4816.9338291749,33
South Korea,2020-04-18,18,18,South Korea<br>2020-04-18: 18 incident cases<br>,16.782336691678,59
Switzerland,2020-04-18,326,326,Switzerland<br>2020-04-18: 326 incident cases<br>,278.698804549504,45
Turkey,2020-04-18,,NA,Turkey<br>2020-04-18: NA incident cases<br>,0,31
US,2020-04-18,27325,"27,325","US<br>2020-04-18: 27,325 incident cases<br>",28831.3386582179,46
United Kingdom,2020-04-18,4731,"4,731","United Kingdom<br>2020-04-18: 4,731 incident cases<br>",4745.10631830559,48
Belgium,2020-04-19,1313,"1,313","Belgium<br>2020-04-19: 1,313 incident cases<br>",1255.57282851781,45
Brazil,2020-04-19,1996,"1,996","Brazil<br>2020-04-19: 1,996 incident cases<br>",2720.06834274052,38
Canada,2020-04-19,1700,"1,700","Canada<br>2020-04-19: 1,700 incident cases<br>",1777.80982384799,43
China,2020-04-19,63,63,China<br>2020-04-19: 63 incident cases<br>,107.288627003501,89
France,2020-04-19,1094,"1,094","France<br>2020-04-19: 1,094 incident cases<br>",3615.8206002135,51
Germany,2020-04-19,2458,"2,458","Germany<br>2020-04-19: 2,458 incident cases<br>",2522.38270616148,50
Iran,2020-04-19,1343,"1,343","Iran<br>2020-04-19: 1,343 incident cases<br>",1343.48734792746,54
Italy,2020-04-19,3047,"3,047","Italy<br>2020-04-19: 3,047 incident cases<br>",3054.66573474514,57
Netherlands,2020-04-19,756,756,Netherlands<br>2020-04-19: 756 incident cases<br>,913.971079113823,46
Pakistan,2020-04-19,70,70,Pakistan<br>2020-04-19: 70 incident cases<br>,580.575714411745,36
Russia,2020-04-19,6060,"6,060","Russia<br>2020-04-19: 6,060 incident cases<br>",4839.46501537759,34
South Korea,2020-04-19,8,8,South Korea<br>2020-04-19: 8 incident cases<br>,15.1933484846343,60
Switzerland,2020-04-19,336,336,Switzerland<br>2020-04-19: 336 incident cases<br>,267.946141320758,46
Turkey,2020-04-19,3977,"3,977","Turkey<br>2020-04-19: 3,977 incident cases<br>",4458.33749226801,32
US,2020-04-19,25035,"25,035","US<br>2020-04-19: 25,035 incident cases<br>",28925.0792558795,47
United Kingdom,2020-04-19,3867,"3,867","United Kingdom<br>2020-04-19: 3,867 incident cases<br>",4769.57788030606,49
Belgium,2020-04-20,1487,"1,487","Belgium<br>2020-04-20: 1,487 incident cases<br>",1229.00525554726,46
Brazil,2020-04-20,2089,"2,089","Brazil<br>2020-04-20: 2,089 incident cases<br>",2927.43402285038,39
Canada,2020-04-20,1712,"1,712","Canada<br>2020-04-20: 1,712 incident cases<br>",1760.17599796748,44
China,2020-04-20,61,61,China<br>2020-04-20: 61 incident cases<br>,97.3650384484148,90
France,2020-04-20,2447,"2,447","France<br>2020-04-20: 2,447 incident cases<br>",2742.17141225631,52
Germany,2020-04-20,1775,"1,775","Germany<br>2020-04-20: 1,775 incident cases<br>",2445.66469678812,51
Iran,2020-04-20,1294,"1,294","Iran<br>2020-04-20: 1,294 incident cases<br>",1297.48590310273,55
Italy,2020-04-20,2256,"2,256","Italy<br>2020-04-20: 2,256 incident cases<br>",2988.96594317936,58
Netherlands,2020-04-20,729,729,Netherlands<br>2020-04-20: 729 incident cases<br>,874.868822880927,47
Pakistan,2020-04-20,1147,"1,147","Pakistan<br>2020-04-20: 1,147 incident cases<br>",621.588928240089,37
Russia,2020-04-20,4268,"4,268","Russia<br>2020-04-20: 4,268 incident cases<br>",4894.31251213311,35
South Korea,2020-04-20,13,13,South Korea<br>2020-04-20: 13 incident cases<br>,13.7371868731522,61
Switzerland,2020-04-20,204,204,Switzerland<br>2020-04-20: 204 incident cases<br>,254.42002307996,47
Turkey,2020-04-20,4674,"4,674","Turkey<br>2020-04-20: 4,674 incident cases<br>",4146.83897368505,33
US,2020-04-20,30653,"30,653","US<br>2020-04-20: 30,653 incident cases<br>",28910.5571815367,48
United Kingdom,2020-04-20,4877,"4,877","United Kingdom<br>2020-04-20: 4,877 incident cases<br>",4784.06921394345,50
Belgium,2020-04-21,973,973,Belgium<br>2020-04-21: 973 incident cases<br>,1190.08460503399,47
Brazil,2020-04-21,2336,"2,336","Brazil<br>2020-04-21: 2,336 incident cases<br>",3155.53755885619,40
Canada,2020-04-21,1590,"1,590","Canada<br>2020-04-21: 1,590 incident cases<br>",1720.73395618682,45
China,2020-04-21,70,70,China<br>2020-04-21: 70 incident cases<br>,84.171577066454,91
France,2020-04-21,2666,"2,666","France<br>2020-04-21: 2,666 incident cases<br>",2087.61594759519,53
Germany,2020-04-21,1785,"1,785","Germany<br>2020-04-21: 1,785 incident cases<br>",2329.42548061953,52
Iran,2020-04-21,1297,"1,297","Iran<br>2020-04-21: 1,297 incident cases<br>",1254.61669861848,56
Italy,2020-04-21,2729,"2,729","Italy<br>2020-04-21: 2,729 incident cases<br>",2907.95527619878,59
Netherlands,2020-04-21,708,708,Netherlands<br>2020-04-21: 708 incident cases<br>,819.22189385474,48
Pakistan,2020-04-21,511,511,Pakistan<br>2020-04-21: 511 incident cases<br>,661.872913088016,38
Russia,2020-04-21,5642,"5,642","Russia<br>2020-04-21: 5,642 incident cases<br>",4983.60049072284,36
South Korea,2020-04-21,9,9,South Korea<br>2020-04-21: 9 incident cases<br>,12.4399342516204,62
Switzerland,2020-04-21,119,119,Switzerland<br>2020-04-21: 119 incident cases<br>,235.608548098429,48
Turkey,2020-04-21,4611,"4,611","Turkey<br>2020-04-21: 4,611 incident cases<br>",3857.64827064588,34
US,2020-04-21,25941,"25,941","US<br>2020-04-21: 25,941 incident cases<br>",28870.9566487545,49
United Kingdom,2020-04-21,4771,"4,771","United Kingdom<br>2020-04-21: 4,771 incident cases<br>",4785.98631950443,51
Belgium,2020-04-22,933,933,Belgium<br>2020-04-22: 933 incident cases<br>,1131.90504761386,48
Brazil,2020-04-22,2678,"2,678","Brazil<br>2020-04-22: 2,678 incident cases<br>",3409.72280063923,41
Canada,2020-04-22,1846,"1,846","Canada<br>2020-04-22: 1,846 incident cases<br>",1677.29212562296,46
China,2020-04-22,56,56,China<br>2020-04-22: 56 incident cases<br>,70.7047264219367,92
France,2020-04-22,1799,"1,799","France<br>2020-04-22: 1,799 incident cases<br>",1597.36031812691,54
Germany,2020-04-22,2237,"2,237","Germany<br>2020-04-22: 2,237 incident cases<br>",2195.69867803555,53
Iran,2020-04-22,1194,"1,194","Iran<br>2020-04-22: 1,194 incident cases<br>",1213.16731952944,57
Italy,2020-04-22,3370,"3,370","Italy<br>2020-04-22: 3,370 incident cases<br>",2806.00364652721,60
Netherlands,2020-04-22,894,894,Netherlands<br>2020-04-22: 894 incident cases<br>,748.080811218814,49
Pakistan,2020-04-22,1079,"1,079","Pakistan<br>2020-04-22: 1,079 incident cases<br>",702.041674133904,39
Russia,2020-04-22,5236,"5,236","Russia<br>2020-04-22: 5,236 incident cases<br>",5110.99808592763,37
South Korea,2020-04-22,11,11,South Korea<br>2020-04-22: 11 incident cases<br>,11.3276730144277,63
Switzerland,2020-04-22,205,205,Switzerland<br>2020-04-22: 205 incident cases<br>,214.683647581889,49
Turkey,2020-04-22,3083,"3,083","Turkey<br>2020-04-22: 3,083 incident cases<br>",3591.3289368751,35
US,2020-04-22,29946,"29,946","US<br>2020-04-22: 29,946 incident cases<br>",28810.8203839695,50
United Kingdom,2020-04-22,5506,"5,506","United Kingdom<br>2020-04-22: 5,506 incident cases<br>",4782.26187077422,52
Belgium,2020-04-23,908,908,Belgium<br>2020-04-23: 908 incident cases<br>,1059.34445914017,49
Brazil,2020-04-23,4279,"4,279","Brazil<br>2020-04-23: 4,279 incident cases<br>",3680.04593930709,42
Canada,2020-04-23,1809,"1,809","Canada<br>2020-04-23: 1,809 incident cases<br>",1647.65893339286,47
China,2020-04-23,40,40,China<br>2020-04-23: 40 incident cases<br>,59.9609700791808,93
France,2020-04-23,-1709,"-1,709","France<br>2020-04-23: -1,709 incident cases<br>",1216.61063574826,55
Germany,2020-04-23,2352,"2,352","Germany<br>2020-04-23: 2,352 incident cases<br>",2057.57316662356,54
Iran,2020-04-23,1030,"1,030","Iran<br>2020-04-23: 1,030 incident cases<br>",1174.34941604486,58
Italy,2020-04-23,2646,"2,646","Italy<br>2020-04-23: 2,646 incident cases<br>",2692.4103228746,61
Netherlands,2020-04-23,808,808,Netherlands<br>2020-04-23: 808 incident cases<br>,675.440462140671,50
Pakistan,2020-04-23,785,785,Pakistan<br>2020-04-23: 785 incident cases<br>,740.106373125563,40
Russia,2020-04-23,4774,"4,774","Russia<br>2020-04-23: 4,774 incident cases<br>",5277.70257887423,38
South Korea,2020-04-23,14,14,South Korea<br>2020-04-23: 14 incident cases<br>,10.6206587395048,64
Switzerland,2020-04-23,228,228,Switzerland<br>2020-04-23: 228 incident cases<br>,194.345937968262,50
Turkey,2020-04-23,3116,"3,116","Turkey<br>2020-04-23: 3,116 incident cases<br>",3347.45587100269,36
US,2020-04-23,32050,"32,050","US<br>2020-04-23: 32,050 incident cases<br>",28734.6911136185,51
United Kingdom,2020-04-23,5153,"5,153","United Kingdom<br>2020-04-23: 5,153 incident cases<br>",4776.045439516,53
Belgium,2020-04-24,1496,"1,496","Belgium<br>2020-04-24: 1,496 incident cases<br>",982.88670175008,50
Brazil,2020-04-24,4007,"4,007","Brazil<br>2020-04-24: 4,007 incident cases<br>",3956.56316596737,43
Canada,2020-04-24,1640,"1,640","Canada<br>2020-04-24: 1,640 incident cases<br>",1633.3566974775,48
China,2020-04-24,46,46,China<br>2020-04-24: 46 incident cases<br>,51.5422985817522,94
France,2020-04-24,2811,"2,811","France<br>2020-04-24: 2,811 incident cases<br>",1037.2445562224,56
Germany,2020-04-24,2337,"2,337","Germany<br>2020-04-24: 2,337 incident cases<br>",1928.13782397093,55
Iran,2020-04-24,1168,"1,168","Iran<br>2020-04-24: 1,168 incident cases<br>",1139.37463837395,59
Italy,2020-04-24,3021,"3,021","Italy<br>2020-04-24: 3,021 incident cases<br>",2574.64559467373,62
Netherlands,2020-04-24,657,657,Netherlands<br>2020-04-24: 657 incident cases<br>,615.295733787827,51
Pakistan,2020-04-24,783,783,Pakistan<br>2020-04-24: 783 incident cases<br>,775.164557229693,41
Russia,2020-04-24,5849,"5,849","Russia<br>2020-04-24: 5,849 incident cases<br>",5484.91125068941,39
South Korea,2020-04-24,10,10,South Korea<br>2020-04-24: 10 incident cases<br>,10.3317889687251,65
Switzerland,2020-04-24,181,181,Switzerland<br>2020-04-24: 181 incident cases<br>,177.296035695474,51
Turkey,2020-04-24,3122,"3,122","Turkey<br>2020-04-24: 3,122 incident cases<br>",3124.25644882239,37
US,2020-04-24,31497,"31,497","US<br>2020-04-24: 31,497 incident cases<br>",28681.3676280639,52
United Kingdom,2020-04-24,4980,"4,980","United Kingdom<br>2020-04-24: 4,980 incident cases<br>",4759.06837298341,54
Belgium,2020-04-25,1032,"1,032","Belgium<br>2020-04-25: 1,032 incident cases<br>",913.015637580748,51
Brazil,2020-04-25,5281,"5,281","Brazil<br>2020-04-25: 5,281 incident cases<br>",4233.51613539452,44
Canada,2020-04-25,1582,"1,582","Canada<br>2020-04-25: 1,582 incident cases<br>",1621.79442284429,49
China,2020-04-25,38,38,China<br>2020-04-25: 38 incident cases<br>,43.3946229939967,95
France,2020-04-25,1678,"1,678","France<br>2020-04-25: 1,678 incident cases<br>",1082.48400944891,57
Germany,2020-04-25,2055,"2,055","Germany<br>2020-04-25: 2,055 incident cases<br>",1805.40003817739,56
Iran,2020-04-25,1134,"1,134","Iran<br>2020-04-25: 1,134 incident cases<br>",1100.65895773553,60
Italy,2020-04-25,2357,"2,357","Italy<br>2020-04-25: 2,357 incident cases<br>",2460.1797513574,63
Netherlands,2020-04-25,655,655,Netherlands<br>2020-04-25: 655 incident cases<br>,565.671467351058,52
Pakistan,2020-04-25,605,605,Pakistan<br>2020-04-25: 605 incident cases<br>,809.459809753002,42
Russia,2020-04-25,5966,"5,966","Russia<br>2020-04-25: 5,966 incident cases<br>",5728.81673769078,40
South Korea,2020-04-25,10,10,South Korea<br>2020-04-25: 10 incident cases<br>,10.176109042391,66
Switzerland,2020-04-25,217,217,Switzerland<br>2020-04-25: 217 incident cases<br>,165.801602049586,52
Turkey,2020-04-25,2861,"2,861","Turkey<br>2020-04-25: 2,861 incident cases<br>",2920.27293980447,38
US,2020-04-25,30591,"30,591","US<br>2020-04-25: 30,591 incident cases<br>",28649.4372913172,53
United Kingdom,2020-04-25,3783,"3,783","United Kingdom<br>2020-04-25: 3,783 incident cases<br>",4723.06201843007,55
Belgium,2020-04-26,809,809,Belgium<br>2020-04-26: 809 incident cases<br>,840.625611231379,52
Brazil,2020-04-26,3776,"3,776","Brazil<br>2020-04-26: 3,776 incident cases<br>",4515.22761990015,45
Canada,2020-04-26,1211,"1,211","Canada<br>2020-04-26: 1,211 incident cases<br>",1609.61056708978,50
China,2020-04-26,29,29,China<br>2020-04-26: 29 incident cases<br>,36.0303076614023,96
France,2020-04-26,633,633,France<br>2020-04-26: 633 incident cases<br>,1194.55151852919,58
Germany,2020-04-26,1737,"1,737","Germany<br>2020-04-26: 1,737 incident cases<br>",1682.1618158939,57
Iran,2020-04-26,1153,"1,153","Iran<br>2020-04-26: 1,153 incident cases<br>",1057.76571286678,61
Italy,2020-04-26,2324,"2,324","Italy<br>2020-04-26: 2,324 incident cases<br>",2343.97149726357,64
Netherlands,2020-04-26,401,401,Netherlands<br>2020-04-26: 401 incident cases<br>,517.045654325129,53
Pakistan,2020-04-26,587,587,Pakistan<br>2020-04-26: 587 incident cases<br>,845.2357140022,43
Russia,2020-04-26,6361,"6,361","Russia<br>2020-04-26: 6,361 incident cases<br>",6008.424425777,41
South Korea,2020-04-26,10,10,South Korea<br>2020-04-26: 10 incident cases<br>,9.86866430080467,67
Switzerland,2020-04-26,167,167,Switzerland<br>2020-04-26: 167 incident cases<br>,158.333951366765,53
Turkey,2020-04-26,2357,"2,357","Turkey<br>2020-04-26: 2,357 incident cases<br>",2734.0476134192,39
US,2020-04-26,25865,"25,865","US<br>2020-04-26: 25,865 incident cases<br>",28583.1256902883,54
United Kingdom,2020-04-26,3475,"3,475","United Kingdom<br>2020-04-26: 3,475 incident cases<br>",4664.14611677603,56
Belgium,2020-04-27,553,553,Belgium<br>2020-04-27: 553 incident cases<br>,757.824917603596,53
Brazil,2020-04-27,4346,"4,346","Brazil<br>2020-04-27: 4,346 incident cases<br>",4806.87548689759,46
Canada,2020-04-27,1656,"1,656","Canada<br>2020-04-27: 1,656 incident cases<br>",1593.4435878105,51
China,2020-04-27,31,31,China<br>2020-04-27: 31 incident cases<br>,29.9617169294569,97
France,2020-04-27,3686,"3,686","France<br>2020-04-27: 3,686 incident cases<br>",1215.66960656464,59
Germany,2020-04-27,1018,"1,018","Germany<br>2020-04-27: 1,018 incident cases<br>",1563.7039625347,58
Iran,2020-04-27,991,991,Iran<br>2020-04-27: 991 incident cases<br>,1022.62760525442,62
Italy,2020-04-27,1739,"1,739","Italy<br>2020-04-27: 1,739 incident cases<br>",2220.61741401801,65
Netherlands,2020-04-27,171,171,Netherlands<br>2020-04-27: 171 incident cases<br>,472.092907333545,54
Pakistan,2020-04-27,697,697,Pakistan<br>2020-04-27: 697 incident cases<br>,874.831764026976,44
Russia,2020-04-27,6198,"6,198","Russia<br>2020-04-27: 6,198 incident cases<br>",6329.15072044627,42
South Korea,2020-04-27,14,14,South Korea<br>2020-04-27: 14 incident cases<br>,9.15282773500279,68
Switzerland,2020-04-27,103,103,Switzerland<br>2020-04-27: 103 incident cases<br>,151.899179660087,54
Turkey,2020-04-27,2131,"2,131","Turkey<br>2020-04-27: 2,131 incident cases<br>",2571.10256102992,40
US,2020-04-27,24738,"24,738","US<br>2020-04-27: 24,738 incident cases<br>",28426.6584118876,55
United Kingdom,2020-04-27,4707,"4,707","United Kingdom<br>2020-04-27: 4,707 incident cases<br>",4587.17731960786,57
Belgium,2020-04-28,647,647,Belgium<br>2020-04-28: 647 incident cases<br>,676.918344288183,54
Brazil,2020-04-28,5789,"5,789","Brazil<br>2020-04-28: 5,789 incident cases<br>",5113.63760380018,47
Canada,2020-04-28,1523,"1,523","Canada<br>2020-04-28: 1,523 incident cases<br>",1576.45569413345,52
China,2020-04-28,62,62,China<br>2020-04-28: 62 incident cases<br>,25.5889249313549,98
France,2020-04-28,3132,"3,132","France<br>2020-04-28: 3,132 incident cases<br>",1165.83641821695,60
Germany,2020-04-28,1144,"1,144","Germany<br>2020-04-28: 1,144 incident cases<br>",1455.30728351403,59
Iran,2020-04-28,1112,"1,112","Iran<br>2020-04-28: 1,112 incident cases<br>",1007.1773363852,63
Italy,2020-04-28,2091,"2,091","Italy<br>2020-04-28: 2,091 incident cases<br>",2097.04460698526,66
Netherlands,2020-04-28,387,387,Netherlands<br>2020-04-28: 387 incident cases<br>,433.487838999817,55
Pakistan,2020-04-28,913,913,Pakistan<br>2020-04-28: 913 incident cases<br>,897.271690439937,45
Russia,2020-04-28,6411,"6,411","Russia<br>2020-04-28: 6,411 incident cases<br>",6696.41202719684,43
South Korea,2020-04-28,9,9,South Korea<br>2020-04-28: 9 incident cases<br>,8.19508223172791,69
Switzerland,2020-04-28,100,100,Switzerland<br>2020-04-28: 100 incident cases<br>,143.503382942629,55
Turkey,2020-04-28,2392,"2,392","Turkey<br>2020-04-28: 2,392 incident cases<br>",2433.83118022619,41
US,2020-04-28,24527,"24,527","US<br>2020-04-28: 24,527 incident cases<br>",28138.3869885625,56
United Kingdom,2020-04-28,4724,"4,724","United Kingdom<br>2020-04-28: 4,724 incident cases<br>",4496.99234017899,58
Belgium,2020-04-29,525,525,Belgium<br>2020-04-29: 525 incident cases<br>,610.210678875927,55
Brazil,2020-04-29,6450,"6,450","Brazil<br>2020-04-29: 6,450 incident cases<br>",5443.81658696188,48
Canada,2020-04-29,1689,"1,689","Canada<br>2020-04-29: 1,689 incident cases<br>",1561.41693982538,53
China,2020-04-29,29,29,China<br>2020-04-29: 29 incident cases<br>,22.6356918298537,99
France,2020-04-29,-1455,"-1,455","France<br>2020-04-29: -1,455 incident cases<br>",1152.82846772956,61
Germany,2020-04-29,1304,"1,304","Germany<br>2020-04-29: 1,304 incident cases<br>",1346.51601136424,60
Iran,2020-04-29,1073,"1,073","Iran<br>2020-04-29: 1,073 incident cases<br>",1013.00693888765,64
Italy,2020-04-29,2086,"2,086","Italy<br>2020-04-29: 2,086 incident cases<br>",1980.18018152982,67
Netherlands,2020-04-29,514,514,Netherlands<br>2020-04-29: 514 incident cases<br>,403.373324241184,56
Pakistan,2020-04-29,1292,"1,292","Pakistan<br>2020-04-29: 1,292 incident cases<br>",924.825431392168,46
Russia,2020-04-29,5841,"5,841","Russia<br>2020-04-29: 5,841 incident cases<br>",7177.34230097376,44
South Korea,2020-04-29,4,4,South Korea<br>2020-04-29: 4 incident cases<br>,7.34513797484133,70
Switzerland,2020-04-29,143,143,Switzerland<br>2020-04-29: 143 incident cases<br>,132.468474154135,56
Turkey,2020-04-29,2936,"2,936","Turkey<br>2020-04-29: 2,936 incident cases<br>",2316.08269981761,42
US,2020-04-29,26799,"26,799","US<br>2020-04-29: 26,799 incident cases<br>",27757.6349670048,57
United Kingdom,2020-04-29,5445,"5,445","United Kingdom<br>2020-04-29: 5,445 incident cases<br>",4398.42789174283,59
Belgium,2020-04-30,660,660,Belgium<br>2020-04-30: 660 incident cases<br>,555.175462051248,56
Brazil,2020-04-30,7502,"7,502","Brazil<br>2020-04-30: 7,502 incident cases<br>",5793.70336679475,49
Canada,2020-04-30,1639,"1,639","Canada<br>2020-04-30: 1,639 incident cases<br>",1544.37754944246,54
China,2020-04-30,45,45,China<br>2020-04-30: 45 incident cases<br>,20.5999110147856,100
France,2020-04-30,1218,"1,218","France<br>2020-04-30: 1,218 incident cases<br>",1150.53583257642,62
