Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,...23,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
03/05/2020,Jharkhand,13055,Tested,115,12940,NA,NA,10838,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1256975540772364289?s=19,NA,NA,0.88%,0.35,349,114,37403000
04/05/2020,Jharkhand,13832,Tested,115,13717,NA,NA,9674,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1257324103532285952?s=20,NA,NA,0.83%,0.37,370,120,37403000
05/05/2020,Jharkhand,15064,Tested,125,14939,NA,NA,8373,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1257725928257531905,https://t.me/indiacovid/4093,NA,0.83%,0.4,403,121,37403000
06/05/2020,Jharkhand,15908,Tested,127,15799,NA,NA,7693,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1258054089935470592,https://t.me/indiacovid/4162,NA,0.80%,0.43,425,125,37403000
07/05/2020,Jharkhand,17101,Tested,132,16969,NA,NA,8016,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1258426829561462784?s=19,NA,NA,0.77%,0.46,457,130,37403000
08/05/2020,Jharkhand,17219,Tested,132,17087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1258652457481076736,NA,NA,0.77%,0.46,460,130,37403000
09/05/2020,Jharkhand,18632,Tested,154,18478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1259013915737878531?s=19,NA,NA,0.83%,0.5,498,121,37403000
10/05/2020,Jharkhand,20832,Tested,157,20675,NA,NA,9453,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1259523301606658048?s=19,NA,NA,0.75%,0.56,557,133,37403000
11/05/2020,Jharkhand,21201,Tested,160,21041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1259763103123685376/photo/1,NA,NA,0.75%,0.57,567,133,37403000
12/05/2020,Jharkhand,22815,Tested,164,22651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1260121296676904961?s=19,NA,NA,0.72%,0.61,610,139,37403000
13/05/2020,Jharkhand,25769,Tested,177,25592,NA,NA,15218,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1260597855850385408?s=19,NA,NA,0.69%,0.69,689,146,37403000
14/05/2020,Jharkhand,27789,Tested,197,27592,NA,NA,19914,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1260964845207183361/photo/1,NA,NA,0.71%,0.74,743,141,37403000
15/05/2020,Jharkhand,29236,Tested,211,29025,NA,NA,23812,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1261344745474764801?s=19,https://t.me/indiacovid/4831,NA,0.72%,0.78,782,139,37403000
16/05/2020,Jharkhand,31025,Tested,217,30808,NA,NA,28222,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1261696587933388804?s=09,NA,NA,0.70%,0.83,829,143,37403000
17/05/2020,Jharkhand,33220,Tested,223,32997,NA,NA,32521,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1262050657592381443,https://t.me/indiacovid/4989,NA,0.67%,0.89,888,149,37403000
18/05/2020,Jharkhand,35359,Tested,228,35131,NA,NA,51718,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1262424357743329286/photo/1,NA,NA,0.64%,0.95,945,155,37403000
19/05/2020,Jharkhand,37589,Tested,248,37341,NA,NA,64425,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1262797380878888960,NA,NA,0.66%,1,1005,152,37403000
20/05/2020,Jharkhand,39402,Tested,281,39121,NA,NA,67021,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5232,NA,NA,0.71%,1.05,1053,140,37403000
21/05/2020,Jharkhand,41936,Tested,303,41633,NA,NA,71123,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1263511069303037952,NA,NA,0.72%,1.12,1121,138,37403000
22/05/2020,Jharkhand,43988,Tested,323,43665,NA,NA,73039,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1263875771740729346?s=19,NA,NA,0.73%,1.18,1176,136,37403000
23/05/2020,Jharkhand,45785,Tested,350,45435,NA,NA,84868,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1264230815841415169?s=19,https://t.me/indiacovid/5424,NA,0.76%,1.22,1224,131,37403000
24/05/2020,Jharkhand,48641,Tested,370,48271,NA,NA,87100,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1264591258422374400?s=19,NA,NA,0.76%,1.3,1300,131,37403000
25/05/2020,Jharkhand,50709,Tested,405,50304,NA,NA,88536,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1265120375345541121?s=19,NA,NA,0.80%,1.36,1356,125,37403000
26/05/2020,Jharkhand,53309,Tested,426,52883,NA,NA,94114,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RobRanchi/status/1265319397096173568?s=19,NA,NA,0.80%,1.43,1425,125,37403000
27/05/2020,Jharkhand,55427,Tested,458,54969,NA,NA,97450,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1265684970720448512?s=19,NA,NA,0.83%,1.48,1482,121,37403000
28/05/2020,Jharkhand,57250,Tested,469,56781,NA,NA,98547,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1266064479084666880?s=19,https://t.me/indiacovid/5783,NA,0.82%,1.53,1531,122,37403000
29/05/2020,Jharkhand,59452,Tested,521,58931,NA,NA,98575,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5876,NA,NA,0.88%,1.59,1589,114,37403000
30/05/2020,Jharkhand,62916,Tested,563,62353,NA,NA,98355,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1266783771140988933?s=19,NA,NA,0.89%,1.68,1682,112,37403000
31/05/2020,Jharkhand,65886,Tested,610,65256,NA,NA,99641,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1267116210124021762,NA,NA,0.93%,1.76,1762,108,37403000
01/06/2020,Jharkhand,69187,Tested,661,68526,NA,NA,91722,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1267494189731700736?s=19,NA,NA,0.96%,1.85,1850,105,37403000
02/06/2020,Jharkhand,71296,Tested,712,70584,NA,NA,91765,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1267845619772616704?s=19,NA,NA,1.00%,1.91,1906,100,37403000
03/06/2020,Jharkhand,74499,Tested,764,73735,NA,NA,87376,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1268229061140082688?s=09,NA,NA,1.03%,1.99,1992,98,37403000
04/06/2020,Jharkhand,77641,Tested,827,76814,NA,NA,83470,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1268594115215851521?s=19,NA,NA,1.07%,2.08,2076,94,37403000
05/06/2020,Jharkhand,80097,Tested,922,79175,NA,NA,77909,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1268941454727999488?s=09,NA,NA,1.15%,2.14,2141,87,37403000
06/06/2020,Jharkhand,84444,Tested,1028,83416,NA,NA,70655,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/6535,NA,NA,1.22%,2.26,2258,82,37403000
07/06/2020,Jharkhand,87721,Tested,1103,86618,NA,NA,67893,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/6631,NA,NA,1.26%,2.35,2345,80,37403000
08/06/2020,Jharkhand,92325,Tested,1290,91035,NA,NA,66253,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/6728,NA,NA,1.40%,2.47,2468,72,37403000
09/06/2020,Jharkhand,95099,Tested,1416,93683,NA,NA,61369,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1270400929062203392?s=09,NA,NA,1.49%,2.54,2543,67,37403000
10/06/2020,Jharkhand,95500,Tested,1423,94077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1270626995416764416?s=19,NA,NA,1.49%,2.55,2553,67,37403000
11/06/2020,Jharkhand,99931,Tested,1599,98332,NA,NA,55333,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1271118926617800706,NA,NA,1.60%,2.67,2672,62,37403000
12/06/2020,Jharkhand,102092,Tested,1656,100436,NA,NA,50558,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/7110,NA,NA,1.62%,2.73,2730,62,37403000
13/06/2020,Jharkhand,103905,Tested,1711,102194,NA,NA,49545,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1271846781689552896/photo/1,NA,NA,1.65%,2.78,2778,61,37403000
14/06/2020,Jharkhand,106104,Tested,1761,104343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/RanchiPIB/status/1272222607446642689?s=19,NA,NA,1.66%,2.84,2837,60,37403000
15/06/2020,Jharkhand,108576,Tested,1793,106783,NA,NA,45322,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1272579760363761665?s=09,NA,NA,1.65%,2.9,2903,61,37403000
16/06/2020,Jharkhand,110813,Tested,1839,108974,NA,NA,73947,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1272925780595470336?s=19,NA,NA,1.66%,2.96,2963,60,37403000
17/06/2020,Jharkhand,113004,Tested,1895,111109,NA,NA,41991,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1273295598456696833?s=19,NA,NA,1.68%,3.02,3021,60,37403000
18/06/2020,Jharkhand,115186,Tested,1919,113267,NA,NA,40236,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1273645365518991367?s=19,NA,NA,1.67%,3.08,3080,60,37403000
19/06/2020,Jharkhand,117569,Tested,1961,115608,NA,NA,40981,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mobile.twitter.com/FOBGumla/status/1274012860163584002,NA,NA,1.67%,3.14,3143,60,37403000
20/06/2020,Jharkhand,120892,Tested,2024,117722,NA,NA,38881,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1274397139943059459?s=19,NA,NA,1.67%,3.23,3232,60,37403000
21/06/2020,Jharkhand,121770,Tested,2089,119681,NA,NA,38805,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1274731800200282112?s=19,NA,NA,1.72%,3.26,3256,58,37403000
22/06/2020,Jharkhand,124008,Tested,2140,121868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1275120329304633344?s=09,NA,NA,1.73%,3.32,3315,58,37403000
23/06/2020,Jharkhand,126007,Tested,2193,123814,NA,NA,38116,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1275476179600850947?s=20,NA,NA,1.74%,3.37,3369,57,37403000
24/06/2020,Jharkhand,128214,Tested,2219,125995,NA,NA,36721,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1275833898623045632?s=20,NA,NA,1.73%,3.43,3428,58,37403000
25/06/2020,Jharkhand,131169,Tested,2261,128908,NA,NA,35919,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1276179192262975488?s=20,NA,NA,1.72%,3.51,3507,58,37403000
26/06/2020,Jharkhand,133082,Tested,2294,130788,NA,NA,35195,Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1276548018271956992?s=20,NA,NA,1.72%,3.56,3558,58,37403000
27/06/2020,Jharkhand,135276,Tested,2339,132937,NA,NA,33906,Centre,4282,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1276920437373468673?s=20,NA,NA,1.73%,3.62,3617,58,37403000
28/06/2020,Jharkhand,137438,Tested,2364,135074,NA,NA,33494,Centre,4282,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1277273675885015041?s=20,NA,NA,1.72%,3.67,3675,58,37403000
29/06/2020,Jharkhand,139907,Tested,2426,137481,NA,NA,33020,Centre,4282,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1277656139535024128?s=20,NA,NA,1.73%,3.74,3741,58,37403000
30/06/2020,Jharkhand,142641,Tested,2490,140151,NA,NA,32757,Centre,4282,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1277994820162600965?s=20,NA,NA,1.75%,3.81,3814,57,37403000
01/07/2020,Jharkhand,145692,Tested,2525,143167,NA,NA,32392,Centre,4282,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1277994820162600965?s=20,NA,NA,1.73%,3.9,3895,58,37403000
02/07/2020,Jharkhand,148738,Tested,2585,146153,NA,NA,31938,Centre,4282,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1278737669141360640?s=20,NA,NA,1.74%,3.98,3977,58,37403000
03/07/2020,Jharkhand,151699,Tested,2697,149002,NA,NA,46379,Centre,4282,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1279090376842686465?s=20,NA,NA,1.78%,4.06,4056,56,37403000
04/07/2020,Jharkhand,154618,Tested,2739,151879,NA,NA,46599,Centre,4282,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/912,https://twitter.com/FOBGumla/status/1279090376842686465?s=20,NA,1.77%,4.13,4134,56,37403000
05/07/2020,Jharkhand,156778,Tested,2807,153971,NA,NA,46691,Centre,4303,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1279819512066392065?s=20,NA,NA,1.79%,4.19,4192,56,37403000
06/07/2020,Jharkhand,159176,Tested,2854,156322,NA,NA,45643,Centre,4303,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1280179304295305216?s=20,NA,NA,1.79%,4.26,4256,56,37403000
07/07/2020,Jharkhand,161564,Tested,3018,158546,NA,NA,30616,Centre,4303,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/FOBGumla/status/1280548861073743872?s=20,NA,NA,NA,NA,NA,NA,NA
08/07/2020,Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/04/2020,Karnataka,4587,Tested,128,4281,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17321,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/03-04-2020(English).pdf,NA,NA,2.79%,0.07,70,36,65798000
07/04/2020,Karnataka,6580,Tested,175,5942,NA,NA,NA,NA,NA,NA,NA,1540,250,130,NA,NA,NA,12502,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/07-04-2020(English).pdf,NA,NA,2.66%,0.1,100,38,65798000
08/04/2020,Karnataka,6967,Tested,181,6473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9937,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/08-04-2020(English).pdf,NA,NA,2.60%,0.11,106,38,65798000
09/04/2020,Karnataka,7613,Tested,197,7176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7968,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/09-04-2020(English).pdf,NA,NA,2.59%,0.12,116,39,65798000
10/04/2020,Karnataka,7975,Tested,207,7673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7676,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/10-04-2020(English).pdf,NA,NA,2.60%,0.12,121,39,65798000
11/04/2020,Karnataka,8560,Tested,215,8231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6304,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/11-04-2020(English).pdf,NA,NA,2.51%,0.13,130,40,65798000
12/04/2020,Karnataka,9251,Tested,232,8831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4490,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/12-04-2020(English).pdf,https://karunadu.karnataka.gov.in/hfw/kannada/Pages/cv-media-bulletin.aspx,NA,2.51%,0.14,141,40,65798000
13/04/2020,Karnataka,10017,Tested,247,9572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6008,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/13-04-2020(English).pdf,NA,NA,2.47%,0.15,152,41,65798000
14/04/2020,Karnataka,11107,Tested,260,10554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5228,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/14-04-2020(English).pdf,NA,NA,2.34%,0.17,169,43,65798000
15/04/2020,Karnataka,12483,Tested,279,11905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7707,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/15-04-2020(English).pdf,NA,NA,2.24%,0.19,190,45,65798000
16/04/2020,Karnataka,13724,Tested,315,13074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9850,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/16-04-2020(English).pdf,NA,NA,2.30%,0.21,209,44,65798000
17/04/2020,Karnataka,17594,Tested,359,14606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9864,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/17-04-2020(English).pdf,NA,NA,2.04%,0.27,267,49,65798000
18/04/2020,Karnataka,19186,Tested,384,15658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6366,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/18-04-2020-05-00PM-English.pdf,NA,NA,2.00%,0.29,292,50,65798000
19/04/2020,Karnataka,21367,Tested,390,17662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4609,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/19-04-2020-05-00-English.pdf,NA,NA,1.83%,0.32,325,55,65798000
20/04/2020,Karnataka,23460,Tested,408,19497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3564,https://karunadu.karnataka.gov.in/hfw/kannada/nCovDocs/20-04-2020(English).pdf,NA,NA,1.74%,0.36,357,58,65798000
21/04/2020,Karnataka,26233,Tested,418,22222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3802,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/21-04-2020-05-00-English.pdf,NA,NA,1.59%,0.4,399,63,65798000
22/04/2020,Karnataka,29512,Tested,427,25424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4898,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/22-04-2020-05-00-English.pdf,NA,NA,1.45%,0.45,449,69,65798000
23/04/2020,Karnataka,32122,Tested,445,28174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5944,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/23-04-2020-05-00-English.pdf,NA,NA,1.39%,0.49,488,72,65798000
24/04/2020,Karnataka,35958,Tested,474,31914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5943,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/24-04-2020-05-00-English.pdf,NA,NA,1.32%,0.55,546,76,65798000
25/04/2020,Karnataka,39083,Tested,500,34888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8731,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/25-04-2020%20-%2005-00%20-%20English.pdf,NA,NA,1.28%,0.59,594,78,65798000
26/04/2020,Karnataka,42964,Tested,503,38207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8486,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/26-04-2020%20-%2005-00%20-%20English.pdf,NA,NA,1.17%,0.65,653,85,65798000
27/04/2020,Karnataka,45685,Tested,512,43791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8011,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/27-04-2020%20-%2005-00%20-%20English.pdf,NA,NA,1.12%,0.69,694,89,65798000
28/04/2020,Karnataka,50512,Tested,523,48508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8252,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/28-04-2020%20-%2005-00%20-%20English.pdf,NA,NA,1.04%,0.77,768,97,65798000
29/04/2020,Karnataka,55404,Tested,535,53241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8374,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/Revised%20-%2029-04-2020%20-%2005-00%20-%20English.pdf,NA,NA,0.97%,0.84,842,104,65798000
30/04/2020,Karnataka,60156,Tested,565,57548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7462,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/30-04-2020%2005-00%20English.pdf,NA,NA,0.94%,0.91,914,106,65798000
01/05/2020,Karnataka,64898,Tested,589,61855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7528,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/01-05-2020%2005-00%20English.pdf,NA,NA,0.91%,0.99,986,110,65798000
02/05/2020,Karnataka,69730,Tested,601,66475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6771,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/02-05-2020%2005-00%20English.pdf,NA,NA,0.86%,1.06,1060,116,65798000
03/05/2020,Karnataka,74898,Tested,614,70998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8959,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/03-05-2020%2005-00%20English.pdf,NA,NA,0.82%,1.14,1138,122,65798000
04/05/2020,Karnataka,79193,Tested,651,74664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8208,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/04-05-2020%2005-00%20English.pdf,NA,NA,0.82%,1.2,1204,122,65798000
05/05/2020,Karnataka,83806,Tested,673,78860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7497,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/05-05-2020%2005-00%20English.pdf,NA,NA,0.80%,1.27,1274,125,65798000
06/05/2020,Karnataka,88777,Tested,693,83056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7378,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/06-05-2020%2005-00%20English.pdf,NA,NA,0.78%,1.35,1349,128,65798000
07/05/2020,Karnataka,93535,Tested,705,87756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6332,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/07-05-2020%2005-00%20English.pdf,NA,NA,0.75%,1.42,1422,133,65798000
08/05/2020,Karnataka,98081,Tested,753,92237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5775,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/08-05-2020%2005-00%20-%20English.pdf,NA,NA,0.77%,1.49,1491,130,65798000
09/05/2020,Karnataka,103098,Tested,794,97326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5701,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/09-05-2020%2005-00%20English.pdf,NA,NA,0.77%,1.57,1567,130,65798000
10/05/2020,Karnataka,107311,Tested,848,102266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6887,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/10-05-2020%2005-00%20English.pdf,NA,NA,0.79%,1.63,1631,127,65798000
11/05/2020,Karnataka,111595,Tested,862,106467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7558,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/11-05-2020%2005-00%20English.pdf,NA,NA,0.77%,1.7,1696,129,65798000
12/05/2020,Karnataka,116533,Tested,925,111264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6782,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/12-05-2020%2005-00%20English.pdf,NA,NA,0.79%,1.77,1771,126,65798000
13/05/2020,Karnataka,121178,Tested,959,119420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7435,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/13-05-2020%2005-00%20English.pdf,https://t.me/Karnataka_KoViD19_Broadcast/3166,NA,0.79%,1.84,1842,126,65798000
14/05/2020,Karnataka,128373,Tested,987,126766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6826,https://covid19.karnataka.gov.in/storage/pdf-files/Media-Bulletin/14-05-2020%205-00%20English.pdf,NA,NA,0.77%,1.95,1951,130,65798000
